mouse.id,date,diet,mass,run,phase,institution
V9,4/7/15,HF,27.37,Vanderbilt,1,Vanderbilt
V9,4/13/15,HF,30.6,Vanderbilt,1,Vanderbilt
V9,4/20/15,HF,30.3,Vanderbilt,1,Vanderbilt
V9,4/27/15,HF,31.5,Vanderbilt,1,Vanderbilt
V9,5/4/15,HF,30.9,Vanderbilt,1,Vanderbilt
V9,5/8/15,HF,30.5,Vanderbilt,1,Vanderbilt
Y1,2/9/15,HF,18.4,Yale,1,Yale
Y1,2/13/15,HF,21.7,Yale,1,Yale
Y1,2/20/15,HF,22.8,Yale,1,Yale
Y1,2/27/15,HF,24.9,Yale,1,Yale
Y1,3/6/15,HF,26.3,Yale,1,Yale
Y1,3/16/15,HF,29.8,Yale,1,Yale
Y1,3/20/15,HF,31.8,Yale,1,Yale
Y1,3/27/15,HF,34.4,Yale,1,Yale
Y1,4/3/15,HF,37.7,Yale,1,Yale
Y1,4/10/15,HF,40.7,Yale,1,Yale
Y1,4/17/15,HF,43.6,Yale,1,Yale
Y1,4/24/15,HF,45.8,Yale,1,Yale
Y1,4/28/15,HF,46,Yale,1,Yale
Y10,2/9/15,LF,19.3,Yale,1,Yale
Y10,2/13/15,LF,22.3,Yale,1,Yale
Y10,2/20/15,LF,21.3,Yale,1,Yale
Y10,2/27/15,LF,21.7,Yale,1,Yale
Y10,3/6/15,LF,22.1,Yale,1,Yale
Y10,3/16/15,LF,27.3,Yale,1,Yale
Y10,3/20/15,LF,25,Yale,1,Yale
Y10,3/27/15,LF,24.7,Yale,1,Yale
Y10,4/3/15,LF,25.6,Yale,1,Yale
Y10,4/10/15,LF,26.3,Yale,1,Yale
Y10,4/17/15,LF,26.9,Yale,1,Yale
Y10,4/24/15,LF,27.7,Yale,1,Yale
Y10,4/28/15,LF,25.7,Yale,1,Yale
Y10,5/2/15,LF,28.9,Yale,1,Yale
Y11,2/9/15,HF,18.2,Yale,1,Yale
Y11,2/13/15,HF,20.8,Yale,1,Yale
Y11,2/20/15,HF,21.3,Yale,1,Yale
Y11,2/27/15,HF,23,Yale,1,Yale
Y11,3/6/15,HF,24.2,Yale,1,Yale
Y11,3/16/15,HF,26.5,Yale,1,Yale
Y11,3/20/15,HF,27.6,Yale,1,Yale
Y11,3/27/15,HF,28.1,Yale,1,Yale
Y11,4/3/15,HF,30.6,Yale,1,Yale
Y11,4/10/15,HF,33.5,Yale,1,Yale
Y11,4/17/15,HF,35.2,Yale,1,Yale
Y11,4/24/15,HF,36.6,Yale,1,Yale
Y11,4/28/15,HF,36.8,Yale,1,Yale
Y11,5/2/15,HF,37.5,Yale,1,Yale
Y12,2/9/15,LF,17.7,Yale,1,Yale
Y12,2/13/15,LF,20.5,Yale,1,Yale
Y12,2/20/15,LF,20.7,Yale,1,Yale
Y12,2/27/15,LF,20.5,Yale,1,Yale
Y12,3/6/15,LF,20.5,Yale,1,Yale
Y12,3/16/15,LF,24,Yale,1,Yale
Y12,3/20/15,LF,21.9,Yale,1,Yale
Y12,3/27/15,LF,22.6,Yale,1,Yale
Y12,4/3/15,LF,23,Yale,1,Yale
Y12,4/10/15,LF,23.6,Yale,1,Yale
Y12,4/17/15,LF,23.5,Yale,1,Yale
Y12,4/24/15,LF,24.4,Yale,1,Yale
Y12,4/28/15,LF,24.7,Yale,1,Yale
Y12,5/2/15,LF,28.5,Yale,1,Yale
Y13,2/9/15,HF,17.3,Yale,1,Yale
Y13,2/13/15,HF,19.4,Yale,1,Yale
Y13,2/20/15,HF,20.9,Yale,1,Yale
Y13,2/27/15,HF,21.4,Yale,1,Yale
Y13,3/6/15,HF,22.5,Yale,1,Yale
Y13,3/16/15,HF,25,Yale,1,Yale
Y13,3/20/15,HF,25.2,Yale,1,Yale
Y13,3/27/15,HF,27.2,Yale,1,Yale
Y13,4/3/15,HF,29.9,Yale,1,Yale
Y13,4/10/15,HF,32.4,Yale,1,Yale
Y13,4/17/15,HF,34.7,Yale,1,Yale
Y13,4/24/15,HF,37.6,Yale,1,Yale
Y13,4/28/15,HF,38.9,Yale,1,Yale
Y13,5/2/15,HF,39.2,Yale,1,Yale
Y14,2/9/15,LF,19,Yale,1,Yale
Y14,2/13/15,LF,22.1,Yale,1,Yale
Y14,2/20/15,LF,21.8,Yale,1,Yale
Y14,2/27/15,LF,21.4,Yale,1,Yale
Y14,3/6/15,LF,22,Yale,1,Yale
Y14,3/16/15,LF,26.2,Yale,1,Yale
Y14,3/20/15,LF,24.1,Yale,1,Yale
Y14,3/27/15,LF,24.2,Yale,1,Yale
Y14,4/3/15,LF,25.2,Yale,1,Yale
Y14,4/10/15,LF,25,Yale,1,Yale
Y14,4/17/15,LF,25.3,Yale,1,Yale
Y14,4/24/15,LF,25.5,Yale,1,Yale
Y14,4/28/15,LF,25.7,Yale,1,Yale
Y14,5/2/15,LF,27.4,Yale,1,Yale
Y15,2/9/15,HF,19.1,Yale,1,Yale
Y15,2/13/15,HF,20.9,Yale,1,Yale
Y15,2/20/15,HF,21.9,Yale,1,Yale
Y15,2/27/15,HF,23.1,Yale,1,Yale
Y15,3/6/15,HF,24.1,Yale,1,Yale
Y15,3/16/15,HF,26.3,Yale,1,Yale
Y15,3/20/15,HF,27.5,Yale,1,Yale
Y15,3/27/15,HF,28.6,Yale,1,Yale
Y15,4/3/15,HF,30.6,Yale,1,Yale
Y15,4/10/15,HF,33.6,Yale,1,Yale
Y15,4/17/15,HF,37,Yale,1,Yale
Y15,4/24/15,HF,39.5,Yale,1,Yale
Y15,4/28/15,HF,40.5,Yale,1,Yale
Y15,5/2/15,HF,39.1,Yale,1,Yale
Y16,2/9/15,LF,17.9,Yale,1,Yale
Y16,2/13/15,LF,21.1,Yale,1,Yale
Y16,2/20/15,LF,20.4,Yale,1,Yale
Y16,2/27/15,LF,21.3,Yale,1,Yale
Y16,3/6/15,LF,21.9,Yale,1,Yale
Y16,3/16/15,LF,25.6,Yale,1,Yale
Y16,3/20/15,LF,23.2,Yale,1,Yale
Y16,3/27/15,LF,24.2,Yale,1,Yale
Y16,4/3/15,LF,24.2,Yale,1,Yale
Y16,4/10/15,LF,25.5,Yale,1,Yale
Y16,4/17/15,LF,26.7,Yale,1,Yale
Y16,4/24/15,LF,27.5,Yale,1,Yale
Y16,4/28/15,LF,27.4,Yale,1,Yale
Y16,5/2/15,LF,25.9,Yale,1,Yale
Y2,2/9/15,LF,18.2,Yale,1,Yale
Y2,2/13/15,LF,21.1,Yale,1,Yale
Y2,2/20/15,LF,20.2,Yale,1,Yale
Y2,2/27/15,LF,20.5,Yale,1,Yale
Y2,3/6/15,LF,20.7,Yale,1,Yale
Y2,3/16/15,LF,25.9,Yale,1,Yale
Y2,3/20/15,LF,23.9,Yale,1,Yale
Y2,3/27/15,LF,23.7,Yale,1,Yale
Y2,4/3/15,LF,23.7,Yale,1,Yale
Y2,4/10/15,LF,24.1,Yale,1,Yale
Y2,4/17/15,LF,24.4,Yale,1,Yale
Y2,4/24/15,LF,24.4,Yale,1,Yale
Y2,4/28/15,LF,28.3,Yale,1,Yale
Y3,2/9/15,HF,17.2,Yale,1,Yale
Y3,2/13/15,HF,20.5,Yale,1,Yale
Y3,2/20/15,HF,20.5,Yale,1,Yale
Y3,2/27/15,HF,21.7,Yale,1,Yale
Y3,3/6/15,HF,22.8,Yale,1,Yale
Y3,3/16/15,HF,25.7,Yale,1,Yale
Y3,3/20/15,HF,26.1,Yale,1,Yale
Y3,3/27/15,HF,28,Yale,1,Yale
Y3,4/3/15,HF,30.6,Yale,1,Yale
Y3,4/10/15,HF,32.1,Yale,1,Yale
Y3,4/17/15,HF,34.8,Yale,1,Yale
Y3,4/24/15,HF,37.1,Yale,1,Yale
Y3,4/28/15,HF,37.1,Yale,1,Yale
Y4,2/9/15,LF,17.3,Yale,1,Yale
Y4,2/13/15,LF,20.3,Yale,1,Yale
Y4,2/20/15,LF,20.1,Yale,1,Yale
Y4,2/27/15,LF,20,Yale,1,Yale
Y4,3/6/15,LF,21,Yale,1,Yale
Y4,3/16/15,LF,24.7,Yale,1,Yale
Y4,3/20/15,LF,22.8,Yale,1,Yale
Y4,3/27/15,LF,22.9,Yale,1,Yale
Y4,4/3/15,LF,24.4,Yale,1,Yale
Y4,4/10/15,LF,24.8,Yale,1,Yale
Y4,4/17/15,LF,25.3,Yale,1,Yale
Y4,4/24/15,LF,25.9,Yale,1,Yale
Y4,4/28/15,LF,29.5,Yale,1,Yale
Y5,2/9/15,HF,17.7,Yale,1,Yale
Y5,2/13/15,HF,20.4,Yale,1,Yale
Y5,2/20/15,HF,21.5,Yale,1,Yale
Y5,2/27/15,HF,23.6,Yale,1,Yale
Y5,3/6/15,HF,24.3,Yale,1,Yale
Y5,3/16/15,HF,26.6,Yale,1,Yale
Y5,3/20/15,HF,27.2,Yale,1,Yale
Y5,3/27/15,HF,29,Yale,1,Yale
Y5,4/3/15,HF,30.8,Yale,1,Yale
Y5,4/10/15,HF,32.5,Yale,1,Yale
Y5,4/17/15,HF,34.7,Yale,1,Yale
Y5,4/24/15,HF,38.4,Yale,1,Yale
Y5,4/28/15,HF,37.9,Yale,1,Yale
Y6,2/9/15,LF,17.8,Yale,1,Yale
Y6,2/13/15,LF,20.6,Yale,1,Yale
Y6,2/20/15,LF,20,Yale,1,Yale
Y6,2/27/15,LF,20.6,Yale,1,Yale
Y6,3/6/15,LF,21.1,Yale,1,Yale
Y6,3/16/15,LF,21.9,Yale,1,Yale
Y6,3/20/15,LF,22.8,Yale,1,Yale
Y6,3/27/15,LF,22.4,Yale,1,Yale
Y6,4/3/15,LF,23.6,Yale,1,Yale
Y6,4/10/15,LF,23.6,Yale,1,Yale
Y6,4/17/15,LF,24.4,Yale,1,Yale
Y6,4/24/15,LF,24.4,Yale,1,Yale
Y6,4/28/15,LF,26.6,Yale,1,Yale
Y7,2/9/15,HF,19.5,Yale,1,Yale
Y7,2/13/15,HF,19.7,Yale,1,Yale
Y7,2/20/15,HF,22.5,Yale,1,Yale
Y7,2/27/15,HF,23.1,Yale,1,Yale
Y7,3/6/15,HF,24.9,Yale,1,Yale
Y7,3/16/15,HF,27,Yale,1,Yale
Y7,3/20/15,HF,28.8,Yale,1,Yale
Y7,3/27/15,HF,30,Yale,1,Yale
Y7,4/3/15,HF,31.8,Yale,1,Yale
Y7,4/10/15,HF,34.8,Yale,1,Yale
Y7,4/17/15,HF,37.9,Yale,1,Yale
Y7,4/24/15,HF,41.6,Yale,1,Yale
Y7,4/28/15,HF,40.2,Yale,1,Yale
Y8,2/9/15,LF,18.3,Yale,1,Yale
Y8,2/13/15,LF,20.9,Yale,1,Yale
Y8,2/20/15,LF,19.6,Yale,1,Yale
Y8,2/27/15,LF,20.3,Yale,1,Yale
Y8,3/6/15,LF,20.8,Yale,1,Yale
Y8,3/16/15,LF,22.5,Yale,1,Yale
Y8,3/20/15,LF,22.8,Yale,1,Yale
Y8,3/27/15,LF,23.4,Yale,1,Yale
Y8,4/3/15,LF,23.6,Yale,1,Yale
Y8,4/10/15,LF,24.2,Yale,1,Yale
Y8,4/17/15,LF,23.9,Yale,1,Yale
Y8,4/24/15,LF,24.5,Yale,1,Yale
Y8,4/28/15,LF,26.6,Yale,1,Yale
Y9,2/9/15,HF,19,Yale,1,Yale
Y9,2/13/15,HF,22.7,Yale,1,Yale
Y9,2/20/15,HF,20.4,Yale,1,Yale
Y9,2/27/15,HF,23.3,Yale,1,Yale
Y9,3/6/15,HF,25.9,Yale,1,Yale
Y9,3/16/15,HF,29.3,Yale,1,Yale
Y9,3/20/15,HF,30.2,Yale,1,Yale
Y9,3/27/15,HF,31.4,Yale,1,Yale
Y9,4/3/15,HF,33.1,Yale,1,Yale
Y9,4/10/15,HF,35,Yale,1,Yale
Y9,4/17/15,HF,37.5,Yale,1,Yale
Y9,4/24/15,HF,40.3,Yale,1,Yale
Y9,4/28/15,HF,42.5,Yale,1,Yale
Y9,5/2/15,HF,42.2,Yale,1,Yale
