subject.id,institution,equipment,acclimation,diet,subject.mass,vo2,vco2,ee,rer,room.temp,total_mass,lean_mass,fat_mass,phase
Y12,Yale,Columbus,TRUE,LF,24.7,96.11396608,93.98408289,0.482731536,0.976327543,21.5,24.55,17.5647,2.213335,3
Y13,Yale,Columbus,FALSE,HF,38.9,116.8469556,90.50877407,0.560596556,0.773323338,21.5,38.25,21.08285,12.5612,3
Y13,Yale,Columbus,TRUE,HF,38.9,105.7999438,82.0216858,0.507673563,0.77312114,21.5,38.25,21.08285,12.5612,3
Y14,Yale,Columbus,FALSE,LF,25.7,105.0005019,105.2337415,0.530195496,1.001804158,21.5,25.6,18.14105,2.836215,3
Y14,Yale,Columbus,TRUE,LF,25.7,96.79067286,89.63659646,0.480590117,0.920138159,21.5,25.6,18.14105,2.836215,3
Y15,Yale,Columbus,FALSE,HF,40.5,144.7393585,110.4159906,0.692537897,0.762665484,21.5,40,22.28585,12.9989,3
Y15,Yale,Columbus,TRUE,HF,40.5,129.2743274,97.80224336,0.617639406,0.7548972,21.5,40,22.28585,12.9989,3
Y16,Yale,Columbus,FALSE,LF,27.4,118.9465019,111.1726566,0.591725122,0.939481894,21.5,27.45,18.66795,4.07973,3
Y16,Yale,Columbus,TRUE,LF,27.4,101.1432608,88.60076932,0.496598042,0.864834569,21.5,27.45,18.66795,4.07973,3
Y2,Yale,Columbus,FALSE,LF,24.4,82.16022222,83.94774815,0.416639645,1.023016969,21.5,26.35,18.32585,3.296495,3
Y2,Yale,Columbus,TRUE,LF,24.4,79.38581749,80.70545856,0.402119744,1.015491248,21.5,26.35,18.32585,3.296495,3
Y3,Yale,Columbus,FALSE,HF,37.1,105.2080426,82.99957037,0.506422421,0.789215905,21.5,37.1,20.9488,11.49795,3
Y3,Yale,Columbus,TRUE,HF,37.1,100.1821316,77.71462548,0.480770156,0.775387276,21.5,37.1,20.9488,11.49795,3
Y4,Yale,Columbus,FALSE,LF,25.9,92.16131296,94.59063704,0.467824979,1.027636092,21.5,27.7,19.1214,3.66865,3
Y4,Yale,Columbus,TRUE,LF,25.9,89.7345384,87.83714183,0.450791695,0.978235817,21.5,27.7,19.1214,3.66865,3
Y5,Yale,Columbus,FALSE,HF,38.4,103.6928,79.27608889,0.496332679,0.7641578,21.5,38.15,21.45685,12.40735,3
Y5,Yale,Columbus,TRUE,HF,38.4,95.38897099,73.0176,0.4566854,0.764651705,21.5,38.15,21.45685,12.40735,3
Y6,Yale,Columbus,FALSE,LF,24.6,98.08976667,96.186,0.492953486,0.980864289,21.5,25.5,18.5882,2.38801,3
Y6,Yale,Columbus,TRUE,LF,24.6,90.90019237,84.96314198,0.452206893,0.930391457,21.5,25.5,18.5882,2.38801,3
Y7,Yale,Columbus,FALSE,HF,41.6,1.946725926,0.009244444,0.007682271,0.002784712,21.5,40.9,22.63905,13.3643,3
Y7,Yale,Columbus,TRUE,HF,41.6,109.7031695,82.05615878,0.523094302,0.67456614,21.5,40.9,22.63905,13.3643,3
Y8,Yale,Columbus,FALSE,LF,24.5,2.517028302,-0.013867925,0.009904271,-0.002959585,21.5,25.55,18.237,2.579945,3
Y8,Yale,Columbus,TRUE,LF,24.5,92.6353384,89.84308365,0.464442319,0.870258738,21.5,25.55,18.237,2.579945,3
Y9,Yale,Columbus,FALSE,HF,42.5,125.7693056,99.15171296,0.605318628,0.787724989,21.5,41.4,22.4053,14.47145,3
Y9,Yale,Columbus,TRUE,HF,42.5,113.1039086,89.28284661,0.544489332,0.788044421,21.5,41.4,22.4053,14.47145,3
