,Subject ID,Total.Mass,Lean.Mass,Fat.Mass,Time of Day,Group,Hourly Food Intake,Hourly Water Intake,Cumulative Food Intake,Cumulative Water Intake,Oxygen Consumption,Carbon Dioxide Production,Energy Expenditure,Respiratory Exchange Ratio,Locomotor Activity,Ambulatory Activity,Pedestrian Locomotion,Total Distance (includes fine movement),Energy Balance
143,Y12,19.1,14.6819,1.096827,Light,Yale,0.600404348,0,66.5826,NA,78.49645232,69.82696887,0.386583146,0.889521831,359.602649,157.1456954,NA,NA,0.213821202
144,Y12,19.1,14.6819,1.096827,Full day,Yale,0.715234043,0,66.5826,NA,84.18922476,78.46489678,0.418571911,0.929780216,642.6109325,323.1639871,NA,NA,0.296662132
145,Y13,18.35,13.9532,1.17415,Dark,Yale,0.795833333,0,53.9384,NA,92.84618063,89.13760125,0.464492985,0.959906351,805.8,414.125,NA,NA,0.331340348
146,Y13,18.35,13.9532,1.17415,Full day,Yale,0.588442553,0,55.3136,NA,87.47731093,80.24702347,0.43350129,0.91356641,534.3890675,262.318328,NA,NA,0.154941263
147,Y13,18.35,13.9532,1.17415,Light,Yale,0.372034783,0,55.3136,NA,81.78844238,70.82654371,0.400662409,0.864464485,246.8013245,101.4635762,NA,NA,-0.028627626
148,Y14,20.55,15.2508,1.825665,Dark,Yale,0.806975,0,63.03,NA,101.2607375,98.55240625,0.508067527,0.972759021,1160.825,661.5875,NA,NA,0.298907473
149,Y14,20.55,15.2508,1.825665,Light,Yale,0.625317391,0,66.2006,NA,87.53149007,82.84490728,0.436588069,0.946548434,290.8013245,129.2781457,NA,NA,0.188729322
150,Y14,20.55,15.2508,1.825665,Full day,Yale,0.718078723,0,66.2006,NA,94.59476849,90.92593569,0.473362067,0.960032981,738.4019293,403.1350482,NA,NA,0.244716656
151,Y15,20,14.911,1.475415,Full day,Yale,0.691257447,0,64.0232,NA,90.38973666,84.15103794,0.449296997,0.928985205,712.8553055,371.4405145,NA,NA,0.24196045
152,Y15,20,14.911,1.475415,Dark,Yale,0.848358333,0,61.5402,NA,96.4401975,92.69385188,0.482590216,0.961591283,1063.7875,588.1125,NA,NA,0.365768118
153,Y15,20,14.911,1.475415,Light,Yale,0.527326087,0,64.0232,NA,83.97865232,75.09904967,0.414019414,0.894435718,341.0066225,141.8543046,NA,NA,0.113306673
154,Y16,19.5,14.49355,1.669435,Full day,Yale,0.8595,0,79.9908,NA,80.15925048,75.49644437,0.399406675,0.941809842,565.0128617,277.3536977,NA,NA,0.460093325
155,Y16,19.5,14.49355,1.669435,Light,Yale,0.719156522,0,79.9908,NA,75.81598344,70.21968477,0.376453762,0.927833648,315.589404,140.1456954,NA,NA,0.342702759
156,Y16,19.5,14.49355,1.669435,Dark,Yale,0.993995833,0,75.5214,NA,84.25820875,80.47638625,0.421068486,0.954999876,800.40625,406.84375,NA,NA,0.572927348
157,Y2,19.65,14.73265,1.5480065,Light,Yale,0.594591304,0,67.6904,NA,73.91055921,70.98742368,0.369793603,0.961706326,271.8289474,140.75,NA,NA,0.224797702
158,Y2,19.65,14.73265,1.5480065,Dark,Yale,0.845175,0,64.9018,NA,85.32558125,87.2865175,0.432807003,1.024816458,681.16875,381.01875,NA,NA,0.412367998
159,Y2,19.65,14.73265,1.5480065,Full day,Yale,0.722548936,0,67.6904,NA,79.76441667,79.34593333,0.402108167,0.994070496,481.7467949,263.9647436,NA,NA,0.32044077
160,Y3,18.85,14.1859,1.53337,Dark,Yale,0.894516667,0,60.5852,NA,76.90894,78.2882725,0.389684957,1.019145706,810.325,448.325,NA,NA,0.50483171
161,Y3,18.85,14.1859,1.53337,Light,Yale,0.462552174,0,63.794,NA,67.25437632,62.80104737,0.334507453,0.935371736,241.7960526,108.2828947,NA,NA,0.128044721
162,Y3,18.85,14.1859,1.53337,Full day,Yale,0.683129787,0,63.794,NA,72.20543462,70.7432141,0.362803609,0.978332746,533.349359,282.6634615,NA,NA,0.320326178
163,Y4,18.8,14.23335,1.458135,Full day,Yale,-0.010159574,0,0,NA,74.70040192,72.57239103,0.374659349,0.970371914,609.6602564,349.6891026,NA,NA,-0.384818924
164,Y4,18.8,14.23335,1.458135,Dark,Yale,0.037404167,0,-2.4448,NA,79.10187125,79.48376875,0.399649523,1.007415191,871.94375,514.84375,NA,NA,-0.362245356
165,Y4,18.8,14.23335,1.458135,Light,Yale,-0.059791304,0,0,NA,70.06727632,65.29725658,0.348353903,0.931378991,333.5723684,175.8421053,NA,NA,-0.408145207
166,Y5,19.05,14.1533,1.701465,Dark,Yale,0.936695833,0,63.1064,NA,77.54845688,79.74491625,0.393816345,1.032630189,1039.61875,650.63125,NA,NA,0.542879488
167,Y5,19.05,14.1533,1.701465,Light,Yale,0.447604348,0,65.4366,NA,68.82481974,65.25850263,0.343414518,0.949546764,315.125,154.0592105,NA,NA,0.10418983
168,Y5,19.05,14.1533,1.701465,Full day,Yale,0.697353191,0,65.4366,NA,73.29847981,72.68743269,0.369261609,0.992153648,686.6602564,408.7115385,NA,NA,0.328091583
169,Y6,19.2,14.3286,1.680655,Full day,Yale,0.659965957,0,61.5784,NA,76.51261538,74.33411218,0.383749746,0.970719037,553.1730769,314.1089744,NA,NA,0.276216211
170,Y6,19.2,14.3286,1.680655,Dark,Yale,0.858704167,0,60.2414,NA,81.30094375,81.3662475,0.41039809,1.0027843,839.1875,498.21875,NA,NA,0.448306077
171,Y6,19.2,14.3286,1.680655,Light,Yale,0.452586957,0,61.5784,NA,71.47226974,66.93186447,0.355698858,0.936966128,252.1052632,120.3092105,NA,NA,0.096888099
172,Y7,19.6,14.7355,1.062317,Full day,Yale,0.596570213,0,55.8102,NA,81.3865,75.1906875,0.403905098,0.919457682,536.3076923,313.5096154,NA,NA,0.192665114
173,Y7,19.6,14.7355,1.062317,Light,Yale,0.45673913,0,55.8102,NA,76.01048684,69.25553289,0.376153949,0.906635117,286.5197368,152.7368421,NA,NA,0.080585181
174,Y7,19.6,14.7355,1.062317,Dark,Yale,0.730575,0,55.6192,NA,86.4937125,80.82908438,0.43026869,0.931639119,773.60625,466.24375,NA,NA,0.30030631
175,Y8,19.6,14.35105,1.640567,Full day,Yale,0.706293617,0,65.513,NA,74.71326923,73.16603942,0.375366634,0.976377713,535.6025641,289.1858974,NA,NA,0.330926983
176,Y8,19.6,14.35105,1.640567,Dark,Yale,0.8977,0,63.5648,NA,80.19185813,81.38387438,0.406046678,1.016033453,774.29375,435.64375,NA,NA,0.491653323
177,Y8,19.6,14.35105,1.640567,Light,Yale,0.506565217,0,65.513,NA,68.94633355,64.51568684,0.343071851,0.93463483,284.3486842,135.0197368,NA,NA,0.163493367
178,Y9,20.85,15.37325,1.865015,Full day,Yale,0.69572766,0,65.0546,NA,81.67238585,79.93403859,0.410277916,0.978767018,596.1639871,280.7684887,NA,NA,0.285449743
179,Y9,20.85,15.37325,1.865015,Light,Yale,0.569678261,0,65.0546,NA,75.0599404,71.64598013,0.375051672,0.956502203,285.5562914,115.9205298,NA,NA,0.194626589
180,Y9,20.85,15.37325,1.865015,Dark,Yale,0.816525,0,61.6548,NA,87.91288125,87.75589375,0.443522684,0.999779438,889.3,436.34375,NA,NA,0.373002316
