Plot	Year	Ordinal_date_of_snowmelt	Ordinal_date_of_flower	Days_snowmelt_to_flowering	Accumulated_growing_degree_days	Daylength	Species
RM3	1998	130.543	195	64.457	194.9750575	14.6333333	Erigeron_speciosus
RM4	1998	130.543	197	66.457	207.5314784	14.59	Erigeron_speciosus
RM5	1998	130.543	197	66.457	207.5314784	14.59	Erigeron_speciosus
RM6	1998	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	1998	130.543	197	66.457	207.5314784	14.59	Erigeron_speciosus
RM1	1999	136.3855	196	59.6145	214.2218379	14.6169444	Erigeron_speciosus
RM2	1999	136.3855	194	57.6145	204.9679305	14.6588889	Erigeron_speciosus
RM3	1999	136.3855	194	57.6145	204.9679305	14.6588889	Erigeron_speciosus
RM4	1999	136.3855	203	66.6145	242.7003126	14.4488889	Erigeron_speciosus
RM5	1999	136.3855	203	66.6145	242.7003126	14.4488889	Erigeron_speciosus
RM6	1999	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	1999	136.3855	203	66.6145	242.7003126	14.4488889	Erigeron_speciosus
RM1	2000	120.0265	187	66.9735	216.4055431	14.7838889	Erigeron_speciosus
RM2	2000	120.0265	181	60.9735	187.8348435	14.8536111	Erigeron_speciosus
RM3	2000	120.0265	189	68.9735	227.9355338	14.7536111	Erigeron_speciosus
RM4	2000	120.0265	196	75.9735	264.0979786	14.6222222	Erigeron_speciosus
RM5	2000	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2000	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2000	120.0265	198	77.9735	276.5739259	14.5780556	Erigeron_speciosus
RM1	2001	123.532	192	68.468	248.0967854	14.6877778	Erigeron_speciosus
RM2	2001	123.532	183	59.468	188.8446679	14.8255556	Erigeron_speciosus
RM3	2001	123.532	187	63.468	214.2245323	14.7727778	Erigeron_speciosus
RM4	2001	123.532	192	68.468	248.0967854	14.6877778	Erigeron_speciosus
RM5	2001	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2001	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2001	123.532	196	72.468	266.448609	14.6058333	Erigeron_speciosus
RM1	2002	NA	NA	NA	NA	NA	Erigeron_speciosus
RM2	2002	101.3305	184	82.6695	234.8385094	14.8166667	Erigeron_speciosus
RM3	2002	NA	NA	NA	NA	NA	Erigeron_speciosus
RM4	2002	NA	NA	NA	NA	NA	Erigeron_speciosus
RM5	2002	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2002	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2002	101.3305	180	78.6695	208.9105278	14.8580556	Erigeron_speciosus
RM1	2003	132.88	188	55.12	199.1189546	14.765	Erigeron_speciosus
RM2	2003	132.88	186	53.12	187.2279784	14.7938889	Erigeron_speciosus
RM3	2003	132.88	188	55.12	199.1189546	14.765	Erigeron_speciosus
RM4	2003	132.88	194	61.12	236.3474575	14.6583333	Erigeron_speciosus
RM5	2003	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2003	132.88	192	59.12	222.7118225	14.6969444	Erigeron_speciosus
RM7	2003	132.88	192	59.12	222.7118225	14.6969444	Erigeron_speciosus
RM1	2004	117.6895	188	70.3105	266.2581212	14.7686111	Erigeron_speciosus
RM2	2004	117.6895	182	64.3105	231.4994723	14.8438889	Erigeron_speciosus
RM3	2004	117.6895	186	68.3105	253.8606298	14.7972222	Erigeron_speciosus
RM4	2004	117.6895	194	76.3105	314.5616868	14.6630556	Erigeron_speciosus
RM5	2004	117.6895	200	82.3105	365.4561067	14.53	Erigeron_speciosus
RM6	2004	117.6895	194	76.3105	314.5616868	14.6630556	Erigeron_speciosus
RM7	2004	117.6895	188	70.3105	266.2581212	14.7686111	Erigeron_speciosus
RM1	2005	137.554	200	62.446	314.8420315	14.5113889	Erigeron_speciosus
RM2	2005	137.554	195	57.446	272.2774984	14.6266667	Erigeron_speciosus
RM3	2005	137.554	198	60.446	297.6552012	14.5594444	Erigeron_speciosus
RM4	2005	137.554	198	60.446	297.6552012	14.5594444	Erigeron_speciosus
RM5	2005	137.554	200	62.446	314.8420315	14.5113889	Erigeron_speciosus
RM6	2005	137.554	198	60.446	297.6552012	14.5594444	Erigeron_speciosus
RM7	2005	137.554	200	62.446	314.8420315	14.5113889	Erigeron_speciosus
RM1	2006	NA	NA	NA	NA	NA	Erigeron_speciosus
RM2	2006	121.195	180	58.805	268.211955	14.8575	Erigeron_speciosus
RM3	2006	121.195	182	60.805	282.4874793	14.8386111	Erigeron_speciosus
RM4	2006	121.195	192	70.805	343.1253795	14.6916667	Erigeron_speciosus
RM5	2006	121.195	186	64.805	309.5099359	14.79	Erigeron_speciosus
RM6	2006	121.195	182	60.805	282.4874793	14.8386111	Erigeron_speciosus
RM7	2006	121.195	186	64.805	309.5099359	14.79	Erigeron_speciosus
RM1	2007	NA	NA	NA	NA	NA	Erigeron_speciosus
RM2	2007	NA	NA	NA	NA	NA	Erigeron_speciosus
RM3	2007	108.3415	202	93.6585	434.6183036	14.4727778	Erigeron_speciosus
RM4	2007	NA	NA	NA	NA	NA	Erigeron_speciosus
RM5	2007	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2007	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2007	108.3415	188	79.6585	323.3515959	14.7644444	Erigeron_speciosus
RM1	2008	145.7335	208	62.2665	353.5175952	14.3144444	Erigeron_speciosus
RM2	2008	145.7335	198	52.2665	275.9532667	14.5763889	Erigeron_speciosus
RM3	2008	145.7335	202	56.2665	305.2449103	14.4791667	Erigeron_speciosus
RM4	2008	NA	NA	NA	NA	NA	Erigeron_speciosus
RM5	2008	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2008	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2008	145.7335	206	60.2665	339.5146618	14.3716667	Erigeron_speciosus
RM1	2009	120.0265	198	77.9735	305.796108	14.5586111	Erigeron_speciosus
RM2	2009	120.0265	192	71.9735	263.4337487	14.6863889	Erigeron_speciosus
RM3	2009	120.0265	196	75.9735	290.6763024	14.6044444	Erigeron_speciosus
RM4	2009	120.0265	206	85.9735	367.6179059	14.3502778	Erigeron_speciosus
RM5	2009	120.0265	200	79.9735	321.8822713	14.5102778	Erigeron_speciosus
RM6	2009	120.0265	198	77.9735	305.796108	14.5586111	Erigeron_speciosus
RM7	2009	120.0265	200	79.9735	321.8822713	14.5102778	Erigeron_speciosus
RM1	2010	121.195	184	62.805	178.2970974	14.8158333	Erigeron_speciosus
RM2	2010	121.195	188	66.805	196.1347697	14.76	Erigeron_speciosus
RM3	2010	121.195	188	66.805	196.1347697	14.76	Erigeron_speciosus
RM4	2010	121.195	198	76.805	255.6062629	14.5644444	Erigeron_speciosus
RM5	2010	121.195	190	68.805	204.9681717	14.7272222	Erigeron_speciosus
RM6	2010	121.195	192	70.805	213.850946	14.6911111	Erigeron_speciosus
RM7	2010	121.195	196	74.805	239.3874412	14.6094444	Erigeron_speciosus
RM1	2011	151.576	206	54.424	254.8824211	14.3636111	Erigeron_speciosus
RM2	2011	151.576	204	52.424	240.2460383	14.4191667	Erigeron_speciosus
RM3	2011	151.576	206	54.424	254.8824211	14.3636111	Erigeron_speciosus
RM4	2011	151.576	216	64.424	313.1825158	14.0555556	Erigeron_speciosus
RM5	2011	151.576	216	64.424	313.1825158	14.0555556	Erigeron_speciosus
RM6	2011	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2011	151.576	208	56.424	264.0527691	14.3063889	Erigeron_speciosus
RM1	2012	100.162	177	76.838	216.9373629	14.8811111	Erigeron_speciosus
RM2	2012	100.162	176	75.838	208.9558422	14.8861111	Erigeron_speciosus
RM3	2012	NA	NA	NA	NA	NA	Erigeron_speciosus
RM4	2012	NA	NA	NA	NA	NA	Erigeron_speciosus
RM5	2012	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2012	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2012	NA	NA	NA	NA	NA	Erigeron_speciosus
RM1	2013	124.7005	186	61.2995	241.6259501	14.7855556	Erigeron_speciosus
RM2	2013	124.7005	186	61.2995	241.6259501	14.7855556	Erigeron_speciosus
RM3	2013	124.7005	186	61.2995	241.6259501	14.7855556	Erigeron_speciosus
RM4	2013	124.7005	188	63.2995	254.8510174	14.7555556	Erigeron_speciosus
RM5	2013	124.7005	192	67.2995	285.7983243	14.6858333	Erigeron_speciosus
RM6	2013	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2013	124.7005	190	65.2995	269.0111792	14.7225	Erigeron_speciosus
RM1	2014	137.554	196	58.446	231.7206092	14.6086111	Erigeron_speciosus
RM2	2014	137.554	189	51.446	186.4123202	14.7433333	Erigeron_speciosus
RM3	2014	137.554	194	56.446	219.0221405	14.6511111	Erigeron_speciosus
RM4	2014	137.554	196	58.446	231.7206092	14.6086111	Erigeron_speciosus
RM5	2014	137.554	202	64.446	264.8921677	14.4647222	Erigeron_speciosus
RM6	2014	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2014	137.554	196	58.446	231.7206092	14.6086111	Erigeron_speciosus
RM1	2015	115.3525	186	70.6475	195.4737706	14.7925	Erigeron_speciosus
RM2	2015	115.3525	184	68.6475	185.9032015	14.8180556	Erigeron_speciosus
RM3	2015	115.3525	190	74.6475	208.3118937	14.7305556	Erigeron_speciosus
RM4	2015	115.3525	190	74.6475	208.3118937	14.7305556	Erigeron_speciosus
RM5	2015	115.3525	192	76.6475	214.5345611	14.695	Erigeron_speciosus
RM6	2015	115.3525	198	82.6475	241.6523709	14.5691667	Erigeron_speciosus
RM7	2015	115.3525	184	68.6475	185.9032015	14.8180556	Erigeron_speciosus
RM1	2016	129.3745	187	57.6255	214.6052496	14.7816667	Erigeron_speciosus
RM2	2016	129.3745	182	52.6255	193.7356109	14.8427778	Erigeron_speciosus
RM3	2016	129.3745	201	71.6255	292.2245548	14.5027778	Erigeron_speciosus
RM4	2016	129.3745	195	65.6255	256.787102	14.6405556	Erigeron_speciosus
RM5	2016	NA	NA	NA	NA	NA	Erigeron_speciosus
RM6	2016	NA	NA	NA	NA	NA	Erigeron_speciosus
RM7	2016	129.3745	187	57.6255	214.6052496	14.7816667	Erigeron_speciosus
RM1	1973	138.7225	157	18.2775	26.15120624	14.8047222	Mertensia_fusiformis
RM2	1973	138.7225	157	18.2775	26.15120624	14.8047222	Mertensia_fusiformis
RM3	1973	138.7225	157	18.2775	26.15120624	14.8047222	Mertensia_fusiformis
RM4	1973	138.7225	161	22.2775	44.33330105	14.8494444	Mertensia_fusiformis
RM5	1973	138.7225	160	21.2775	39.20380404	14.8397222	Mertensia_fusiformis
RM6	1973	138.7225	171	32.2775	72.15619934	14.8969444	Mertensia_fusiformis
RM7	1973	138.7225	173	34.2775	79.62997712	14.895	Mertensia_fusiformis
RM1	1974	127.0375	151	23.9625	52.57342498	14.7063889	Mertensia_fusiformis
RM2	1974	127.0375	145	17.9625	34.59805712	14.5825	Mertensia_fusiformis
RM3	1974	127.0375	147	19.9625	41.22177127	14.6266667	Mertensia_fusiformis
RM4	1974	127.0375	151	23.9625	52.57342498	14.7063889	Mertensia_fusiformis
RM5	1974	127.0375	149	21.9625	47.85326537	14.6680556	Mertensia_fusiformis
RM6	1974	127.0375	145	17.9625	34.59805712	14.5825	Mertensia_fusiformis
RM7	1974	127.0375	145	17.9625	34.59805712	14.5825	Mertensia_fusiformis
RM1	1975	150.4075	167	16.5925	34.12065511	14.8872222	Mertensia_fusiformis
RM2	1975	150.4075	156	5.5925	13.73317838	14.7841667	Mertensia_fusiformis
RM3	1975	150.4075	169	18.5925	36.06020399	14.8938889	Mertensia_fusiformis
RM4	1975	150.4075	169	18.5925	36.06020399	14.8938889	Mertensia_fusiformis
RM5	1975	150.4075	169	18.5925	36.06020399	14.8938889	Mertensia_fusiformis
RM6	1975	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM7	1975	150.4075	154	3.5925	8.536297131	14.7536111	Mertensia_fusiformis
RM1	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM2	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM3	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM4	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM5	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM6	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM7	1976	125.869	157	31.131	57.56586328	14.7947222	Mertensia_fusiformis
RM1	1977	102.499	156	53.501	269.640948	14.7913889	Mertensia_fusiformis
RM2	1977	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM3	1977	102.499	156	53.501	269.640948	14.7913889	Mertensia_fusiformis
RM4	1977	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	1977	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	1977	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM7	1977	102.499	156	53.501	269.640948	14.7913889	Mertensia_fusiformis
RM1	1979	144.565	158	13.435	31.08262893	14.8113889	Mertensia_fusiformis
RM2	1979	144.565	156	11.435	25.64305871	14.7847222	Mertensia_fusiformis
RM3	1979	144.565	164	19.435	45.08580843	14.8702778	Mertensia_fusiformis
RM4	1979	144.565	166	21.435	51.63533648	14.8827778	Mertensia_fusiformis
RM5	1979	144.565	166	21.435	51.63533648	14.8827778	Mertensia_fusiformis
RM6	1979	144.565	162	17.435	36.44950906	14.8544444	Mertensia_fusiformis
RM7	1979	144.565	154	9.435	19.0244544	14.7541667	Mertensia_fusiformis
RM1	1980	152.7445	162	9.2555	26.94592125	14.8522222	Mertensia_fusiformis
RM2	1980	152.7445	158	5.2555	14.12786167	14.8083333	Mertensia_fusiformis
RM3	1980	152.7445	162	9.2555	26.94592125	14.8522222	Mertensia_fusiformis
RM4	1980	152.7445	168	15.2555	47.13055454	14.8902778	Mertensia_fusiformis
RM5	1980	152.7445	166	13.2555	41.92469832	14.8813889	Mertensia_fusiformis
RM6	1980	152.7445	160	7.2555	19.6316286	14.8322222	Mertensia_fusiformis
RM7	1980	152.7445	158	5.2555	14.12786167	14.8083333	Mertensia_fusiformis
RM1	1981	106.0045	143	36.9955	41.06840103	14.5425	Mertensia_fusiformis
RM2	1981	106.0045	133	26.9955	34.63186867	14.2691667	Mertensia_fusiformis
RM3	1981	106.0045	145	38.9955	43.74199271	14.5894444	Mertensia_fusiformis
RM4	1981	106.0045	145	38.9955	43.74199271	14.5894444	Mertensia_fusiformis
RM5	1981	106.0045	145	38.9955	43.74199271	14.5894444	Mertensia_fusiformis
RM6	1981	106.0045	147	40.9955	47.29666641	14.6333333	Mertensia_fusiformis
RM7	1981	106.0045	133	26.9955	34.63186867	14.2691667	Mertensia_fusiformis
RM1	1982	144.565	160	15.435	33.30026999	14.8375	Mertensia_fusiformis
RM2	1982	144.565	152	7.435	14.16287469	14.7252778	Mertensia_fusiformis
RM3	1982	144.565	158	13.435	28.35492349	14.815	Mertensia_fusiformis
RM4	1982	144.565	160	15.435	33.30026999	14.8375	Mertensia_fusiformis
RM5	1982	144.565	162	17.435	38.76406046	14.8569444	Mertensia_fusiformis
RM6	1982	144.565	156	11.435	23.38256983	14.7886111	Mertensia_fusiformis
RM7	1982	144.565	152	7.435	14.16287469	14.7252778	Mertensia_fusiformis
RM1	1983	153.913	162	8.087	21.13598905	14.8547222	Mertensia_fusiformis
RM2	1983	153.913	162	8.087	21.13598905	14.8547222	Mertensia_fusiformis
RM3	1983	153.913	167	13.087	31.28804658	14.8872222	Mertensia_fusiformis
RM4	1983	153.913	169	15.087	40.1579497	14.8938889	Mertensia_fusiformis
RM5	1983	153.913	169	15.087	40.1579497	14.8938889	Mertensia_fusiformis
RM6	1983	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM7	1983	153.913	158	4.087	9.759092356	14.8119444	Mertensia_fusiformis
RM1	1984	149.239	164	14.761	31.06382178	14.8688889	Mertensia_fusiformis
RM2	1984	149.239	154	4.761	16.78691113	14.7508333	Mertensia_fusiformis
RM3	1984	149.239	166	16.761	39.87599232	14.8813889	Mertensia_fusiformis
RM4	1984	149.239	168	18.761	44.1122837	14.8902778	Mertensia_fusiformis
RM5	1984	149.239	168	18.761	44.1122837	14.8902778	Mertensia_fusiformis
RM6	1984	149.239	160	10.761	21.30500386	14.8322222	Mertensia_fusiformis
RM7	1984	149.239	156	6.761	20.78993869	14.7813889	Mertensia_fusiformis
RM1	1985	136.3855	150	13.6145	27.77487598	14.6941667	Mertensia_fusiformis
RM2	1985	136.3855	150	13.6145	27.77487598	14.6941667	Mertensia_fusiformis
RM3	1985	136.3855	150	13.6145	27.77487598	14.6941667	Mertensia_fusiformis
RM4	1985	136.3855	156	19.6145	41.19647184	14.7922222	Mertensia_fusiformis
RM5	1985	136.3855	154	17.6145	34.68615834	14.7627778	Mertensia_fusiformis
RM6	1985	136.3855	150	13.6145	27.77487598	14.6941667	Mertensia_fusiformis
RM7	1985	136.3855	150	13.6145	27.77487598	14.6941667	Mertensia_fusiformis
RM1	1986	141.0595	153	11.9405	28.34563409	14.7427778	Mertensia_fusiformis
RM2	1986	141.0595	151	9.9405	23.52733521	14.7080556	Mertensia_fusiformis
RM3	1986	141.0595	157	15.9405	44.3482628	14.8025	Mertensia_fusiformis
RM4	1986	141.0595	159	17.9405	52.31143017	14.8269444	Mertensia_fusiformis
RM5	1986	141.0595	157	15.9405	44.3482628	14.8025	Mertensia_fusiformis
RM6	1986	141.0595	151	9.9405	23.52733521	14.7080556	Mertensia_fusiformis
RM7	1986	141.0595	151	9.9405	23.52733521	14.7080556	Mertensia_fusiformis
RM1	1987	121.195	135	13.805	26.19091026	14.3152778	Mertensia_fusiformis
RM2	1987	121.195	133	11.805	20.25731681	14.2552778	Mertensia_fusiformis
RM3	1987	121.195	148	26.805	36.7933874	14.6447222	Mertensia_fusiformis
RM4	1987	121.195	148	26.805	36.7933874	14.6447222	Mertensia_fusiformis
RM5	1987	121.195	148	26.805	36.7933874	14.6447222	Mertensia_fusiformis
RM6	1987	121.195	135	13.805	26.19091026	14.3152778	Mertensia_fusiformis
RM7	1987	121.195	131	9.805	15.68233941	14.1933333	Mertensia_fusiformis
RM1	1988	125.869	139	13.131	26.65665403	14.4219444	Mertensia_fusiformis
RM2	1988	125.869	137	11.131	23.00126551	14.3661111	Mertensia_fusiformis
RM3	1988	125.869	152	26.131	48.41225051	14.7172222	Mertensia_fusiformis
RM4	1988	125.869	152	26.131	48.41225051	14.7172222	Mertensia_fusiformis
RM5	1988	125.869	152	26.131	48.41225051	14.7172222	Mertensia_fusiformis
RM6	1988	125.869	142	16.131	27.01917132	14.5005556	Mertensia_fusiformis
RM7	1988	125.869	131	5.131	2.845564066	14.1858333	Mertensia_fusiformis
RM1	1989	121.195	139	17.805	24.13872856	14.4422222	Mertensia_fusiformis
RM2	1989	121.195	133	11.805	18.75511135	14.2711111	Mertensia_fusiformis
RM3	1989	121.195	145	23.805	43.87039878	14.5908333	Mertensia_fusiformis
RM4	1989	121.195	145	23.805	43.87039878	14.5908333	Mertensia_fusiformis
RM5	1989	121.195	143	21.805	38.45540341	14.5438889	Mertensia_fusiformis
RM6	1989	121.195	139	17.805	24.13872856	14.4422222	Mertensia_fusiformis
RM7	1989	121.195	133	11.805	18.75511135	14.2711111	Mertensia_fusiformis
RM1	1991	132.88	155	22.12	41.06994261	14.7711111	Mertensia_fusiformis
RM2	1991	132.88	149	16.12	33.66298827	14.6655556	Mertensia_fusiformis
RM3	1991	132.88	157	24.12	46.79309961	14.7994444	Mertensia_fusiformis
RM4	1991	132.88	159	26.12	50.49448852	14.8247222	Mertensia_fusiformis
RM5	1991	132.88	157	24.12	46.79309961	14.7994444	Mertensia_fusiformis
RM6	1991	132.88	155	22.12	41.06994261	14.7711111	Mertensia_fusiformis
RM7	1991	132.88	149	16.12	33.66298827	14.6655556	Mertensia_fusiformis
RM1	1992	111.847	135	23.153	38.15439831	14.3091667	Mertensia_fusiformis
RM2	1992	111.847	135	23.153	38.15439831	14.3091667	Mertensia_fusiformis
RM3	1992	111.847	147	35.153	67.65428643	14.6188889	Mertensia_fusiformis
RM4	1992	111.847	135	23.153	38.15439831	14.3091667	Mertensia_fusiformis
RM5	1992	111.847	147	35.153	67.65428643	14.6188889	Mertensia_fusiformis
RM6	1992	111.847	135	23.153	38.15439831	14.3091667	Mertensia_fusiformis
RM7	1992	111.847	135	23.153	38.15439831	14.3091667	Mertensia_fusiformis
RM1	1993	149.239	163	13.761	30.78672999	14.8675	Mertensia_fusiformis
RM2	1993	149.239	161	11.761	25.15446321	14.8505556	Mertensia_fusiformis
RM3	1993	149.239	163	13.761	30.78672999	14.8675	Mertensia_fusiformis
RM4	1993	149.239	165	15.761	38.19683915	14.8802778	Mertensia_fusiformis
RM5	1993	149.239	165	15.761	38.19683915	14.8802778	Mertensia_fusiformis
RM6	1993	149.239	163	13.761	30.78672999	14.8675	Mertensia_fusiformis
RM7	1993	149.239	153	3.761	13.52630813	14.7477778	Mertensia_fusiformis
RM1	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM2	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM3	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM4	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM5	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM6	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM7	1994	130.543	155	24.457	61.55792704	14.7752778	Mertensia_fusiformis
RM1	1995	165.598	168	2.402	13.41848702	14.8911111	Mertensia_fusiformis
RM2	1995	165.598	172	6.402	25.32027251	14.8961111	Mertensia_fusiformis
RM3	1995	165.598	179	13.402	48.55016488	14.8683333	Mertensia_fusiformis
RM4	1995	165.598	185	19.402	59.19354195	14.8083333	Mertensia_fusiformis
RM5	1995	165.598	182	16.402	54.97077954	14.8422222	Mertensia_fusiformis
RM6	1995	165.598	168	2.402	13.41848702	14.8911111	Mertensia_fusiformis
RM7	1995	165.598	166	0.402	5.148822369	14.8827778	Mertensia_fusiformis
RM1	1996	131.7115	152	20.2885	51.28260379	14.7183333	Mertensia_fusiformis
RM2	1996	131.7115	154	22.2885	55.17599129	14.7522222	Mertensia_fusiformis
RM3	1996	131.7115	156	24.2885	61.29587917	14.7827778	Mertensia_fusiformis
RM4	1996	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	1996	131.7115	156	24.2885	61.29587917	14.7827778	Mertensia_fusiformis
RM6	1996	131.7115	150	18.2885	46.23657448	14.6811111	Mertensia_fusiformis
RM7	1996	131.7115	143	11.2885	39.07742145	14.5269444	Mertensia_fusiformis
RM1	1997	144.565	154	9.435	18.96784276	14.7641667	Mertensia_fusiformis
RM2	1997	144.565	150	5.435	3.847065897	14.6955556	Mertensia_fusiformis
RM3	1997	144.565	160	15.435	39.62425398	14.8413889	Mertensia_fusiformis
RM4	1997	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	1997	144.565	162	17.435	42.17043986	14.8597222	Mertensia_fusiformis
RM6	1997	144.565	150	5.435	3.847065897	14.6955556	Mertensia_fusiformis
RM7	1997	144.565	142	-2.565	3.612637288	14.5211111	Mertensia_fusiformis
RM1	1998	130.543	143	12.457	21.02359432	14.5397222	Mertensia_fusiformis
RM2	1998	130.543	139	8.457	13.65745434	14.4375	Mertensia_fusiformis
RM3	1998	130.543	150	19.457	38.39199617	14.6911111	Mertensia_fusiformis
RM4	1998	130.543	152	21.457	44.23127607	14.7272222	Mertensia_fusiformis
RM5	1998	130.543	149	18.457	33.97079548	14.6716667	Mertensia_fusiformis
RM6	1998	130.543	139	8.457	13.65745434	14.4375	Mertensia_fusiformis
RM7	1998	130.543	141	10.457	18.55015845	14.4897222	Mertensia_fusiformis
RM1	1999	136.3855	156	19.6145	46.13084332	14.7863889	Mertensia_fusiformis
RM2	1999	136.3855	150	13.6145	33.00359664	14.6863889	Mertensia_fusiformis
RM3	1999	136.3855	160	23.6145	54.87990494	14.8361111	Mertensia_fusiformis
RM4	1999	136.3855	162	25.6145	60.98596542	14.8555556	Mertensia_fusiformis
RM5	1999	136.3855	158	21.6145	47.85246884	14.8130556	Mertensia_fusiformis
RM6	1999	136.3855	152	15.6145	37.08725602	14.7230556	Mertensia_fusiformis
RM7	1999	136.3855	143	6.6145	16.31475722	14.5338889	Mertensia_fusiformis
RM1	2000	120.0265	142	21.9735	41.42777661	14.5027778	Mertensia_fusiformis
RM2	2000	120.0265	137	16.9735	35.53033098	14.3688889	Mertensia_fusiformis
RM3	2000	120.0265	146	25.9735	55.66542989	14.5983333	Mertensia_fusiformis
RM4	2000	120.0265	146	25.9735	55.66542989	14.5983333	Mertensia_fusiformis
RM5	2000	120.0265	146	25.9735	55.66542989	14.5983333	Mertensia_fusiformis
RM6	2000	120.0265	137	16.9735	35.53033098	14.3688889	Mertensia_fusiformis
RM7	2000	120.0265	129	8.9735	25.98427239	14.1244444	Mertensia_fusiformis
RM1	2001	123.532	141	17.468	31.17764395	14.4966667	Mertensia_fusiformis
RM2	2001	123.532	137	13.468	23.8559026	14.3902778	Mertensia_fusiformis
RM3	2001	123.532	145	21.468	38.65812288	14.5927778	Mertensia_fusiformis
RM4	2001	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2001	123.532	147	23.468	44.93992977	14.6363889	Mertensia_fusiformis
RM6	2001	123.532	141	17.468	31.17764395	14.4966667	Mertensia_fusiformis
RM7	2001	123.532	133	9.468	12.92017186	14.2738889	Mertensia_fusiformis
RM1	2002	101.3305	126	24.6695	19.07357733	14.0419444	Mertensia_fusiformis
RM2	2002	101.3305	122	20.6695	15.56338836	13.9038889	Mertensia_fusiformis
RM3	2002	101.3305	132	30.6695	25.9842013	14.2361111	Mertensia_fusiformis
RM4	2002	101.3305	138	36.6695	36.85928406	14.4111111	Mertensia_fusiformis
RM5	2002	101.3305	134	32.6695	27.91786129	14.2963889	Mertensia_fusiformis
RM6	2002	101.3305	126	24.6695	19.07357733	14.0419444	Mertensia_fusiformis
RM7	2002	101.3305	120	18.6695	13.67156311	13.8325	Mertensia_fusiformis
RM1	2003	132.88	148	15.12	45.34279144	14.6472222	Mertensia_fusiformis
RM2	2003	132.88	142	9.12	21.38715589	14.5097222	Mertensia_fusiformis
RM3	2003	132.88	150	17.12	56.73367321	14.6869444	Mertensia_fusiformis
RM4	2003	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2003	132.88	148	15.12	45.34279144	14.6472222	Mertensia_fusiformis
RM6	2003	132.88	146	13.12	36.63353095	14.6044444	Mertensia_fusiformis
RM7	2003	132.88	135	2.12	6.465578573	14.3188889	Mertensia_fusiformis
RM1	2004	117.6895	130	12.3105	19.77556255	14.1577778	Mertensia_fusiformis
RM2	2004	117.6895	126	8.3105	9.396263729	14.0255556	Mertensia_fusiformis
RM3	2004	117.6895	140	22.3105	40.49189862	14.4519444	Mertensia_fusiformis
RM4	2004	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2004	117.6895	140	22.3105	40.49189862	14.4519444	Mertensia_fusiformis
RM6	2004	117.6895	128	10.3105	14.56496122	14.0927778	Mertensia_fusiformis
RM7	2004	117.6895	124	6.3105	4.09489807	13.9569444	Mertensia_fusiformis
RM1	2005	137.554	150	12.446	38.73823563	14.6966667	Mertensia_fusiformis
RM2	2005	137.554	144	6.446	21.99629132	14.5705556	Mertensia_fusiformis
RM3	2005	137.554	154	16.446	48.69882104	14.765	Mertensia_fusiformis
