"","Ptt","RDate","Period","T2460","T2224","T2022","T1820","T1618","T1416","T1214","T1012","T810","T68","T46","T04","Species"
"20",52627,"11/3/10 11:00",11,58.1,3.5,2.5,1.9,2.3,2.1,1.9,2.3,3.7,7.9,13.9,0,"Blainville's beaked whale"
"21",52627,"11/3/10 17:00",17,49.5,3.5,4.2,2.1,2.8,2.5,3.2,4.9,3,4.2,20.1,0,"Blainville's beaked whale"
"22",52627,"11/4/10 11:00",11,59.3,4.4,3.6,3,3.6,2.8,2.5,3.9,11.1,5.8,0,0,"Blainville's beaked whale"
"23",52627,"11/4/10 17:00",17,47.8,2.8,2.3,2.1,3,3,3,3.7,8.8,11.5,12,0,"Blainville's beaked whale"
"24",52627,"11/4/10 23:00",23,63.1,1.7,1.7,1.7,2.2,1.9,3.1,1.7,1.9,3.1,18.1,0,"Blainville's beaked whale"
"25",52627,"11/4/10 5:00",5,73.5,1.3,1.6,1,1.3,1.3,1.3,1.3,1.6,3.9,12,0,"Blainville's beaked whale"
"26",52627,"11/5/10 17:00",17,56.8,7.9,6,1.4,2.5,1.8,1.8,1.8,1.6,2.5,13.9,1.8,"Blainville's beaked whale"
"27",52627,"11/5/10 23:00",23,70,1.1,1.1,1.4,1.7,1.4,1.4,1.7,1.7,2.5,16.3,0,"Blainville's beaked whale"
"28",52627,"11/5/10 5:00",5,59,2.2,3.3,3,2.5,1.9,1.7,1.9,1.9,2.8,19.7,0,"Blainville's beaked whale"
"29",93215,"11/5/09 15:00",15,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"30",93215,"11/5/09 17:00",17,99.6,0.4,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"31",93215,"11/5/09 23:00",23,80.5,11.4,4.9,1,0.3,0.3,0.3,0.3,0.7,0.3,0,0,"Short-finned pilot whale"
"32",93215,"11/14/09 11:00",11,90.4,1.1,0.7,0.7,1.1,1.5,1.5,1.9,1.1,0,0,0,"Short-finned pilot whale"
"33",93215,"11/14/09 17:00",17,73.8,3.6,4.2,2.6,3.9,3.9,3.9,4.2,0,0,0,0,"Short-finned pilot whale"
"34",93215,"11/14/09 23:00",23,39.9,9.2,8.7,14,27.2,0.9,0,0,0,0,0,0,"Short-finned pilot whale"
"35",93215,"11/14/09 5:00",5,41.8,10,7.6,11.8,19,5.4,1.5,2,0.9,0,0,0,"Short-finned pilot whale"
"36",93215,"11/15/09 11:00",11,87.5,1.5,1.5,1.5,1.8,2.6,1.8,1.1,0.7,0,0,0,"Short-finned pilot whale"
"37",93215,"11/15/09 17:00",17,84.4,2.6,2.6,1.5,2.2,2.6,2.2,1.5,0.4,0,0,0,"Short-finned pilot whale"
"38",93215,"11/15/09 23:00",23,68.8,6.1,6.4,5.2,10.2,0.8,0.6,0.6,0.8,0.6,0,0,"Short-finned pilot whale"
"39",93215,"11/15/09 5:00",5,53.8,10.2,12.2,7.4,6.2,3.9,1.8,2.5,1.2,0.7,0,0,"Short-finned pilot whale"
"40",93215,"11/16/09 11:00",11,75.6,2.3,2.6,1.9,2.6,2.9,3.2,2.9,4.2,1.6,0,0,"Short-finned pilot whale"
"41",93215,"11/16/09 17:00",17,83.4,3.3,3.7,1.5,1.5,3,1.8,0.4,0.4,1.1,0,0,"Short-finned pilot whale"
"42",93215,"11/16/09 23:00",23,95.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.2,0,0,"Short-finned pilot whale"
"43",93215,"11/16/09 5:00",5,44.4,12.8,12.8,7.9,9.1,10.4,2,0.7,0,0,0,0,"Short-finned pilot whale"
"44",93215,"11/17/09 11:00",11,71.4,3.2,2.9,3.2,4.2,3.6,3.2,3.9,3.9,0.3,0,0,"Short-finned pilot whale"
"45",93215,"11/17/09 17:00",17,83.3,2.6,3,4.1,1.9,2.2,1.5,1.1,0.4,0,0,0,"Short-finned pilot whale"
"46",93215,"11/17/09 23:00",23,75.4,9.1,10.4,5.2,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"47",93215,"11/17/09 5:00",5,85.6,7.4,4.1,1.5,0.7,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"48",93215,"11/18/09 11:00",11,68.6,2.8,2.5,2.2,2.5,3.3,3.3,4.7,9.4,0.6,0,0,"Short-finned pilot whale"
"49",93215,"11/18/09 17:00",17,87,2.2,2.2,2.2,2.2,1.5,2.2,0.4,0,0,0,0,"Short-finned pilot whale"
"50",93215,"11/18/09 23:00",23,76.1,4.5,5.5,4.2,3.5,3.2,2.3,0.6,0,0,0,0,"Short-finned pilot whale"
"51",93215,"11/18/09 5:00",5,58.9,11.3,11.3,9,3.5,1.4,1.8,0.9,1.8,0,0,0,"Short-finned pilot whale"
"52",93215,"11/19/09 11:00",11,65,2.8,2.8,2.8,3.1,4.2,3.9,5,9.7,0.8,0,0,"Short-finned pilot whale"
"53",93215,"11/19/09 17:00",17,74.8,2.9,3.2,2.9,2.6,3.2,2.9,3.9,3.6,0,0,0,"Short-finned pilot whale"
"54",93215,"11/19/09 23:00",23,95,1.7,1.3,0.8,0.8,0.4,0,0,0,0,0,0,"Short-finned pilot whale"
"55",93215,"11/19/09 5:00",5,66.2,9.1,8,5.3,6.6,3.9,0.8,0,0,0,0,0,"Short-finned pilot whale"
"56",93215,"11/20/09 11:00",11,94.1,0.7,0.7,1.5,0.7,1.1,1.1,0,0,0,0,0,"Short-finned pilot whale"
"57",93215,"11/20/09 17:00",17,73.8,2.9,2.6,2.6,2.9,3.6,7.4,4.2,0,0,0,0,"Short-finned pilot whale"
"58",93215,"11/20/09 23:00",23,78.6,7.4,4.2,3.6,2.9,1.3,0.3,0.3,0.6,0.6,0,0,"Short-finned pilot whale"
"59",93215,"11/20/09 5:00",5,95.8,1.7,1.3,1.3,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"60",93215,"11/21/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"61",93215,"11/21/09 17:00",17,59.4,4.4,4.1,5.2,5,4.7,9.1,6.6,1.4,0,0,0,"Short-finned pilot whale"
"62",93215,"11/21/09 23:00",23,96.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0,0,0,"Short-finned pilot whale"
"63",93215,"11/21/09 5:00",5,83.1,3.3,4.6,4.2,2.6,1.3,1,0,0,0,0,0,"Short-finned pilot whale"
"64",93215,"11/22/09 11:00",11,77.7,2.3,1.9,1.9,2.3,2.9,3.9,5.5,1.6,0,0,0,"Short-finned pilot whale"
"65",93215,"11/22/09 17:00",17,75.1,3.9,3.2,2.9,3.2,4.5,4.2,2.9,0,0,0,0,"Short-finned pilot whale"
"66",93215,"11/22/09 23:00",23,93,1.8,1.5,1.1,0.4,0.4,0.4,0.7,0.7,0,0,0,"Short-finned pilot whale"
"67",93215,"11/22/09 5:00",5,51.7,7.9,6.5,6.2,5.5,7.6,9.9,2.3,0.9,1.2,0.2,0,"Short-finned pilot whale"
"68",93215,"11/23/09 11:00",11,75,3.2,2.9,3.6,3.2,3.9,8.1,0,0,0,0,0,"Short-finned pilot whale"
"69",93215,"11/23/09 17:00",17,68.8,3.3,3.3,5.2,2.8,3.6,6.6,4.1,2.2,0,0,0,"Short-finned pilot whale"
"70",93215,"11/23/09 23:00",23,0,45.5,33,13.6,1.1,1.7,1.7,2.8,0.6,0,0,0,"Short-finned pilot whale"
"71",93215,"11/23/09 5:00",5,91.8,4.5,1.1,1.1,0.4,0.4,0.7,0,0,0,0,0,"Short-finned pilot whale"
"72",93215,"11/6/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"73",93215,"11/6/09 17:00",17,90.4,3,1.1,1.1,1.8,2.6,0,0,0,0,0,0,"Short-finned pilot whale"
"74",93215,"11/6/09 23:00",23,75.6,4.6,5.9,9.4,1.6,1,0.3,0.3,0.3,1,0,0,"Short-finned pilot whale"
"75",93215,"11/6/09 5:00",5,60.6,28.3,7.8,1.4,0.3,0.6,0.6,0.6,0,0,0,0,"Short-finned pilot whale"
"76",93215,"11/24/09 11:00",11,64.6,4.1,4.1,3.9,3.9,5.2,4.7,8.6,0.8,0,0,0,"Short-finned pilot whale"
"77",93215,"11/24/09 17:00",17,90.4,2.2,0.7,1.1,1.1,1.5,2.6,0.4,0,0,0,0,"Short-finned pilot whale"
"78",93215,"11/24/09 23:00",23,91.1,1.8,1.8,3,2.2,0,0,0,0,0,0,0,"Short-finned pilot whale"
"79",93215,"11/24/09 5:00",5,64.3,10.5,9.7,4.7,1.1,1.4,1.4,1.7,2.8,2.5,0,0,"Short-finned pilot whale"
"80",93215,"11/25/09 11:00",11,77.7,2.9,2.6,3.9,2.3,3.6,3.2,2.6,1.3,0,0,0,"Short-finned pilot whale"
"81",93215,"11/25/09 17:00",17,58,5.3,5.1,5.5,4.4,4.8,9.2,7.6,0,0,0,0,"Short-finned pilot whale"
"82",93215,"11/25/09 23:00",23,68.1,7.5,4.7,9.2,9.2,1.4,0,0,0,0,0,0,"Short-finned pilot whale"
"83",93215,"11/25/09 5:00",5,44.5,8.5,7.8,10.5,23.3,3.1,2.2,0,0,0,0,0,"Short-finned pilot whale"
"84",93215,"11/26/09 11:00",11,96.3,0.8,0.8,0.8,1.3,0,0,0,0,0,0,0,"Short-finned pilot whale"
"85",93215,"11/26/09 17:00",17,73.4,3.9,4.9,2.9,4.5,3.9,4.5,1.9,0,0,0,0,"Short-finned pilot whale"
"86",93215,"11/26/09 23:00",23,74.8,14.9,10.4,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"87",93215,"11/26/09 5:00",5,63.4,10.8,9.1,4.7,1.9,2.5,2.8,2.5,1.4,0.8,0,0,"Short-finned pilot whale"
"88",93215,"11/27/09 11:00",11,84.1,2.2,2.2,3.7,3,1.8,1.5,1.5,0,0,0,0,"Short-finned pilot whale"
"89",93215,"11/27/09 17:00",17,84.2,2.2,3.7,1.8,1.8,2.9,3.3,0,0,0,0,0,"Short-finned pilot whale"
"90",93215,"11/27/09 23:00",23,47,29.1,13.7,5.7,2.2,1.5,0.7,0,0,0,0,0,"Short-finned pilot whale"
"91",93215,"11/27/09 5:00",5,53.3,12.2,12.5,3.7,3.9,3.7,3.9,4.2,2.1,0.5,0,0,"Short-finned pilot whale"
"92",93215,"11/28/09 11:00",11,92.2,1.5,1.1,1.1,1.9,0.4,0.7,1.1,0,0,0,0,"Short-finned pilot whale"
"93",93215,"11/28/09 17:00",17,85.2,4.1,2.6,1.5,1.8,3,1.8,0,0,0,0,0,"Short-finned pilot whale"
"94",93215,"11/28/09 23:00",23,84.5,12.2,2.6,0.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"95",93215,"11/28/09 5:00",5,65.3,13.6,8.3,5.3,2.5,1.9,0.8,1.4,0.8,0,0,0,"Short-finned pilot whale"
"96",93215,"11/29/09 11:00",11,47.8,5.1,4.4,4.2,4.6,6.7,6.9,8.5,9.2,2.5,0,0,"Short-finned pilot whale"
"97",93215,"11/29/09 17:00",17,95.8,1.3,1.7,1.3,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"98",93215,"11/29/09 23:00",23,79.2,12,3.2,0.6,0.6,0.6,0.6,1,1.3,0.6,0,0,"Short-finned pilot whale"
"99",93215,"11/29/09 5:00",5,59.7,13.3,6.6,4.7,6.4,7.2,2.2,0,0,0,0,0,"Short-finned pilot whale"
"100",93215,"11/30/09 11:00",11,64.4,3.9,3.6,3.6,4.4,4.1,5,7.2,3.9,0,0,0,"Short-finned pilot whale"
"101",93215,"11/30/09 17:00",17,80.8,2.9,3.3,3.9,1.6,2.6,4.9,0,0,0,0,0,"Short-finned pilot whale"
"102",93215,"11/7/09 11:00",11,76.9,2.3,2.3,2.3,3.3,3.6,2.9,2.9,3.6,0,0,0,"Short-finned pilot whale"
"103",93215,"11/7/09 17:00",17,87.1,1.5,1.5,2.2,1.1,1.1,1.5,2.6,1.5,0,0,0,"Short-finned pilot whale"
"104",93215,"11/7/09 23:00",23,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"105",93215,"11/7/09 5:00",5,96.2,1.3,0.8,1.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"106",93215,"11/8/09 11:00",11,79.3,1.9,1.6,1.6,1.9,2.3,4.5,4.5,1.9,0.3,0,0,"Short-finned pilot whale"
"107",93215,"11/8/09 17:00",17,79.3,2.6,4.2,2.3,3.9,2.3,2.9,2.3,0.3,0,0,0,"Short-finned pilot whale"
"108",93215,"11/8/09 23:00",23,45.3,7.6,7.9,11.8,22.7,4.6,0,0,0,0,0,0,"Short-finned pilot whale"
"109",93215,"11/8/09 5:00",5,97.5,2.1,0.4,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"110",93215,"11/9/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"111",93215,"11/9/09 17:00",17,94.6,1.2,0.8,0.8,1.2,1.2,0,0,0,0,0,0,"Short-finned pilot whale"
"112",93215,"11/9/09 23:00",23,47.1,7.6,8.3,18.1,18.9,0,0,0,0,0,0,0,"Short-finned pilot whale"
"113",93215,"11/9/09 5:00",5,56,19.9,9,8.6,6.5,0,0,0,0,0,0,0,"Short-finned pilot whale"
"114",93215,"11/10/09 11:00",11,84.2,2.2,1.5,1.5,1.8,2.6,1.8,4.4,0,0,0,0,"Short-finned pilot whale"
"115",93215,"11/10/09 17:00",17,88.1,1.5,1.5,2.2,1.1,1.9,2.6,1.1,0,0,0,0,"Short-finned pilot whale"
"116",93215,"11/10/09 23:00",23,80.6,5.8,3.6,2.6,2.3,3.9,1.3,0,0,0,0,0,"Short-finned pilot whale"
"117",93215,"11/10/09 5:00",5,92.9,1.9,0.7,3.3,1.1,0,0,0,0,0,0,0,"Short-finned pilot whale"
"118",93215,"11/11/09 11:00",11,83.4,1.8,1.1,3,1.8,2.2,4.4,2.2,0,0,0,0,"Short-finned pilot whale"
"119",93215,"11/11/09 17:00",17,90.8,2.2,1.1,1.5,1.8,1.1,1.5,0,0,0,0,0,"Short-finned pilot whale"
"120",93215,"11/11/09 23:00",23,50.3,8.6,8.1,11.8,9.5,8.4,2.6,0.7,0,0,0,0,"Short-finned pilot whale"
"121",93215,"11/11/09 5:00",5,80.2,2.9,2.6,3.9,3.6,6.5,0.3,0,0,0,0,0,"Short-finned pilot whale"
"122",93215,"11/12/09 11:00",11,80.9,1.9,1.6,1.6,1.9,2.9,4.5,4.5,0,0,0,0,"Short-finned pilot whale"
"123",93215,"11/12/09 17:00",17,97.5,0.4,1.2,0.8,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"124",93215,"11/12/09 23:00",23,41.6,8.9,10.5,20.7,18.3,0,0,0,0,0,0,0,"Short-finned pilot whale"
"125",93215,"11/12/09 5:00",5,42.9,8.7,9.4,11.6,11.8,15.2,0.4,0,0,0,0,0,"Short-finned pilot whale"
"126",93215,"11/13/09 11:00",11,0,9.6,9.6,10.6,12.5,11.5,13.5,11.5,21.2,0,0,0,"Short-finned pilot whale"
"127",93215,"11/13/09 17:00",17,82.2,1.9,1.6,1.3,1.6,1.6,1.6,1.9,4.5,1.6,0,0,"Short-finned pilot whale"
"128",93215,"11/13/09 23:00",23,55.5,6.5,7,16.7,13.2,0.7,0.5,0,0,0,0,0,"Short-finned pilot whale"
"129",93215,"11/13/09 5:00",5,47.3,6.9,6.7,11.8,26.3,0.9,0,0,0,0,0,0,"Short-finned pilot whale"
"130",93220,"10/26/09 15:00",15,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"131",93220,"10/26/09 17:00",17,92.6,3,3,1.5,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"132",93220,"10/26/09 23:00",23,88.6,9.2,2.2,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"133",93220,"11/4/09 11:00",11,96.3,0.8,1.7,1.3,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"134",93220,"11/4/09 17:00",17,79.5,2.9,2.3,2.9,2.3,3.3,4.2,1.6,1,0,0,0,"Short-finned pilot whale"
"135",93220,"11/4/09 23:00",23,67.3,21.1,5.8,5.8,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"136",93220,"11/4/09 5:00",5,81.6,15.9,1.9,0.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"137",93220,"11/5/09 11:00",11,87.8,1.5,1.5,3,1.1,1.5,2.6,1.1,0,0,0,0,"Short-finned pilot whale"
"138",93220,"11/5/09 17:00",17,88.2,2.2,1.5,2.2,1.5,3,1.5,0,0,0,0,0,"Short-finned pilot whale"
"139",93220,"11/5/09 23:00",23,63.2,13.6,15.2,6.9,1.1,0,0,0,0,0,0,0,"Short-finned pilot whale"
"140",93220,"11/5/09 5:00",5,48.3,33.3,15.5,3,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"141",93220,"11/6/09 11:00",11,97.1,0.4,0.8,1.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"142",93220,"11/6/09 17:00",17,80.3,3.9,2.3,2.9,2.6,4.9,3.2,0,0,0,0,0,"Short-finned pilot whale"
"143",93220,"11/6/09 23:00",23,67.3,7.2,11.9,11.9,0.3,0.6,0.8,0,0,0,0,0,"Short-finned pilot whale"
"144",93220,"11/6/09 5:00",5,74.4,18.1,5.5,1.9,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"145",93220,"11/7/09 11:00",11,97.5,0.4,0.8,1.3,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"146",93220,"11/7/09 17:00",17,87.8,2.2,1.1,0.7,1.1,1.1,1.5,3,1.5,0,0,0,"Short-finned pilot whale"
"147",93220,"11/7/09 23:00",23,55.1,20.8,15.5,8.1,0.5,0,0,0,0,0,0,0,"Short-finned pilot whale"
"148",93220,"11/7/09 5:00",5,53.1,22.6,18.7,5.5,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"149",93220,"11/8/09 11:00",11,82.5,1.6,1.6,1.9,2.3,1.6,2.9,4.5,1,0,0,0,"Short-finned pilot whale"
"150",93220,"11/8/09 17:00",17,74.4,2.9,2.6,3.9,2.6,3.2,5.8,4.5,0,0,0,0,"Short-finned pilot whale"
"151",93220,"11/8/09 23:00",23,0,20.3,17.8,25.5,31.8,4.5,0,0,0,0,0,0,"Short-finned pilot whale"
"152",93220,"11/8/09 5:00",5,60,22.5,14.7,2.8,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"153",93220,"11/9/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"154",93220,"11/9/09 17:00",17,76.1,2.9,2.6,3.9,2.3,2.9,4.5,4.9,0,0,0,0,"Short-finned pilot whale"
"155",93220,"11/9/09 23:00",23,54.7,9.2,6.9,12.5,16.6,0,0,0,0,0,0,0,"Short-finned pilot whale"
"156",93220,"11/9/09 5:00",5,67.5,21.1,4.4,1.7,3.1,2.2,0,0,0,0,0,0,"Short-finned pilot whale"
"157",93220,"11/10/09 11:00",11,84.9,1.5,1.5,2.6,2.2,1.5,1.8,4.1,0,0,0,0,"Short-finned pilot whale"
"158",93220,"11/10/09 17:00",17,68.4,2.8,2.8,3,3.6,3.9,6.9,8.6,0,0,0,0,"Short-finned pilot whale"
"159",93220,"11/10/09 23:00",23,70.8,6.9,5.8,6.7,5,4.7,0,0,0,0,0,0,"Short-finned pilot whale"
"160",93220,"11/10/09 5:00",5,77.3,6.8,4.9,7.1,3.9,0,0,0,0,0,0,0,"Short-finned pilot whale"
"161",93220,"11/11/09 11:00",11,83.8,1.8,1.5,2.6,2.2,1.8,3.7,2.6,0,0,0,0,"Short-finned pilot whale"
"162",93220,"11/11/09 17:00",17,86.3,1.8,1.5,2.2,3.7,2.6,1.8,0,0,0,0,0,"Short-finned pilot whale"
"163",93220,"11/11/09 23:00",23,60.4,11.6,15,13,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"164",93220,"11/11/09 5:00",5,70.6,9.4,12.2,5.3,1.9,0.6,0,0,0,0,0,0,"Short-finned pilot whale"
"165",93220,"11/12/09 11:00",11,86.4,1.5,1.1,1.1,1.5,1.8,2.9,3.7,0,0,0,0,"Short-finned pilot whale"
"166",93220,"11/12/09 17:00",17,92.6,1.9,2.6,0.7,2.2,0,0,0,0,0,0,0,"Short-finned pilot whale"
"167",93220,"11/12/09 23:00",23,47.9,9.3,10.2,15.3,17.4,0,0,0,0,0,0,0,"Short-finned pilot whale"
"168",93220,"11/12/09 5:00",5,56,12.3,15.5,7.2,3.7,4.9,0.5,0,0,0,0,0,"Short-finned pilot whale"
"169",93220,"11/13/09 11:00",11,95,0.4,0.4,0.4,0.4,0.4,0.8,0.8,1.3,0,0,0,"Short-finned pilot whale"
"170",93220,"11/13/09 17:00",17,87,2.2,1.9,0.7,1.1,1.1,1.1,1.5,3.3,0,0,0,"Short-finned pilot whale"
"171",93220,"11/13/09 23:00",23,55.6,6.7,7.2,15,15.5,0,0,0,0,0,0,0,"Short-finned pilot whale"
"172",93220,"11/13/09 5:00",5,56.4,7.9,7.4,10.7,17.6,0,0,0,0,0,0,0,"Short-finned pilot whale"
"173",93220,"10/27/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"174",93220,"10/27/09 17:00",17,67.5,5.6,3.3,3.9,4.2,2.8,4.7,5.3,2.8,0,0,0,"Short-finned pilot whale"
"175",93220,"10/27/09 23:00",23,53.9,32.6,10.6,2.8,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"176",93220,"10/27/09 5:00",5,99.2,0.8,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"177",93220,"10/28/09 11:00",11,95.8,0.4,0.8,0.4,0.8,1.7,0,0,0,0,0,0,"Short-finned pilot whale"
"178",93220,"10/28/09 17:00",17,83.7,1.5,1.5,2.2,3,2.2,3.3,2.6,0,0,0,0,"Short-finned pilot whale"
"179",93220,"10/28/09 23:00",23,61.8,31,5,1.7,0.6,0,0,0,0,0,0,0,"Short-finned pilot whale"
"180",93220,"10/28/09 5:00",5,79,7.1,8.4,5.2,0.3,0,0,0,0,0,0,0,"Short-finned pilot whale"
"181",93220,"10/29/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"182",93220,"10/29/09 17:00",17,77.9,2.6,3.2,2.6,2.9,2.9,4.9,2.9,0,0,0,0,"Short-finned pilot whale"
"183",93220,"10/29/09 23:00",23,64.7,28.3,4.2,2.8,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"184",93220,"10/29/09 5:00",5,85.5,6.3,5.6,2.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"185",93220,"10/30/09 11:00",11,91.2,1.5,1.8,1.8,0.7,0.4,0.7,0.7,1.1,0,0,0,"Short-finned pilot whale"
"186",93220,"10/30/09 17:00",17,72.3,3.6,3.3,4.2,3.9,4.2,6.8,1.6,0,0,0,0,"Short-finned pilot whale"
"187",93220,"10/30/09 23:00",23,57.5,35.7,5.8,0.5,0.5,0,0,0,0,0,0,0,"Short-finned pilot whale"
"188",93220,"10/30/09 5:00",5,64.5,17.5,12.2,3.6,1.1,0.8,0.3,0,0,0,0,0,"Short-finned pilot whale"
"189",93220,"10/31/09 11:00",11,93.7,0.7,1.1,1.8,0.7,1.1,0.7,0,0,0,0,0,"Short-finned pilot whale"
"190",93220,"10/31/09 17:00",17,71,3.5,3.2,4.2,4.2,4.2,3.2,4.2,2.3,0,0,0,"Short-finned pilot whale"
"191",93220,"10/31/09 23:00",23,55.1,37.3,7.6,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"192",93220,"10/31/09 5:00",5,78.6,14.9,2.9,1.9,0.3,0.3,0.6,0.3,0,0,0,0,"Short-finned pilot whale"
"193",93220,"11/1/09 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"194",93220,"11/1/09 17:00",17,90.4,1.5,3,2.2,0.7,1.1,1.1,0,0,0,0,0,"Short-finned pilot whale"
"195",93220,"11/1/09 23:00",23,67.8,31.1,1.1,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"196",93220,"11/1/09 5:00",5,74.7,23.4,1.9,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"197",93220,"11/2/09 11:00",11,82.3,1.6,1.6,3.2,1.6,1.9,2.3,4.5,1,0,0,0,"Short-finned pilot whale"
"198",93220,"11/2/09 17:00",17,77.3,3.9,2.6,3.9,2.3,4.5,5.5,0,0,0,0,0,"Short-finned pilot whale"
"199",93220,"11/2/09 23:00",23,71.2,26.9,1.9,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"200",93220,"11/2/09 5:00",5,77.7,18.8,2.9,0.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"201",93220,"11/3/09 11:00",11,98.3,0.4,0.4,0.8,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"202",93220,"11/3/09 17:00",17,78,3.6,1.9,2.3,2.6,4.9,3.2,3.6,0,0,0,0,"Short-finned pilot whale"
"203",93220,"11/3/09 23:00",23,77,20.4,1,1,0.6,0,0,0,0,0,0,0,"Short-finned pilot whale"
"204",93220,"11/3/09 5:00",5,65.7,30.5,3.3,0.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"205",93221,"5/10/09 16:00",16,23.8,8.3,9.5,26.2,32.1,0,0,0,0,0,0,0,"Cuvier's beaked whale"
"206",93221,"5/10/09 17:00",17,11,17.4,23.9,11.8,1.5,1.5,1.9,2.4,2.5,7.5,18.6,0,"Cuvier's beaked whale"
"207",93221,"5/10/09 23:00",23,14.6,41.8,8.5,2.4,0.9,0.9,1.1,1.5,2.2,5.9,20.1,0,"Cuvier's beaked whale"
"208",93221,"5/20/09 23:00",23,22.8,31,1.8,1.7,1.5,1.7,1.8,2.2,2.6,10.6,16.3,6.1,"Cuvier's beaked whale"
"209",93221,"5/11/09 11:00",11,13.8,29.3,17.9,3.1,1.7,2.1,2.1,2.1,2.2,3.3,22.4,0,"Cuvier's beaked whale"
"210",93221,"5/11/09 17:00",17,12.4,23.2,20.1,3.9,2.6,2.2,2.4,2.2,2.1,2.9,24.7,1.3,"Cuvier's beaked whale"
"211",93221,"5/11/09 23:00",23,19.3,46.8,5.5,1.1,1.1,1.1,1.3,1.7,2,7.4,12.7,0,"Cuvier's beaked whale"
"212",93221,"5/11/09 5:00",5,19.3,42.4,7.2,1.1,0.9,0.9,1.1,1.7,2.2,7.6,15.6,0,"Cuvier's beaked whale"
"213",93221,"5/12/09 11:00",11,12.5,27.6,25.6,1.5,1.3,1.7,2.4,2.9,1.8,5.7,17.1,0,"Cuvier's beaked whale"
"214",93221,"5/12/09 17:00",17,13.2,23.7,26,3.8,2.1,1.9,2.6,2.4,1.8,3.2,19.2,0,"Cuvier's beaked whale"
"215",93221,"5/12/09 23:00",23,35,44.2,3.7,0.6,0.6,0.6,0.7,0.9,1.3,6.8,5.7,0,"Cuvier's beaked whale"
"216",93221,"5/12/09 5:00",5,33.6,29.7,6.1,1.4,1.1,1.1,1.1,1.7,1.9,3.5,18.8,0,"Cuvier's beaked whale"
"217",93221,"5/13/09 11:00",11,11.9,26.1,21.9,6.4,1.5,1.7,1.7,1.9,1.8,3.1,22.1,0,"Cuvier's beaked whale"
"218",93221,"5/13/09 17:00",17,14.4,26.1,25,2.9,2.6,1.8,2.1,1.8,1.8,3.3,18.1,0,"Cuvier's beaked whale"
"219",93221,"5/13/09 23:00",23,28.8,36.8,7,1.1,1.1,1.1,1.3,1.7,2.2,3.7,15.2,0,"Cuvier's beaked whale"
