"","Ptt","RDate","Period","T2460","T2224","T2022","T1820","T1618","T1416","T1214","T1012","T810","T68","T46","T04","Species"
"220",93221,"5/14/09 11:00",11,9.3,15.7,24.8,3.9,1.9,2.2,2.8,2.8,2.5,4.2,30,0,"Cuvier's beaked whale"
"221",93221,"5/14/09 17:00",17,16.6,23.5,32.1,8.3,1.3,1.4,2.1,2.5,2.4,1.3,8.6,0,"Cuvier's beaked whale"
"222",93221,"5/14/09 23:00",23,37.7,14.2,8.9,6.8,4.3,2,2.6,6.3,5.2,12,0,0,"Cuvier's beaked whale"
"223",93221,"5/15/09 11:00",11,14,14,22.5,8.8,2.2,2.1,2.1,2.1,2.5,7.8,21.8,0,"Cuvier's beaked whale"
"224",93221,"5/15/09 17:00",17,14,15.9,40.1,5.7,1.1,1.5,2,1.8,1.8,2.8,13.1,0,"Cuvier's beaked whale"
"225",93221,"5/15/09 23:00",23,13.8,53,15.2,1.2,0.9,0.9,0.9,1.2,1.4,5.1,6.5,0,"Cuvier's beaked whale"
"226",93221,"5/15/09 5:00",5,35.4,23,9.2,2.5,1,1,1.2,1.8,2.8,3.9,18.3,0,"Cuvier's beaked whale"
"227",93221,"5/16/09 11:00",11,10.6,14.3,24.4,8.1,2.5,2.5,3.5,3.6,3.9,17.2,9.4,0,"Cuvier's beaked whale"
"228",93221,"5/17/09 11:00",11,10.8,15.3,26.6,4.2,2.5,1.9,1.9,2.2,2.5,4.2,27.5,0.3,"Cuvier's beaked whale"
"229",93231,"10/28/09 12:00",12,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"230",93231,"10/28/09 17:00",17,83.3,2.2,2.2,4.1,1.9,3,3,0.4,0,0,0,0,"Short-finned pilot whale"
"231",93231,"10/28/09 23:00",23,64.6,22.1,8.3,1.7,0.3,0.6,0.6,0.6,0.8,0.6,0,0,"Short-finned pilot whale"
"232",93231,"11/6/09 11:00",11,81.8,1.9,2.3,3.6,2.9,3.2,3.6,0.6,0,0,0,0,"Short-finned pilot whale"
"233",93231,"11/6/09 17:00",17,92.3,2.6,1.1,1.5,0.7,1.1,0.7,0,0,0,0,0,"Short-finned pilot whale"
"234",93231,"11/6/09 23:00",23,88.5,5.2,5.6,0.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"235",93231,"11/6/09 5:00",5,80.3,16.5,3.2,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"236",93231,"11/7/09 11:00",11,90,1.1,1.5,3,1.8,2.6,0,0,0,0,0,0,"Short-finned pilot whale"
"237",93231,"11/7/09 17:00",17,87.8,2.2,2.6,1.5,0.7,1.5,3,0.7,0,0,0,0,"Short-finned pilot whale"
"238",93231,"11/7/09 23:00",23,81.9,7.8,10.4,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"239",93231,"11/7/09 5:00",5,89.6,10,0.4,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"240",93231,"11/8/09 11:00",11,78.2,2.3,2,2.6,3.9,2.6,4.9,3.6,0,0,0,0,"Short-finned pilot whale"
"241",93231,"11/8/09 17:00",17,82.7,3.7,2.2,3.3,2.2,1.5,3.3,1.1,0,0,0,0,"Short-finned pilot whale"
"242",93231,"11/8/09 23:00",23,42.3,10.9,11.8,19.4,14.8,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"243",93231,"11/8/09 5:00",5,82.2,13.6,4.2,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"244",93231,"11/9/09 11:00",11,93.3,0.7,1.1,2.6,2.2,0,0,0,0,0,0,0,"Short-finned pilot whale"
"245",93231,"11/9/09 17:00",17,96.7,0.4,1.3,1.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"246",93231,"11/9/09 23:00",23,58.9,7.9,7.9,14.1,11.3,0,0,0,0,0,0,0,"Short-finned pilot whale"
"247",93231,"11/9/09 5:00",5,53.4,22.7,16.9,4.9,1.6,0.5,0,0,0,0,0,0,"Short-finned pilot whale"
"248",93231,"11/10/09 11:00",11,87,1.9,1.9,2.6,1.1,1.1,1.9,2.6,0,0,0,0,"Short-finned pilot whale"
"249",93231,"11/10/09 17:00",17,63.4,3.6,2.8,2.5,3.6,6.6,8.3,9.1,0,0,0,0,"Short-finned pilot whale"
"250",93231,"11/10/09 23:00",23,77.9,5.9,5.2,4.6,3.9,2,0.7,0,0,0,0,0,"Short-finned pilot whale"
"251",93231,"11/10/09 5:00",5,70.1,16.9,6.6,5.3,1.1,0,0,0,0,0,0,0,"Short-finned pilot whale"
"252",93231,"11/11/09 11:00",11,82.7,2.6,1.6,2.3,3.3,2,3.6,2,0,0,0,0,"Short-finned pilot whale"
"253",93231,"11/11/09 17:00",17,85.6,1.8,2.2,3.7,5.9,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"254",93231,"11/11/09 23:00",23,61.1,11.9,12.2,14.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"255",93231,"11/11/09 5:00",5,71.8,8.1,8.1,5.2,2.9,2.6,1,0.3,0,0,0,0,"Short-finned pilot whale"
"256",93231,"11/12/09 11:00",11,80.6,1.9,1.9,1.9,2.3,3.5,5.2,2.6,0,0,0,0,"Short-finned pilot whale"
"257",93231,"11/12/09 17:00",17,94.6,1.7,1.2,1.2,1.2,0,0,0,0,0,0,0,"Short-finned pilot whale"
"258",93231,"11/12/09 23:00",23,36.8,11.8,11.5,24,15.9,0,0,0,0,0,0,0,"Short-finned pilot whale"
"259",93231,"11/12/09 5:00",5,52.1,12.5,14.1,13.2,4.2,3.9,0,0,0,0,0,0,"Short-finned pilot whale"
"260",93231,"11/13/09 11:00",11,91.1,2.2,2.2,1.5,0.7,0.7,1.1,0.4,0,0,0,0,"Short-finned pilot whale"
"261",93231,"11/13/09 17:00",17,81.6,1.9,3.6,1.9,1.9,1.9,2.6,3.9,0.6,0,0,0,"Short-finned pilot whale"
"262",93231,"11/13/09 23:00",23,58.5,7.7,10.2,17.9,5.8,0,0,0,0,0,0,0,"Short-finned pilot whale"
"263",93231,"11/13/09 5:00",5,44,9.8,9.2,13.1,22.9,0.9,0,0,0,0,0,0,"Short-finned pilot whale"
"264",93231,"11/14/09 11:00",11,88.9,1.5,1.5,2.2,2.2,0.7,1.1,1.9,0,0,0,0,"Short-finned pilot whale"
"265",93231,"11/14/09 17:00",17,64.6,4.1,5.8,5.5,3.6,3.3,4.4,8.6,0,0,0,0,"Short-finned pilot whale"
"266",93231,"11/14/09 23:00",23,42.6,10.9,13.3,23.7,9.1,0.4,0,0,0,0,0,0,"Short-finned pilot whale"
"267",93231,"11/14/09 5:00",5,45.8,15.3,13.3,12.9,11.8,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"268",93231,"11/15/09 11:00",11,78.6,2.6,1.9,3.2,2.9,3.2,6.8,0.6,0,0,0,0,"Short-finned pilot whale"
"269",93231,"10/29/09 11:00",11,89.3,1.5,1.8,2.2,1.8,2.2,1.1,0,0,0,0,0,"Short-finned pilot whale"
"270",93231,"10/29/09 17:00",17,67.8,4.2,4.7,3.1,3.9,5.8,8.3,2.2,0,0,0,0,"Short-finned pilot whale"
"271",93231,"10/29/09 23:00",23,68.3,25.6,4.2,1.4,0.6,0,0,0,0,0,0,0,"Short-finned pilot whale"
"272",93231,"10/29/09 5:00",5,84.4,5.9,5.2,2.6,0.7,1.1,0,0,0,0,0,0,"Short-finned pilot whale"
"273",93231,"10/30/09 11:00",11,90.7,1.1,1.1,2.2,1.5,2.6,0.7,0,0,0,0,0,"Short-finned pilot whale"
"274",93231,"10/30/09 17:00",17,81.2,5.2,3.2,2.9,1.9,2.3,1.3,1.9,0,0,0,0,"Short-finned pilot whale"
"275",93231,"10/30/09 23:00",23,63.7,31.9,4.4,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"276",93231,"10/30/09 5:00",5,88.9,3.3,3.7,2.2,0.4,0.4,1.1,0,0,0,0,0,"Short-finned pilot whale"
"277",93231,"10/31/09 11:00",11,97.1,0.4,0.8,1.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"278",93231,"10/31/09 17:00",17,77.3,5.2,4.5,4.9,3.9,3.2,1,0,0,0,0,0,"Short-finned pilot whale"
"279",93231,"10/31/09 23:00",23,59.6,36.6,3.9,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"280",93231,"10/31/09 5:00",5,90.8,5.9,2.2,1.1,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"281",93231,"11/1/09 11:00",11,98.7,0.4,0.8,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"282",93231,"11/1/09 17:00",17,96.7,2.1,1.3,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"283",93231,"11/1/09 23:00",23,72.7,26,0.6,0.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"284",93231,"11/1/09 5:00",5,75,21.1,3.2,0.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"285",93231,"11/2/09 11:00",11,84.1,1.9,1.9,1.9,2.2,3.7,3,1.5,0,0,0,0,"Short-finned pilot whale"
"286",93231,"11/2/09 17:00",17,97.5,2.5,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"287",93231,"11/2/09 23:00",23,75.7,24.3,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"288",93231,"11/2/09 5:00",5,68.7,24.4,3.9,1.7,0.6,0.8,0,0,0,0,0,0,"Short-finned pilot whale"
"289",93231,"11/3/09 11:00",11,76.4,2.9,2.6,3.6,4.5,4.5,4.5,1,0,0,0,0,"Short-finned pilot whale"
"290",93231,"11/3/09 17:00",17,99.2,0.8,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"291",93231,"11/3/09 23:00",23,90.7,7.8,1.5,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"292",93231,"11/3/09 5:00",5,58.6,35.9,4.4,1.2,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"293",93231,"11/4/09 11:00",11,94.1,1.5,2.2,1.1,0.7,0.4,0,0,0,0,0,0,"Short-finned pilot whale"
"294",93231,"11/4/09 17:00",17,89.7,1.5,3,1.8,1.1,2.2,0.7,0,0,0,0,0,"Short-finned pilot whale"
"295",93231,"11/4/09 23:00",23,70.8,21.4,7.8,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"296",93231,"11/4/09 5:00",5,76.9,20.1,1.9,1,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"297",93231,"11/5/09 11:00",11,93,1.1,0.7,0.7,1.5,1.5,1.5,0,0,0,0,0,"Short-finned pilot whale"
"298",93231,"11/5/09 17:00",17,91.9,3.3,0.7,1.5,1.1,1.1,0.4,0,0,0,0,0,"Short-finned pilot whale"
"299",93231,"11/5/09 23:00",23,92.2,4.4,2.6,0.7,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"300",93231,"11/5/09 5:00",5,50.7,34.7,14.6,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"301",93233,"11/5/09 16:00",16,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"302",93233,"11/5/09 17:00",17,84.8,1.5,1.5,1.5,1.5,2.2,3,2.2,1.9,0,0,0,"Short-finned pilot whale"
"303",93233,"11/5/09 23:00",23,79.2,9.4,4.9,4.2,1,0.6,0.6,0,0,0,0,0,"Short-finned pilot whale"
"304",93233,"11/14/09 11:00",11,85.6,1.5,1.1,1.5,1.5,1.8,2.6,4.4,0,0,0,0,"Short-finned pilot whale"
"305",93233,"11/14/09 17:00",17,59.1,3.9,5.2,3.6,4.7,3.9,5.8,10.5,3.3,0,0,0,"Short-finned pilot whale"
"306",93233,"11/14/09 23:00",23,43,8,9.3,19.1,20,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"307",93233,"11/14/09 5:00",5,49.5,8.1,9.3,11.2,11.4,4.2,3,1.4,1.9,0,0,0,"Short-finned pilot whale"
"308",93233,"11/15/09 5:00",5,45.8,13.5,17.7,7.2,5.4,5.4,4.1,0.9,0,0,0,0,"Short-finned pilot whale"
"309",93233,"11/6/09 11:00",11,67.2,2.2,2.2,2.2,2.8,3.3,3.9,6.9,9.2,0,0,0,"Short-finned pilot whale"
"310",93233,"11/6/09 17:00",17,90,2.2,0.7,1.1,1.5,2.2,1.1,1.1,0,0,0,0,"Short-finned pilot whale"
"311",93233,"11/6/09 23:00",23,64.5,5.5,10.2,12.5,3,1.4,0.3,0.6,0.6,0.8,0.6,0,"Short-finned pilot whale"
"312",93233,"11/6/09 5:00",5,64.7,24.4,5.8,3.6,0.3,0.6,0.6,0,0,0,0,0,"Short-finned pilot whale"
"313",93233,"11/7/09 11:00",11,79,1.6,1.6,1.6,1.9,2.3,2.9,4.9,4.2,0,0,0,"Short-finned pilot whale"
"314",93233,"11/7/09 17:00",17,50,4.4,5.1,3.2,5.1,6,8.6,10.4,5.8,1.4,0,0,"Short-finned pilot whale"
"315",93233,"11/7/09 23:00",23,69.5,9.7,8,7.8,1.1,1.4,0.6,0.6,0.8,0.6,0,0,"Short-finned pilot whale"
"316",93233,"11/7/09 5:00",5,89.3,2.6,1.8,3,1.5,0.4,0.7,0.7,0,0,0,0,"Short-finned pilot whale"
"317",93233,"11/8/09 11:00",11,69.3,2.5,2.2,2.2,2.8,3.9,7.2,8.6,1.4,0,0,0,"Short-finned pilot whale"
"318",93233,"11/8/09 17:00",17,65.4,3,2.8,4.4,2.8,3.6,5,8.3,4.7,0,0,0,"Short-finned pilot whale"
"319",93233,"11/8/09 23:00",23,50.3,11.4,8.4,13.5,15.1,1.4,0,0,0,0,0,0,"Short-finned pilot whale"
"320",93233,"11/8/09 5:00",5,69.3,6.4,8.8,7.5,2.8,2.2,1.1,0.8,0.8,0.3,0,0,"Short-finned pilot whale"
"321",93233,"11/9/09 11:00",11,95,0.8,0.4,1.3,0.4,0.8,0.8,0.4,0,0,0,0,"Short-finned pilot whale"
"322",93233,"11/9/09 17:00",17,68.1,2.8,2.5,3.3,5,3.3,5.8,7.2,1.9,0,0,0,"Short-finned pilot whale"
"323",93233,"11/9/09 23:00",23,46.2,6.7,7.9,20.5,18.7,0,0,0,0,0,0,0,"Short-finned pilot whale"
"324",93233,"11/9/09 5:00",5,45.8,19.2,11.8,10.7,12.4,0,0,0,0,0,0,0,"Short-finned pilot whale"
"325",93233,"11/10/09 11:00",11,54.5,3.5,3.2,3.2,3.9,4.4,6.2,16.2,3.9,0.9,0,0,"Short-finned pilot whale"
"326",93233,"11/10/09 17:00",17,74.4,2.3,1.9,3.6,2.9,3.2,6.5,5.2,0,0,0,0,"Short-finned pilot whale"
"327",93233,"11/10/09 23:00",23,80.3,5.2,4.2,3.2,1.6,3.2,1.3,1,0,0,0,0,"Short-finned pilot whale"
"328",93233,"11/10/09 5:00",5,82.5,3.2,5.2,9.1,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"329",93233,"11/11/09 11:00",11,65.8,3.1,2.5,3.9,3.3,3.9,8.3,9.2,0,0,0,0,"Short-finned pilot whale"
"330",93233,"11/11/09 17:00",17,89.7,1.5,1.5,1.5,1.5,2.2,2.2,0,0,0,0,0,"Short-finned pilot whale"
"331",93233,"11/11/09 23:00",23,58.1,7.6,8.8,15.7,4.9,4.2,0.7,0,0,0,0,0,"Short-finned pilot whale"
"332",93233,"11/11/09 5:00",5,80.6,3.6,2.9,1.9,2.9,4.2,2.9,1,0,0,0,0,"Short-finned pilot whale"
"333",93233,"11/12/09 11:00",11,75.4,1.9,1.6,1.9,2.3,3.6,6.5,6.8,0,0,0,0,"Short-finned pilot whale"
"334",93233,"11/12/09 17:00",17,96.7,0.4,0.4,2.5,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"335",93233,"11/12/09 23:00",23,46.6,6.7,7.8,19,18.5,1.5,0,0,0,0,0,0,"Short-finned pilot whale"
"336",93233,"11/12/09 5:00",5,58.1,8.8,9.7,8.3,7.9,6.7,0.5,0,0,0,0,0,"Short-finned pilot whale"
"337",93233,"11/13/09 11:00",11,66.3,2.8,2.5,3.3,4.7,3.9,5.8,5.5,5.2,0,0,0,"Short-finned pilot whale"
"338",93233,"11/13/09 17:00",17,78,2.3,2.6,2.6,1.6,1.3,1.6,2.3,6.5,1.3,0,0,"Short-finned pilot whale"
"339",93233,"11/13/09 23:00",23,60.8,5,6.1,20.3,6.9,0.8,0,0,0,0,0,0,"Short-finned pilot whale"
"340",93233,"11/13/09 5:00",5,42.3,7.8,8.9,20.9,20.1,0,0,0,0,0,0,0,"Short-finned pilot whale"
"341",93234,"5/5/09 19:00",19,33.5,9.2,6.1,7.4,7.6,6.6,11.7,8.7,9.1,0,0,0,"Sperm whale"
"342",93234,"5/5/09 23:00",23,45.8,18.3,9.6,7.9,5.4,4.3,7.8,0.9,0,0,0,0,"Sperm whale"
"343",93234,"5/14/09 11:00",11,35.8,4.2,3,3.3,3.3,3.5,4.8,9.6,23.2,9.2,0,0,"Sperm whale"
"344",93234,"5/14/09 5:00",5,40.3,6.7,12.2,4.6,5.4,8.9,12.8,8.7,0.6,0,0,0,"Sperm whale"
"345",93234,"5/15/09 5:00",5,48.7,9.3,8.1,9.5,15.8,2.8,4.4,1.4,0,0,0,0,"Sperm whale"
"346",93234,"5/6/09 11:00",11,40.1,2.8,3.3,3.5,3.1,3.5,4.4,15.3,18.7,5.2,0,0,"Sperm whale"
"347",93234,"5/6/09 17:00",17,45.5,7.4,3.7,4.8,4.4,3.5,4.6,15.3,9.6,1.3,0,0,"Sperm whale"
"348",93234,"5/6/09 23:00",23,19.7,6.8,5.4,5.9,10.8,10.9,21.8,17.9,0.8,0,0,0,"Sperm whale"
"349",93234,"5/6/09 5:00",5,4.9,18.1,5.1,5.7,7,7,21.3,24.9,6.1,0,0,0,"Sperm whale"
"350",93234,"5/7/09 11:00",11,27.7,4,4.6,4.7,4.9,4.9,6.8,18.7,19.1,4.6,0,0,"Sperm whale"
"351",93234,"5/7/09 17:00",17,61.3,2.2,2.5,3,6.6,3.9,4.7,12.2,2.5,1.1,0,0,"Sperm whale"
"352",93234,"5/7/09 23:00",23,24.7,6.2,4.6,6.9,10,6.4,18.4,17.2,5.7,0,0,0,"Sperm whale"
"353",93234,"5/7/09 5:00",5,18.1,6.4,4.7,5.6,6.8,10.7,21.5,22.6,3.2,0.3,0,0,"Sperm whale"
"354",93234,"5/8/09 11:00",11,49.8,3,3.2,3.2,3.5,3.5,6,10.2,13.7,3.9,0,0,"Sperm whale"
"355",93234,"5/8/09 17:00",17,60.9,1.7,2.2,2.5,2.8,2.8,5.3,13,6.6,2.2,0,0,"Sperm whale"
"356",93234,"5/8/09 23:00",23,21.1,7.2,4.7,5.7,7.6,8.6,26.1,15,2.6,1.3,0,0,"Sperm whale"
"357",93234,"5/8/09 5:00",5,19.7,6.1,4.6,6,6.4,6.4,14.6,30.5,5.3,0.4,0,0,"Sperm whale"
"358",93234,"5/9/09 11:00",11,90.8,0.4,0.4,0.4,0.4,0.4,0.7,3.3,2.2,1.1,0,0,"Sperm whale"
"359",93234,"5/9/09 17:00",17,26.5,3.2,3.5,3.9,3.9,4.3,9.3,19.2,15.7,10.6,0,0,"Sperm whale"
"360",93234,"5/9/09 23:00",23,20.6,6.2,5.1,7.5,15.6,15.1,23.8,6.1,0,0,0,0,"Sperm whale"
"361",93234,"5/9/09 5:00",5,48.1,5.3,3.5,3.9,5.3,5.1,13.9,13.4,1.4,0,0,0,"Sperm whale"
"362",93234,"5/10/09 11:00",11,76.9,1.3,1.6,1.6,1.6,1.6,3.6,10.4,1.3,0,0,0,"Sperm whale"
"363",93234,"5/10/09 17:00",17,48.8,3.2,3.9,2.8,2.5,3,10.2,16.4,7.6,1.4,0,0,"Sperm whale"
"364",93234,"5/10/09 23:00",23,22.2,7.3,7.2,16.8,15.2,6.5,17.1,7,0.6,0,0,0,"Sperm whale"
"365",93234,"5/10/09 5:00",5,34.6,5.7,4.7,7.4,9.2,6.3,20.1,11.1,1,0,0,0,"Sperm whale"
"366",93234,"5/11/09 11:00",11,82.2,2.3,3.9,1,1,1,2.3,6.5,0,0,0,0,"Sperm whale"
"367",93234,"5/11/09 17:00",17,36.2,3.3,3.3,3.9,3.1,3.5,5.2,21.6,12.4,6.3,1.1,0,"Sperm whale"
"368",93234,"5/11/09 23:00",23,26.4,7.6,6.5,21.2,8.3,8.3,19.4,2.2,0,0,0,0,"Sperm whale"
"369",93234,"5/11/09 5:00",5,25,5,6.1,10.6,14.7,12.2,14.5,3.8,7,1.1,0,0,"Sperm whale"
"370",93234,"5/12/09 11:00",11,73.1,15.3,11.4,0.3,0,0,0,0,0,0,0,0,"Sperm whale"
"371",93234,"5/12/09 17:00",17,44.6,3.7,5.2,2.8,3,3.3,11.4,16.8,8.3,0.9,0,0,"Sperm whale"
"372",93234,"5/12/09 23:00",23,19,6.7,6.5,21.7,13,8,9.4,14.7,0.9,0,0,0,"Sperm whale"
"373",93234,"5/12/09 5:00",5,26,7.1,6,13.9,12,5.6,20.3,9,0.1,0,0,0,"Sperm whale"
"374",93234,"5/13/09 11:00",11,71.8,13,3.9,1.3,1.3,1.3,1,5.8,0.6,0,0,0,"Sperm whale"
"375",93234,"5/13/09 17:00",17,29.3,5.1,3.8,4,4,4.3,5,17,25.3,2.1,0,0,"Sperm whale"
"376",93234,"5/13/09 23:00",23,27.6,6.7,8.9,11.8,8.7,5.4,17.9,11.2,1.8,0,0,0,"Sperm whale"
"377",93234,"5/13/09 5:00",5,25.3,6.5,6.5,12.9,11,7.6,11.4,17.9,0.8,0,0,0,"Sperm whale"
"378",93237,"5/4/10 13:00",13,65.1,4.2,3.9,3.9,1.4,1.7,1.9,2.8,2.8,12.5,0,0,"Sperm whale"
"379",93237,"5/4/10 17:00",17,76.1,1.9,1.3,1.3,1,1,1,1,6.8,1.3,7.4,0,"Sperm whale"
"380",93237,"5/4/10 23:00",23,7.9,8.2,3.9,3.5,3.3,4.3,5,25,27.6,9.3,1.9,0,"Sperm whale"
"381",93237,"5/13/10 11:00",11,22.1,6,4.6,8.5,16.5,2.6,2.5,4.9,27,5.4,0,0,"Sperm whale"
"382",93237,"5/13/10 17:00",17,68.7,6.6,5.8,1.1,1.1,0.8,0.8,1.1,5,5,3.9,0,"Sperm whale"
"383",93237,"5/13/10 23:00",23,14,4,3.7,4,5,6.6,26.5,31.4,2.9,1.8,0,0,"Sperm whale"
"384",93237,"5/13/10 5:00",5,22.5,7.7,4.8,9.3,15.6,12.2,7.6,8,12.4,0,0,0,"Sperm whale"
"385",93237,"5/14/10 11:00",11,88.5,6.7,2.6,2.2,0,0,0,0,0,0,0,0,"Sperm whale"
"386",93237,"5/14/10 17:00",17,56,4.9,2.3,2.5,3.9,3,3.5,18.3,5.6,0,0,0,"Sperm whale"
"387",93237,"5/14/10 23:00",23,16.4,4.6,4,5.1,4.9,5.6,7.2,24,15.4,2.8,10,0,"Sperm whale"
"388",93237,"5/14/10 5:00",5,16,4.7,3.8,3.8,4.7,6.3,25,28.1,1.3,1.3,5.3,0,"Sperm whale"
"389",93237,"5/15/10 11:00",11,90.4,0.4,0.4,0.4,0.4,0.4,1.1,4.4,2.2,0,0,0,"Sperm whale"
"390",93237,"5/15/10 17:00",17,32.1,3.3,3.3,3.2,3.2,3.8,4.3,12.6,14.9,9.6,9.7,0,"Sperm whale"
"391",93237,"5/15/10 23:00",23,15.3,4.3,3.5,3.3,3.5,4.1,11.3,46.8,7.9,0,0,0,"Sperm whale"
"392",93237,"5/15/10 5:00",5,16.5,4.3,3.3,3.3,3.7,4.1,19.8,44.7,0.4,0,0,0,"Sperm whale"
"393",93237,"5/16/10 11:00",11,68.9,2.5,1.4,1.4,1.7,1.9,2.8,14.6,5,0,0,0,"Sperm whale"
"394",93237,"5/16/10 17:00",17,52.4,4.9,3,3.9,4.9,3.5,4.6,13.2,9.5,0,0,0,"Sperm whale"
"395",93237,"5/16/10 23:00",23,14.2,5.4,4,3.6,3.8,5,11.1,25,7.2,9.4,11.3,0,"Sperm whale"
"396",93237,"5/16/10 5:00",5,15.3,5,4,3.5,3.8,4.5,9.9,33.4,3.9,4.6,12.2,0,"Sperm whale"
"397",93237,"5/17/10 11:00",11,36.5,2.8,3.3,3.1,3.7,4.1,5.9,10,9.8,8.9,12,0,"Sperm whale"
"398",93237,"5/17/10 17:00",17,23.2,12.2,4.2,3.8,5,5.4,6.5,24.9,12.8,2.1,0,0,"Sperm whale"
"399",93237,"5/17/10 23:00",23,13.6,4,4,4,5,6.2,14.4,31.1,10,4.4,3.2,0,"Sperm whale"
"400",93237,"5/17/10 5:00",5,12,5.2,3.5,3.5,3.5,4.6,9.6,40.5,7.4,7.2,3,0,"Sperm whale"
"401",93237,"5/18/10 11:00",11,20.4,6.9,6.8,3.6,3.6,4.3,5.1,13.3,30.7,5.3,0,0,"Sperm whale"
"402",93237,"5/18/10 17:00",17,24.2,9.6,10.4,5.9,8.5,2.6,3.7,12,21.3,1.8,0,0,"Sperm whale"
"403",93237,"5/18/10 23:00",23,22,6.8,5.7,8.1,10.4,10.6,11.7,21.6,3,0,0,0,"Sperm whale"
"404",93237,"5/18/10 5:00",5,16.1,7,4.4,4.1,5,6.3,16.6,36.4,1.5,2.6,0,0,"Sperm whale"
"405",93237,"5/19/10 11:00",11,21.6,4.1,3.9,4.3,5.4,5.6,6.2,14.9,13.3,20.1,0.6,0,"Sperm whale"
"406",93237,"5/19/10 17:00",17,48.4,5.8,5.1,9.3,14.1,3.2,4.6,1.9,1.4,6.3,0,0,"Sperm whale"
"407",93237,"5/19/10 23:00",23,28.8,6.1,5.7,10.4,13.2,4.9,9.6,9.4,5.4,2.5,4,0,"Sperm whale"
"408",93237,"5/19/10 5:00",5,17.4,4.1,3.9,4.3,5.6,6.2,9.1,24.1,24.4,1,0,0,"Sperm whale"
"409",93237,"5/20/10 11:00",11,19.3,5.5,4.5,4.8,4.4,5.2,5.6,11,18.6,21.1,0,0,"Sperm whale"
"410",93237,"5/20/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Sperm whale"
"411",93237,"5/20/10 23:00",23,29,6.5,3.9,3.9,3.9,4,7.8,13.4,12.3,15.3,0,0,"Sperm whale"
"412",93237,"5/20/10 5:00",5,15.4,5.3,4.2,4.5,4.7,5.4,12.2,30.5,11.7,6.1,0,0,"Sperm whale"
"413",93237,"5/21/10 11:00",11,15,6.5,4.2,4.7,4,5.5,8.4,7.1,18.7,24.1,1.8,0,"Sperm whale"
"414",93237,"5/5/10 11:00",11,40.7,3.7,2.8,2.6,2.4,2.8,3,6.7,11.6,14.8,9.1,0,"Sperm whale"
"415",93237,"5/5/10 17:00",17,67.8,3.3,1.9,1.9,1.9,1.9,2.8,15.7,2.8,0,0,0,"Sperm whale"
"416",93237,"5/5/10 23:00",23,8.5,6.7,3.6,3.5,3.5,4.3,5.7,27.1,15.1,13.6,8.5,0,"Sperm whale"
"417",93237,"5/5/10 5:00",5,10.8,9.2,6.2,5.5,5.1,6.1,9.2,23.9,10.5,6.4,7.1,0,"Sperm whale"
"418",93237,"5/24/10 23:00",23,13.6,8,4.7,4.7,4.7,4.9,9.5,16.3,14.9,18.6,0,0,"Sperm whale"
"419",93237,"5/6/10 11:00",11,66.9,30.6,2.5,0,0,0,0,0,0,0,0,0,"Sperm whale"
"420",93237,"5/6/10 17:00",17,15.8,3.5,2.9,3.1,3.1,3.5,4,12.1,14.2,27.2,10.7,0,"Sperm whale"
"421",93237,"5/6/10 23:00",23,12.5,7.4,4,3.6,3.5,4,6.5,30,15.7,12.7,0,0,"Sperm whale"
"422",93237,"5/6/10 5:00",5,70.4,11.6,2.8,1.9,0.8,1.1,1.1,7.8,2.5,0,0,0,"Sperm whale"
