"","Ptt","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Species"
"5798",108419,NA,"6/21/11 0:00","1:55:00","2",25.90200043,-77.26998901,9,4,"Blainville's beaked whale"
"5799",108419,NA,"6/21/11 0:00","1:57:30","2",25.90200043,-77.26998901,9,4,"Blainville's beaked whale"
"5800",108419,NA,"6/21/11 0:00","2:00:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5801",108419,NA,"6/21/11 0:00","2:02:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5802",108419,NA,"6/21/11 0:00","2:05:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5803",108419,NA,"6/21/11 0:00","2:07:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5804",108419,NA,"6/21/11 0:00","2:10:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5805",108419,NA,"6/21/11 0:00","2:12:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5806",108419,NA,"6/21/11 0:00","2:15:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5807",108419,NA,"6/21/11 0:00","2:17:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5808",108419,NA,"6/21/11 0:00","2:20:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5809",108419,NA,"6/21/11 0:00","2:22:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5810",108419,NA,"6/21/11 0:00","2:25:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5811",108419,NA,"6/21/11 0:00","2:27:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5812",108419,NA,"6/21/11 0:00","2:30:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5813",108419,NA,"6/21/11 0:00","2:32:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5814",108419,NA,"6/21/11 0:00","2:35:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5815",108419,NA,"6/21/11 0:00","2:37:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5816",108419,NA,"6/21/11 0:00","2:40:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5817",108419,NA,"6/21/11 0:00","2:42:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5818",108419,NA,"6/21/11 0:00","2:45:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5819",108419,NA,"6/21/11 0:00","2:47:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5820",108419,NA,"6/21/11 0:00","2:50:00","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5821",108419,NA,"6/21/11 0:00","2:52:30","2",25.90200043,-77.26998901,19,4,"Blainville's beaked whale"
"5822",108419,NA,"6/21/11 0:00","2:55:00","2",25.90200043,-77.26998901,181,39,"Blainville's beaked whale"
"5823",108419,NA,"6/21/11 0:00","2:57:30","2",25.90200043,-77.26998901,519,110,"Blainville's beaked whale"
"5824",108419,NA,"6/21/11 0:00","3:00:00","2",25.90200043,-77.26998901,756,126.5,"Blainville's beaked whale"
"5825",108419,NA,"6/21/11 0:00","3:02:30","2",25.90200043,-77.26998901,756,126.5,"Blainville's beaked whale"
"5826",108419,NA,"6/21/11 0:00","3:05:00","2",25.90200043,-77.26998901,854,98.5,"Blainville's beaked whale"
"5827",108419,NA,"6/21/11 0:00","3:07:30","2",25.90200043,-77.26998901,854,98.5,"Blainville's beaked whale"
"5828",108419,NA,"6/21/11 0:00","3:10:00","2",25.90200043,-77.26998901,756,126.5,"Blainville's beaked whale"
"5829",108419,NA,"6/21/11 0:00","3:12:30","2",25.90200043,-77.26998901,756,126.5,"Blainville's beaked whale"
"5830",108419,NA,"6/21/11 0:00","3:15:00","2",25.90200043,-77.26998901,756,126.5,"Blainville's beaked whale"
"5831",108419,NA,"6/21/11 0:00","3:17:30","2",25.90200043,-77.26998901,854,98.5,"Blainville's beaked whale"
"5832",108419,NA,"6/21/11 0:00","3:20:00","2",25.90200043,-77.26998901,854,98.5,"Blainville's beaked whale"
