Image,lmX1,lmY1,lmX2,lmY2,Spliner,Species,Scale,cp1X1,cp1Y1,cp1X2,cp1Y2,cp1X3,cp1Y3,cp1X4,cp1Y4,cp1X5,cp1Y5,cp1X6,cp1Y6,cp1X7,cp1Y7,cp1X8,cp1Y8,cp1X9,cp1Y9,cp1X10,cp1Y10,cp1X11,cp1Y11,cp2X1,cp2Y1,cp2X2,cp2Y2,cp2X3,cp2Y3,cp2X4,cp2Y4,cp2X5,cp2Y5,cp3X1,cp3Y1,cp3X2,cp3Y2,cp3X3,cp3Y3,cp3X4,cp3Y4,cp3X5,cp3Y5,cp3X6,cp3Y6,cp3X7,cp3Y7,cp3X8,cp3Y8,cp4X1,cp4Y1,cp4X2,cp4Y2,cp4X3,cp4Y3,cp4X4,cp4Y4,cp4X5,cp4Y5,cp4X6,cp4Y6,cp4X7,cp4Y7,cp4X8,cp4Y8,cp5X1,cp5Y1,cp5X2,cp5Y2,cp5X3,cp5Y3,cp5X4,cp5Y4,cp5X5,cp5Y5,cp6X1,cp6Y1,cp6X2,cp6Y2,cp6X3,cp6Y3,cp7X1,cp7Y1,cp7X2,cp7Y2,cp7X3,cp7Y3,cp8X1,cp8Y1,cp8X2,cp8Y2,cp8X3,cp8Y3,cp9X1,cp9Y1,cp9X2,cp9Y2,cp9X3,cp9Y3,cp9X4,cp9Y4
CN6_18C_M_41710_05.tif,39.5,46.5,28.5,90,Will,mel,0.014,27.89,90.44,27.283544,135.08277,74.048533,168.529783,138.293657,185.895801,261.930346,176.336315,321.50338,116.324782,250.197774,48.956063,100.26495,38.953703,63.692665,64.358269,43.019494,61.432168,34.923913,62.304347,171.612758,182.6497789,160.150111,156.754313,132.652172,133.0892,78.930273,102.470665,30.186427,81.25429,289.6095476,148.3840468,227.396655,130.513738,178.062265,119.223511,153.06728,115.345945,119.544625,102.66512,94.357149,89.394947,80.790001,89.429623,32.571194,71.715223,305.1814322,120.6433428,252.008097,103.195724,170.25649,86.043059,120.636024,79.483712,101.249228,82.262392,64.602979,71.046669,43.005255,70.444695,34.28754,64.849841,254.5424918,61.85174516,235.6000061,67.19999695,150.171107,61.471656,73.845728,68.111364,59.01594992,71.14637306,84.69532915,50.02723169,77.176704,41.495275,38.727286,47.090855,143.9585486,142.8765082,150.471849,130.07637,154.8242919,115.0137269,94.53610983,90.64410121,97.929533,82.519898,98.37598201,80.40164753,45.01855046,87.80016064,43.611403,91.934443,36.724335,96.313477,36.90244,105.080839
CO001_18C_F_050510_01.tif,27,29.5,10,78,Will,mel,0.014,10.643842,76.14422,12.390275,123.430972,45.247402,159.590535,115.546828,188.085436,265.209854,184.469167,324.538259,127.042758,272.094085,51.309049,92.449456,25.890307,52.928213,49.637183,29.37228,46.805024,20.747343,47.022364,161.3192853,186.342881,147.081931,152.652142,117.483636,126.413553,62.427508,92.028742,13.716831,67.286782,292.6199409,157.8413683,225.022404,132.694349,171.473055,117.536894,143.381374,111.835064,108.561321,94.172897,82.677734,80.098039,67.078976,80.097572,16.79999924,58.40000153,310.3954113,126.9120406,256.234756,105.741111,167.153726,82.293822,113.256091,71.998748,91.856971,72.42825,51.671742,58.49249,27.822943,56.627458,20.007022,49.156229,270.329955,64.67033648,249.6000061,68.40000153,148.351912,56.074797,62.984254,55.890055,51.43772329,59.46078309,76.94226909,35.77813431,70.009905,26.39154,26.651568,30.004303,130.9564468,138.3710108,139.838287,123.844939,144.6865368,111.1147253,88.5024239,83.62669207,93.461016,73.857057,94.16706174,71.52473388,32.12921187,76.7642891,31.122353,81.509769,22.687379,85.450791,21.930442,97.390847
CO001_18C_F_050510_02.tif,34.5,45.5,21,93,Will,mel,0.014,20.87,93.48,21.617446,134.961433,60.636346,171.077881,127.139806,195.132565,265.005466,187.359169,324.445219,126.490666,260.274768,54.055966,98.32295,39.339822,59.028312,64.298868,37.202676,61.442015,29.317492,62.289262,166.1715802,192.192185,153.713999,161.045617,124.566394,136.262564,71.139152,103.668777,24.004761,81.905499,291.777549,159.7894432,227.131323,137.414815,175.48949,125.185584,148.874596,120.160904,114.607883,105.365647,89.375933,92.212911,75.057846,91.908666,26.79999924,73.59999847,309.0163727,126.1981089,254.632199,110.503264,169.894747,90.190645,118.099982,82.512741,98.074276,83.941886,59.288735,71.972333,36.379928,71.298558,28.615168,64.882458,261.9870048,67.45550935,229.101288,71.047462,151.828626,65.801139,68.973433,69.400818,56.65003384,72.53487821,87.52768014,48.03028516,75.375498,41.050283,33.830811,45.624698,140.0601039,149.4568189,150.282592,136.137281,151.3367407,120.0052614,93.1571262,94.70533182,98.159706,85.689863,98.92416811,82.77590965,40.86794812,89.8294009,39.247999,95.059414,31.136642,98.680474,32.111081,112.358361
CO001_18C_F_050510_03.tif,31,35.5,14.5,81,Will,mel,0.014,14.996747,78.30292,14.506688,123.645634,55.70743,160.859642,120.871434,183.710304,258.082957,181.061484,324.951229,124.141468,257.895807,48.855431,95.698127,28.61489,54.011719,53.116932,33.725865,50.878344,25.468772,49.966851,157.395415,182.2502895,147.383597,154.538888,120.383282,127.988107,67.579189,93.604999,17.989316,70.205379,288.7777609,154.8414011,224.20366,130.103541,171.930819,116.742097,144.879204,111.706972,111.59222,95.572063,86.296823,82.031054,71.581807,81.11245,21.329321,61.167718,308.0772362,124.8252498,251.697517,104.331349,166.665351,82.029229,114.738654,73.828374,94.178244,74.492829,56.047457,60.970501,32.599713,60.369794,24.42534,52.790257,259.7984901,62.24872981,226.76309,65.29079,148.304642,56.989546,65.353572,59.253457,54.44340612,61.85988631,79.14615765,38.82194959,72.030762,30.68983,30.729634,35.731578,132.0646435,139.5124094,141.556576,126.600923,143.7235168,110.1867932,91.04804129,84.96665561,93.51534,76.490965,95.00929513,73.32400959,35.66951231,78.712445,33.453141,84.328772,24.935273,87.46807,25.671018,96.858429
CO001_18C_F_050510_04.tif,47.5,14.5,22.5,56.5,Will,mel,0.014,21.75,56.42,13.496786,98.115291,42.180864,143.991438,103.976109,182.871673,244.116593,211.621111,322.850152,169.248574,273.65312,79.299917,117.201916,22.067317,67.672507,38.137845,46.046957,29.852748,37.767982,29.50979,145.3646414,190.740117,141.254002,157.876119,118.048923,124.987264,70.430206,80.085771,27.475975,46.800362,280.79962,191.820215,221.665007,152.881956,171.883032,127.110981,146.103753,115.420473,115.532572,92.070288,92.672203,72.837327,77.122665,69.440221,32.761431,37.920795,305.1192508,168.8068063,257.111703,134.057283,175.019886,91.986702,124.168096,70.518874,102.629739,67.221887,66.486575,45.71215,43.279807,39.218905,37.058218,30.702194,277.7883453,97.90543238,259.2000122,96.80000305,161.949108,60.679166,77.317962,45.590185,66.1086442,46.66867685,96.01890614,29.1858183,90.600787,18.62319,46.601385,14.669673,128.5717475,139.9247217,139.806917,130.34185,145.7595969,114.121121,97.40153133,77.27656413,102.449,70.324216,104.6252615,66.47621924,43.45481399,59.33365899,39.641294,64.262831,31.573642,66.303088,29.409702,75.834621
CO001_18C_F_050510_05.tif,44.5,11.5,17.5,58.5,Will,mel,0.014,16.73,58.47,5.277767,100.716559,39.375835,150.204652,102.192979,186.756283,246.283453,215.185277,325.337983,169.911738,276.550659,77.290388,112.544748,19.160062,64.306048,35.157948,42.880496,28.585222,34.631176,27.308694,141.020225,193.674809,138.38255,162.754176,115.453354,128.791223,66.766403,81.24125,23.133413,47.323318,284.675504,193.187324,222.240541,153.922907,171.196,128.598873,144.13544,117.720216,112.659304,93.704459,89.830781,73.37936,74.005842,69.759828,28.775221,37.502394,308.618709,166.81679,258.291982,133.258523,174.014552,90.787297,122.108796,70.578674,100.617729,67.407365,63.436514,44.716064,39.6959,38.525459,33.370635,29.502969,278.012896,94.394813,238.061687,88.302423,160.141381,60.374903,74.71335,43.39521,63.318502,45.944333,94.686353,25.815766,87.810732,15.21159,43.809569,11.331491,125.955986,144.368482,138.220679,132.241809,146.654365,117.849906,94.942048,78.36706,101.798641,70.880965,103.189094,66.801013,39.204527,59.995621,35.919177,66.488709,26.148356,67.531156,24.740966,74.518681
CO002_18C_F_050510_01.tif,13.5,130,34.5,182,Will,mel,0.014,33.414352,180.549823,56.571924,215.887894,115.729011,225.738163,187.201773,201.203051,301.209237,104.526716,318.590605,14.366683,214.552077,-1.823572,67.376173,84.599894,48.354538,131.579666,26.163657,142.601144,20.437928,148.417727,222.203825,170.7969885,188.579142,152.618069,148.993576,152.12291,82.502554,160.529543,29.071258,169.795495,309.5448034,61.1957921,238.830234,85.885751,186.220518,108.855207,160.24093,123.630322,121.458098,134.355716,91.209233,137.898056,78.327611,146.263533,24.692626,158.953169,302.9492129,23.05598704,245.843081,43.589343,160.117959,83.083644,110.345854,109.895342,93.682077,125.381303,52.601474,138.338316,31.451887,151.014146,21.01388,149.843894,232.3692053,6.166913697,198.516848,29.738718,128.64871,74.787834,59.85186,129.010062,52.6231232,139.3467904,60.31148175,103.3502068,45.659504,99.40769,13.025479,130.06309,171.6440843,152.4943901,167.135732,132.921207,155.1188875,124.4591992,94.23303009,138.2727664,91.025103,124.35954,90.88577173,124.9386113,48.97712389,166.401846,51.168362,168.678787,48.333811,177.362215,52.88712,191.065772
CO002_18C_F_050510_02.tif,51,12.5,24.5,58.5,Will,mel,0.014,23.73,58.46,7.936223,98.509734,39.213458,149.616026,101.849638,192.071422,245.512928,223.924153,326.2677,184.089197,279.748018,94.120512,115.704359,31.459955,70.025202,38.882322,48.76524,31.280058,41.536425,28.123128,148.0386139,201.8047373,141.537584,165.942366,118.038083,133.442173,69.683336,85.868863,29.842739,48.045704,283.8624135,204.9752347,223.818796,165.067976,173.554152,137.308572,147.401948,123.368332,114.104468,100.677484,92.586461,78.546788,78.196376,73.560591,35.38033,38.61129,310.3769036,177.7519843,261.690298,144.753642,176.617657,102.361631,125.693083,77.653584,103.92811,73.602082,63.59999847,46,45.242215,39.07703,39.610417,31.404475,280.3649268,110.0628019,240.522907,100.404876,165.423356,73.282525,80.636914,48.805987,62.22964674,46.24861849,96.71899429,34.80789614,94.457099,20.78422,50.520021,12.817742,128.5493789,148.0048741,140.900516,135.586049,147.3604242,122.7974611,94.36639422,81.37529784,102.358094,71.030915,102.1122179,70.9135635,42.96751202,60.530079,41.606657,64.507586,32.736093,66.623585,27.439103,75.646733
CO002_18C_F_050510_03.tif,49.5,7,16,56.5,Will,mel,0.014,17.354306,53.989061,-2.810294,92.391541,23.091358,150.523413,87.38326,200.351142,238.808713,247.646481,326.114483,213.872192,285.858595,112.381388,121.873762,28.49003,67.201312,38.330331,44.832365,26.52387,37.486796,24.095363,134.082572,214.3208682,133.002292,175.744629,110.811112,139.720461,63.197947,85.312139,23.556337,44.779985,279.9897056,231.6740137,220.532651,183.402302,169.609827,148.001108,142.512773,131.510886,109.491789,104.048217,87.730696,80.093297,72.844414,73.775084,30.185625,34.936496,309.9879718,205.916474,264.687345,167.270885,178.832012,111.836649,124.899861,81.262753,101.471631,75.637703,57.20000076,43.20000076,39.929717,35.121462,34.930571,27.890971,288.0011704,133.0494099,248.49238,116.658861,167.510561,78.315318,77.411401,47.730733,56.73830124,43.77656647,101.232135,32.89496379,96.07823,18.943617,48.876544,7.183313,122.0700259,157.9996857,134.775644,146.021886,140.9397521,129.528126,89.40603762,82.98360933,98.949421,72.914493,98.72068301,72.20416528,37.08629325,58.70348037,35.967387,63.364785,26.172489,64.67358,19.118779,74.681266
CO002_18C_F_050510_05.tif,30.5,26.5,8,77,Will,mel,0.014,7.78,77.51,4.596005,118.100527,39.735512,159.519711,109.33283,190.585985,257.78785,202.560346,328.226612,149.385715,269.473868,69.24564,98.714737,28.671031,53.10452,49.491064,30.837514,44.883596,22.315346,43.814426,154.5351721,193.6873103,144.585513,160.361799,116.512989,131.94849,60.018201,94.120886,13.437005,64.396034,290.0614924,178.0930665,224.912056,148.40043,171.342019,126.941576,142.597689,119.057452,106.523496,101.563672,81.379944,83.47405,66.418656,80.808481,17.510303,54.953388,311.8637307,147.8687501,259.634705,122.528508,169.552735,91.657266,115.106405,75.691839,91.614453,75.937939,52.367557,58.964753,28.258703,53.689379,20.765658,47.406883,273.6695141,85.23916483,235.548048,80.90403,152.694164,63.365953,64.241634,55.332188,47.6029571,58.24643025,78.44849208,38.08211122,75.021468,25.851746,29.624096,26.871413,128.150871,143.7927601,138.961,134.843572,137.2328678,116.0529277,81.22437253,84.68958724,87.24267,73.745627,86.7301068,72.95462437,28.65195599,74.13049892,27.948519,78.881742,19.756155,82.526617,16.724585,89.774675
CO004_18C_F_050510_01.tif,31.5,27.5,15.5,74.5,Will,mel,0.014,15.345132,72.986174,7.11161,114.606059,46.849907,158.808677,115.175956,185.249234,260.767674,193.642377,327.545764,145.000312,266.113498,57.351442,99.947409,24.701314,55.145805,48.421393,33.045513,42.62659,25.556309,42.990843,158.715502,187.248858,148.39265,154.811642,120.889722,126.257168,65.051571,90.031491,18.378136,64.076725,287.219878,173.822545,225.90717,140.659912,172.943461,121.133361,145.832319,113.052655,111.74536,93.738805,85.883562,79.152989,70.274804,77.399878,22.052936,53.281999,310.809664,145.868159,258.030263,114.848261,170.644689,84.103626,116.398134,71.432945,94.660907,71.776607,55.566426,55.307617,31.559664,52.505945,24.844398,45.08208,271.002433,75.353888,232.050252,71.429007,152.177646,57.449803,65.57454,52.536725,54.370312,56.120159,81.892011,34.714998,74.204126,25.253968,30.926017,27.217326,134.256449,140.137056,143.708919,129.701635,152.939684,114.926877,91.455765,82.618656,94.923193,74.228087,96.386268,70.599329,34.817397,73.30496,32.99104,78.47102,24.261465,81.348225,23.820833,93.683023
CO004_18C_F_050510_02.tif,23.5,37.5,10,81.5,Will,mel,0.014,10.004207,80.985761,6.994022,128.757496,53.437129,167.333911,121.757979,190.415852,265.937624,191.546712,328.852677,135.650301,261.135905,51.627572,91.366193,30.046461,47.283842,55.407222,26.394058,52.707557,18.501835,52.224558,159.8780007,189.996905,151.03676,160.635472,121.982052,131.631373,63.721062,96.903182,12.50234,72.530542,290.0164089,169.3789039,227.753651,139.599759,173.757208,121.242783,145.481917,116.278646,110.403379,98.903517,83.168365,84.81209,67.271864,83.805696,15.511944,62.34419,312.3610363,137.0687655,257.318645,111.137374,168.124874,84.447354,112.431205,75.530262,91.141447,76.531568,50.576408,62.525583,25.838341,62.06973,18.084199,53.638096,270.1913699,71.31144461,225.982896,68.019264,147.320049,58.566963,60.155653,60.724301,47.46248383,63.22400116,71.50293014,41.60193869,65.861844,33.235222,22.911794,37.298542,136.3793888,146.0038654,143.644113,134.494983,146.8199962,115.4747006,90.26835889,88.71590503,93.259977,82.820864,95.54574792,75.77805506,30.73987456,81.32939787,26.546976,86.728473,19.715496,91.323252,19.959844,99.155312
CO004_18C_F_050510_03.tif,30.5,35.5,15,79.5,Will,mel,0.014,15.308314,78.095613,11.849262,119.563072,52.035283,158.443316,119.832955,185.538266,263.401253,186.549291,328.507307,139.458156,267.068874,53.825598,100.581023,27.640555,53.461038,53.28083,32.512704,49.417652,24.81347,50.21382,163.570474,185.2780983,153.612353,154.427917,124.779204,126.863967,67.8928,93.104093,18.192439,69.635513,290.4345637,166.6534933,230.200833,136.820092,176.023222,118.155887,148.454137,111.748039,114.16985,95.378343,87.882912,81.512866,70.940995,81.00659,21.718664,59.291918,312.3942307,138.2521818,261.672176,111.802,172.156651,82.918707,117.811912,73.587264,96.047171,74.480242,55.499202,60.650152,31.150428,59.350051,24.371667,51.509777,277.8046253,76.02585272,233.979023,69.944763,153.771396,56.987808,66.263816,59.412788,56.014869,61.874229,76.95742116,40.49529152,73.491612,31.16839,29.950739,35.144499,138.3875564,139.881185,144.200158,129.285335,149.0112023,111.009347,93.60747662,84.90672692,96.083489,79.749845,98.58863137,73.50736448,35.80378104,78.06895632,32.589258,84.121772,25.019026,87.088851,26.041802,95.763349
CO004_18C_F_050510_04.tif,46,15.5,21.5,58,Will,mel,0.014,20.75,58.43,7.64147,97.849212,40.147245,145.473811,102.817071,187.046548,248.681531,220.355944,323.493841,185.634229,281.678983,90.363158,114.862846,24.347264,63.440533,38.605047,45.358271,30.800504,37.532461,29.564167,147.323919,196.625394,143.25137,164.003502,119.67905,129.991365,70.988097,83.567652,26.697483,48.20033,279.275372,205.77076,224.782135,162.918082,173.26121,133.934146,147.389806,120.473735,115.630391,95.855296,92.741652,75.789176,77.490819,71.443708,32.226312,38.690744,307.943735,181.242437,261.92361,145.334064,177.028878,96.413818,125.365442,73.713542,104.321808,70.889443,65.660994,46.863156,41.472874,40.060545,36.215408,31.829499,286.083704,112.589358,241.799797,97.6723,164.138942,67.057871,76.958521,47.360881,65.32512,47.988319,91.303443,30.969561,89.602961,22.229493,45.807006,15.331949,131.501689,147.050134,142.032103,139.11983,150.861646,121.779371,98.99651,81.524057,103.216476,74.869919,107.28938,70.341588,40.930793,59.671159,36.637944,63.756011,28.300372,65.990941,26.623793,73.630471
CO004_18C_F_050510_05.tif,35.5,20.5,11,66,Will,mel,0.014,11.936354,64.205321,1.795584,106.15233,30.49856,149.576529,98.068164,191.084704,248.158547,219.237464,324.405574,182.753401,277.806288,85.076714,107.602289,24.645054,54.559941,43.765342,34.481243,36.496485,26.333971,36.609889,144.6936438,199.251411,139.063968,164.364804,114.39966,131.706434,61.302673,86.841107,15.96244,56.488657,279.9736212,203.6967865,223.016309,160.859557,169.391852,133.485285,142.634623,121.351011,109.267688,98.258474,84.386034,78.902303,66.99687,75.473087,21.759336,45.377939,307.8060476,179.3923074,259.794206,141.971185,173.44252,96.559564,117.928444,75.974079,94.832296,73.060429,55.664116,52.535494,31.176044,46.055307,25.464207,38.276936,283.9933439,108.8721259,236.077269,93.632128,160.076413,66.343403,67.332796,51.127518,54.10321334,52.89725379,81.35778404,34.10710439,80.023615,24.150976,34.644246,20.681862,129.3857291,151.8873734,138.15295,140.33353,147.1677187,123.0040133,89.47261463,83.34465991,93.458942,76.78882,96.0316203,72.00185833,32.84561742,67.96624166,29.14758,70.208205,21.760526,73.107506,16.87434,84.613993
CO008_18C_F_050610_01.tif,34.5,12.5,6.5,60.5,Will,mel,0.014,6.982984,58.314884,-3.921926,103.222442,26.470899,152.04161,99.356406,191.084242,248.272914,224.1699,327.828489,185.02429,274.000291,90.132006,107.733176,24.906231,56.259549,40.653694,32.548453,30.391395,23.655036,29.734224,150.4462665,202.1287639,142.467143,166.093064,112.350592,133.945609,56.734422,85.915736,12.176967,49.410914,284.0117271,206.4531653,224.211237,165.163039,168.708794,138.668398,141.680221,123.784096,107.621185,98.218789,89.19999695,82.40000153,65.688223,74.839515,18.39999962,40,309.7813428,183.0192524,260.34692,145.898477,171.246729,100.780526,115.669541,77.209223,93.333712,72.659138,54.13535,48.49445,29.466927,40.565154,22.83938,31.132491,281.0552267,111.7873167,238.520435,100.294561,157.098964,68.222848,66.310384,49.408769,53.66215207,49.39713849,85.95933515,31.86280328,80.159742,19.296988,33.56437,12.746794,125.4829244,147.9855228,134.889257,138.124107,145.6683959,125.5922389,87.98986702,83.11649761,94.60732,74.196649,95.84279615,72.2173914,27.47390912,61.98218646,26.408173,64.292061,18.57041,67.685986,13.40432,73.352056
CO008_18C_F_050610_03.tif,38.5,14,7,67,Will,mel,0.014,7.988739,65.309575,-0.945487,105.426875,26.041878,156.933236,98.69318,194.063576,250.342532,223.743816,327.276995,187.334744,274.76949,88.698202,114.785918,24.446911,58.878884,40.511354,34.411515,33.994448,26.671346,33.368343,147.8866162,203.3016851,138.915131,166.928774,110.492781,135.472326,57.450159,90.290284,15.19999981,52.79999924,283.2335371,207.9289985,223.641911,165.911096,169.003372,140.089195,142.580754,125.79425,108.377415,101.258893,83.556215,81.148371,67.532849,77.566926,20.39999962,44.40000153,309.3817138,185.616114,263.52225,147.458328,174.226295,100.854666,118.659728,78.489394,95.704924,74.056087,54.79999924,49.59999847,28.39999962,42.40000153,27.277218,32.332498,282.3361451,111.992476,241.261282,99.7239,160.546414,68.652224,69.75834,51.379617,54.6373655,50.84619155,89.38224783,31.85228344,85.426999,19.847799,37.617564,14.653842,123.5239894,149.9058738,135.842689,137.46726,144.1279642,126.1095439,87.26491639,84.81627872,94.969158,73.029439,95.18064335,72.31331226,29.69332668,65.6308677,27.60000038,69.59999847,24.370568,69.543175,13.787556,81.243017
CO008_18C_F_050610_04.tif,41,17.5,16,66,Will,mel,0.014,15.85116,66.291726,8.684418,109.961839,45.552418,154.497565,115.016101,184.998566,254.590786,203.600494,327.493304,155.973523,263.538496,69.304078,108.550804,22.917433,63.48937,41.022281,40.998222,35.815584,31.926474,34.784111,157.2227697,190.1618326,147.70108,157.965772,119.356772,126.562402,65.547082,88.350431,22.79999924,53.20000076,287.9093215,181.7360424,222.962225,147.186123,172.077338,126.503783,146.479535,115.241637,113.980987,93.926642,92,78.40000153,74.586883,74.681904,26,45.59999847,309.2518078,157.6220746,255.334518,123.880574,171.835634,89.170821,119.804875,72.47751,99.545749,69.761102,62.260672,50.638844,39.240715,45.398528,30.672775,37.241362,271.7521274,88.05930906,230.337554,81.523393,154.801152,60.394683,73.229287,49.845609,62.04095064,51.58344995,92.20524287,30.26405156,82.940139,19.054949,40.678222,17.630685,129.1848265,137.6729337,141.465552,126.217593,148.5870635,115.6173747,93.95706621,80.57652921,99.620291,69.597476,99.88143888,68.6070236,38.127482,65.69958792,39.146036,65.566139,30.622972,68.109432,21.062815,81.837071
CO008_18C_F_050610_05.tif,30,43,17.5,94,Will,mel,0.014,16.87,94.51,16.419664,135.120823,56.689907,174.760559,124.855647,188.21804,263.754728,181.773433,327.825146,125.77534,255.470423,48.085711,97.047928,34.320241,55.475614,61.533258,32.952132,60.44,25.14853,62.032691,167.0470254,185.9037795,154.380465,157.775442,124.081481,134.115061,67.561356,104.271499,19.819824,82.937615,294.3334099,155.0184629,226.432449,132.547798,173.483927,122.557718,146.644548,117.358103,112.40036,102.524341,86.292834,90.400333,71.336691,90.970504,22.39999962,73.19999695,310.7484201,127.4260791,254.336258,103.909758,167.422241,85.830917,115.308284,79.884084,94.687768,82.237031,55.59424,70.102356,32.559979,70.544516,24.745256,63.614764,263.4431894,64.97589857,232.3999939,68,148.085214,61.387139,66.051635,68.311468,55.86407944,71.3628434,83.67168407,44.35612049,71.599577,36.697862,29.919162,43.317134,132.7767965,141.180685,140.5656,130.272182,146.4622501,116.3954667,90.90429486,93.00071224,94.618231,83.184267,94.8625961,80.79112519,34.39579736,89.50812439,33.980859,92.432102,28.60559,98.066777,25.917792,103.854282
CO009_18C_F_050510_01.tif,30.5,15.5,6,64,Will,mel,0.014,6.977881,62.003493,-2.939926,106.18192,27.345877,156.343806,94.520817,187.590445,245.552918,215.717116,326.449807,167.857556,268.911198,74.944462,103.318934,20.951572,51.425939,41.050873,29.430049,32.495019,21.156261,33.055966,136.999994,194.988653,133.307545,161.041428,107.625613,130.103232,55.876203,86.425547,11.683931,52.395308,279.613074,195.223543,214.521567,155.13148,162.681477,129.148576,135.236655,118.829408,103.815482,93.860414,79.374142,75.453278,63.44852,72.387533,16.692514,42.169451,308.915852,163.470117,251.768112,129.632185,165.034834,90.019385,111.343272,72.442279,89.633581,69.443398,50.427685,49.264377,26.684994,42.825916,20.594765,34.202354,266.375616,87.622535,230.415006,83.049031,150.362232,59.087956,62.49506,47.544301,49.941494,49.981163,80.421775,30.001426,74.743506,17.683416,29.592766,15.831437,119.263166,144.142186,130.465831,131.876356,136.191377,117.853443,84.436394,79.69356,90.172346,72.501119,92.242397,68.976883,26.491574,63.855741,24.327589,69.438741,13.507713,71.171241,12.726094,84.671122
CO009_18C_F_050510_02.tif,39,16.5,10,61.5,Will,mel,0.014,10,60.79999924,-1.636875,103.606393,29.22132,156.315314,95.89472,190.035529,243.781928,218.986117,325.110652,173.212545,271.053748,83.668047,108.272226,21.842322,58.019377,40.471733,37.937566,34.022286,29.30779,31.039637,137.2347858,197.5541172,133.428926,162.642377,109.419512,131.073728,60.884492,86.133789,16.607342,50.747228,281.4797005,197.6965072,216.371494,158.298233,165.634515,132.670655,139.185145,120.851379,107.651857,96.759566,84.360491,76.804926,69.124267,73.419867,22.504199,41.596932,307.6467163,170.0121438,255.052764,135.74788,169.113238,95.000549,116.952502,73.33403,94.92814,70.944033,57.648296,50.109589,34.081243,42.872056,26.900208,34.77554,268.0427085,95.06668023,234.859771,89.68312,156.130887,62.498624,69.850748,47.619703,48.92651231,47.50482666,84.25666644,30.77367247,82.508836,21.081907,38.904916,16.147544,120.6189691,145.8095416,133.253487,131.824922,140.4520381,120.4756649,86.09949114,79.32793873,92.023502,70.269551,92.60176104,68.47297789,30.82193924,62.19318396,29.894284,65.714683,20.514498,68.2611,16.454627,83.466937
CO009_18C_F_050510_03.tif,29.5,30.5,12,77.5,Will,mel,0.014,11.83,77.47,6.673835,124.259074,49.029018,167.76867,117.38862,189.803815,258.690951,195.512632,327.977674,137.473656,259.736505,60.501501,96.465538,29.116564,53.192475,52.084821,31.456389,46.229889,22.791211,47.165476,152.5709878,190.5237502,146.939677,160.277224,118.849224,132.948095,64.240239,95.273296,15.71707,66.723396,287.4686809,170.9972519,222.459991,141.87289,169.93324,125.478921,143.045882,117.861016,109.35261,98.642785,83.899744,82.700467,69.439839,81.131146,19.320056,56.762197,310.5542629,138.7553489,252.754352,113.600007,166.092602,88.286449,113.217495,75.486775,92.569078,75.223327,53.402973,60.208912,30.454076,56.241077,22.20279,48.792287,260.9343028,72.95532988,226.076156,72.563908,147.70389,60.329417,63.919206,56.636857,48.30051996,59.59413215,78.50681675,38.99682724,70.672955,29.151847,28.584388,31.149045,130.0801022,143.9455807,139.346498,131.72303,147.1080902,118.4700802,86.64707199,85.12137381,91.358827,77.099323,92.34962901,73.88890785,31.08390799,75.83966404,29.782001,81.014284,21.061556,84.496415,20.912964,94.070686
CO009_18C_F_050510_04.tif,42.5,16,19,59.5,Will,mel,0.014,18.941012,59.110282,8.383774,106.445815,42.58225,153.548698,110.216447,185.620076,248.624966,214.19506,326.575763,169.390972,273.244642,75.759095,112.532577,20.178309,62.406045,39.946289,42.210915,32.334876,33.748949,31.425878,139.9887151,190.9001467,140.840047,163.44885,119.161705,129.8422,69.139633,84.973405,23.721863,50.17217,280.6666488,195.3777625,223.69774,155.676236,172.13551,130.327085,146.066348,118.888796,114.90498,94.439236,91.270709,74.631264,76.020445,71.311782,28.54221,41.160215,309.0545984,167.7889237,258.413215,131.740155,174.188211,90.268602,122.130127,70.913261,101.256742,68.616251,58,45.59999847,39.730108,42.061981,32.576931,33.617042,275.7387728,93.09047381,236.432915,85.093456,159.889258,58.936426,74.026259,46.161344,59.25169209,47.24392575,88.45884646,29.69428563,84.826894,18.842566,42.203374,15.619778,127.3311609,142.7212911,137.907071,131.25382,146.3774617,117.8512126,94.6727047,78.17258861,99.246726,72.628936,103.3327198,67.7960299,39.01725745,61.99268856,36.387708,66.728513,28.006161,69.315383,25.850314,76.883822
