Line,Temp,Sex,Ind,Pop,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,Csize,Elevation,Lat,Lon
KO3,18C,F,1,KO,0.04533676,-0.11425066,0.21749972,-0.02978171,0.2353871,0.01856681,0.16164624,0.08804592,-0.12375229,0.05830639,-0.18979632,0.05308799,-0.00379577,-0.06210194,0.00928523,-0.01712177,-0.09446153,0.00114404,-0.09181483,0.01875464,-0.14488355,0.01889753,-0.1719844,-0.00860864,-0.1990367,-0.01984291,-0.1845169,-0.0699892,-0.14690349,-0.10328188,-0.09841552,-0.12043485,-0.04837337,-0.12599125,1.72E-05,-0.12230084,0.09038557,-0.10345235,0.13780845,-0.08723254,0.18218618,-0.06307127,0.23107426,-0.00669566,0.21947685,0.05263357,0.1882656,0.07670898,0.10148562,0.09876241,0.05464216,0.09894669,0.00528292,0.09454127,-0.0573976,0.08461827,-0.15387363,0.03638347,-0.19302818,0.02758012,0.02258517,-0.08231735,-0.0572377,-0.04074941,-0.11193522,-0.02408121,0.14892244,-0.02013227,0.07578009,-0.01646521,-0.04285329,-0.00975854,-0.13973348,0.00218809,0.17323381,0.02909006,0.11489298,0.0321234,0.04969979,0.0313865,-0.02092449,0.02864624,-0.11618811,0.01836288,0.10623366,0.07809951,0.05149059,0.07025991,-0.010114,0.05993844,-0.07028297,0.04537769,-0.15438106,0.0650858,0.00306603,-0.03987515,5.1345241,2506,-0.25,35.73
KO3,18C,F,2,KO,0.04023682,-0.11448468,0.21858085,-0.03031078,0.2344881,0.0166484,0.16603465,0.08894369,-0.12412382,0.05765989,-0.19054942,0.05183978,-0.00687183,-0.06235868,0.00443016,-0.01650864,-0.09186757,0.0017312,-0.0907311,0.01779104,-0.15538514,0.01865752,-0.17086344,-0.00863121,-0.19446613,-0.02264689,-0.18094955,-0.06880517,-0.14356973,-0.10135107,-0.09554762,-0.11801,-0.04604358,-0.12392663,0.00202649,-0.12071092,0.09209582,-0.10279885,0.13956949,-0.08721159,0.18417005,-0.06344247,0.23142837,-0.00606099,0.21938995,0.05197741,0.18992963,0.07762571,0.10313035,0.10055452,0.05636413,0.10005336,0.00728121,0.09479853,-0.05497767,0.08423993,-0.15140825,0.03736972,-0.19183694,0.02735409,0.01877263,-0.08265146,-0.05801976,-0.03976872,-0.1113747,-0.02335442,0.14913869,-0.02244734,0.0763578,-0.01837482,-0.04167949,-0.00955698,-0.13826889,0.00217336,0.17280442,0.02776658,0.11400367,0.03125575,0.04826635,0.03090332,-0.02288941,0.02760651,-0.12008114,0.01805526,0.10743445,0.07967183,0.05017899,0.07090845,-0.01411464,0.05927883,-0.0771058,0.04433876,-0.15510046,0.06443353,0.00171302,-0.04022466,5.16598041,2506,-0.25,35.73
KO3,18C,F,3,KO,0.04595195,-0.11305592,0.22185858,-0.02731266,0.23785008,0.01753798,0.16141809,0.08779132,-0.12062705,0.06039238,-0.18820048,0.0522643,-0.01080609,-0.06101527,-0.00408937,-0.01600899,-0.09381228,0.00106877,-0.09136975,0.0194614,-0.15176096,0.0196401,-0.17005492,-0.00959999,-0.19814111,-0.02243182,-0.18331937,-0.07078111,-0.14366145,-0.1015207,-0.09549843,-0.11756895,-0.04616219,-0.12396253,0.00189362,-0.1206599,0.09188102,-0.10220064,0.13912015,-0.08621558,0.1835823,-0.0626392,0.23380059,-0.00705508,0.22030346,0.05252807,0.18913836,0.07610313,0.10294891,0.09803048,0.05635666,0.09802507,0.00727705,0.0932412,-0.05508084,0.08324214,-0.15192655,0.03731188,-0.19147253,0.02767736,0.0206938,-0.08268193,-0.05883174,-0.04123865,-0.11294142,-0.02395117,0.15025662,-0.01970868,0.07681037,-0.01577133,-0.04249349,-0.01018503,-0.13977442,0.0017315,0.17509908,0.02728843,0.11601012,0.03087714,0.04987369,0.03085799,-0.02175647,0.02840883,-0.11902413,0.01954001,0.10483597,0.07641915,0.04899111,0.06863308,-0.01381397,0.05838263,-0.07513878,0.04368863,-0.15193851,0.06442849,-0.00425527,-0.03900632,4.957213533,2506,-0.25,35.73
KO3,18C,F,4,KO,0.04126294,-0.11396397,0.22047957,-0.03013442,0.2352826,0.01892558,0.15813049,0.0895575,-0.11792117,0.06407129,-0.18980219,0.05364474,-0.00368141,-0.06302172,0.00565417,-0.01665337,-0.09158196,0.00079634,-0.08892351,0.01823161,-0.15583425,0.01996842,-0.16956318,-0.00921409,-0.19492224,-0.02090307,-0.18196206,-0.0691081,-0.14659264,-0.10490502,-0.09721935,-0.12141416,-0.04702531,-0.12442905,0.0011006,-0.12033363,0.0916625,-0.10349608,0.13958988,-0.08863922,0.18463825,-0.06501133,0.23257769,-0.00716244,0.21935901,0.05108994,0.18924316,0.07568445,0.10305377,0.0999021,0.05607897,0.10049717,0.00664124,0.09608731,-0.05612247,0.08607184,-0.15221802,0.03642369,-0.19162585,0.02709228,0.02077282,-0.08183217,-0.05735373,-0.04144127,-0.11058898,-0.02461949,0.15077781,-0.02129632,0.07768159,-0.01646895,-0.04097646,-0.01003939,-0.13791231,0.00167279,0.17346999,0.02816473,0.11487564,0.03129035,0.04935767,0.03057876,-0.02162168,0.02768609,-0.11859763,0.01849153,0.10109066,0.07807156,0.04514319,0.06962037,-0.01777195,0.05893001,-0.07941494,0.04472135,-0.15136112,0.0671816,0.00267023,-0.04036611,5.364732701,2506,-0.25,35.73
KO3,18C,F,5,KO,0.04647944,-0.11139545,0.22199629,-0.02879177,0.23728437,0.01653994,0.16182598,0.08532863,-0.11909257,0.06392834,-0.19289902,0.05093671,-0.00537985,-0.06181607,-0.00058616,-0.01431366,-0.09367754,0.00055639,-0.0914355,0.01824097,-0.14792037,0.01834371,-0.17150978,-0.01164367,-0.19810775,-0.02221704,-0.18360999,-0.07037835,-0.14526494,-0.10264728,-0.09692818,-0.11876885,-0.0473484,-0.12366016,0.00054854,-0.1197331,0.09023485,-0.10083105,0.13751459,-0.08545361,0.18254158,-0.06314556,0.23425447,-0.00799858,0.217897,0.05127653,0.18698136,0.0743198,0.10160528,0.09707157,0.05508445,0.09785892,0.00594211,0.09392109,-0.05658403,0.08467257,-0.1534247,0.03765109,-0.19473142,0.02520162,0.02153157,-0.08157683,-0.05751448,-0.04028963,-0.11214787,-0.02460986,0.15090096,-0.01938678,0.07717062,-0.01495446,-0.04234585,-0.0098112,-0.14017943,0.00040745,0.17506482,0.02734303,0.11631868,0.03123381,0.05053436,0.03142306,-0.02070033,0.02856082,-0.11723427,0.0179443,0.10566855,0.07686028,0.05029813,0.07015636,-0.01208851,0.06055019,-0.07282379,0.04561369,-0.15371987,0.06594662,-0.00042338,-0.03846455,5.283030619,2506,-0.25,35.73
KO4,18C,F,1,KO,0.0482577,-0.11416088,0.21949539,-0.03201721,0.23760915,0.02027159,0.15263334,0.09055438,-0.12168036,0.06090321,-0.19217626,0.05292492,-0.00591248,-0.05976828,0.00631611,-0.01848312,-0.0960288,0.00137001,-0.09397547,0.01750665,-0.14681449,0.02048076,-0.16994631,-0.00912893,-0.19652115,-0.01884488,-0.18333052,-0.06999623,-0.14445507,-0.10117504,-0.09660496,-0.11858285,-0.04700249,-0.12560335,0.00140799,-0.12251233,0.09170266,-0.10359411,0.13923942,-0.08773081,0.18411372,-0.06421555,0.23390979,-0.00764913,0.2208819,0.05238705,0.18956923,0.07617251,0.10303393,0.09815921,0.05630385,0.09816962,0.00708861,0.0933911,-0.05544405,0.08336798,-0.15256581,0.03738885,-0.19365774,0.0284535,0.02388209,-0.08252223,-0.05557559,-0.03882406,-0.11064056,-0.02260892,0.1499068,-0.02273341,0.07652367,-0.01888082,-0.04271745,-0.01071602,-0.13965338,0.00367548,0.17413074,0.02828636,0.11522503,0.03084827,0.0493312,0.03021382,-0.02208965,0.02790634,-0.11806429,0.01863504,0.09895612,0.07772237,0.04541172,0.06971602,-0.01486996,0.0600243,-0.07390056,0.04649837,-0.1542071,0.06473348,0.00290437,-0.04001303,4.906152836,2506,-0.25,35.73
KO4,18C,F,2,KO,0.04294278,-0.11060733,0.22213578,-0.03242707,0.23967798,0.02303628,0.14902871,0.08974467,-0.12707286,0.05958548,-0.19477771,0.0537028,0.0007224,-0.06381292,0.01100533,-0.01941241,-0.09416909,0.00221118,-0.09159948,0.0180994,-0.14983459,0.02169511,-0.16836152,-0.0084104,-0.19612814,-0.02138673,-0.18240996,-0.06844202,-0.14476989,-0.10051686,-0.09693983,-0.1171046,-0.04755725,-0.12128925,0.00018176,-0.1173935,0.09032272,-0.10093939,0.13822119,-0.08717482,0.18406597,-0.06547234,0.23631567,-0.008791,0.22065321,0.05388001,0.18819985,0.0760237,0.1020901,0.09636721,0.05570751,0.09657323,0.00672264,0.09227861,-0.05565685,0.08304399,-0.15352038,0.03950141,-0.19522999,0.0285539,0.02178044,-0.08003506,-0.05473402,-0.03986504,-0.10731381,-0.02289347,0.15254154,-0.02355894,0.07856469,-0.01970558,-0.0417582,-0.010694,-0.13948666,0.00457288,0.17622896,0.02662101,0.11712522,0.02827895,0.05098271,0.02866746,-0.02074578,0.02712979,-0.11796173,0.01926009,0.09578337,0.07578175,0.04244493,0.06756358,-0.01761293,0.05822218,-0.07656966,0.04560464,-0.1586638,0.06636365,0.00942868,-0.04243022,5.078965748,2506,-0.25,35.73
KO4,18C,F,4,KO,0.04162304,-0.10996323,0.22379181,-0.03062135,0.23898107,0.02317615,0.1556412,0.08678893,-0.12369535,0.05845857,-0.19593317,0.0525478,1.55E-05,-0.06107524,0.01370484,-0.01758226,-0.08989108,0.00074419,-0.08749566,0.01881395,-0.1565029,0.02015982,-0.17201996,-0.00911827,-0.19837659,-0.01922897,-0.18148105,-0.06762124,-0.14483784,-0.10036695,-0.09707902,-0.11661614,-0.04787609,-0.12040923,-0.00035451,-0.11662968,0.08934101,-0.10000823,0.13693547,-0.08629971,0.18264632,-0.0653297,0.23624668,-0.01022344,0.2197453,0.05249406,0.18761206,0.07477912,0.10184162,0.09519783,0.05563161,0.09541749,0.00681751,0.09120951,-0.05529186,0.08198312,-0.15165282,0.03691842,-0.19681748,0.02657058,0.02177124,-0.07786037,-0.05661224,-0.03847678,-0.11005403,-0.022489,0.15437537,-0.0211471,0.07978662,-0.01717677,-0.04115319,-0.00964842,-0.14011582,0.00202454,0.1764138,0.02747116,0.1172678,0.02947301,0.05109931,0.02989768,-0.02067096,0.02782436,-0.11891676,0.01889818,0.09955928,0.07438886,0.04391519,0.0667794,-0.01871862,0.05748128,-0.08005334,0.04406081,-0.15697944,0.06415102,0.00781611,-0.03981778,5.481717398,2506,-0.25,35.73
KO4,18C,F,5,KO,0.04900287,-0.10859718,0.22326968,-0.03216068,0.23900913,0.01825267,0.15767326,0.08623654,-0.12392078,0.05894414,-0.19357016,0.0501752,0.00308431,-0.06027446,0.0061365,-0.01546657,-0.09692454,0.00192142,-0.09540751,0.01809859,-0.15599998,0.02044807,-0.17202271,-0.0099822,-0.19677588,-0.01790555,-0.1824668,-0.06861563,-0.14478918,-0.10211068,-0.0962713,-0.11702041,-0.04696843,-0.12119617,0.00053489,-0.11719279,0.08995694,-0.09929732,0.1374981,-0.08553221,0.18327057,-0.06498231,0.23650002,-0.00979203,0.21919991,0.05104045,0.18797603,0.07384918,0.10272245,0.09576233,0.05647484,0.09616804,0.00765107,0.09184324,-0.05446591,0.08238316,-0.150881,0.03724537,-0.1946539,0.02715966,0.02688688,-0.07669208,-0.05385637,-0.0379432,-0.10897283,-0.0230312,0.15268256,-0.02135678,0.07848428,-0.01587946,-0.04177264,-0.00885902,-0.14012689,0.0034982,0.17471983,0.02610881,0.1149514,0.02876844,0.04808404,0.02874808,-0.02440375,0.02705374,-0.12207545,0.01898004,0.10086146,0.07513417,0.04494823,0.06783579,-0.01796498,0.05829909,-0.07944134,0.04423592,-0.15655119,0.0636586,0.00870426,-0.03796098,5.396432643,2506,-0.25,35.73
KO5,18C,F,1,KO,0.04649491,-0.110808,0.22152858,-0.03314186,0.23690596,0.01772106,0.15998625,0.08780078,-0.12603898,0.05650948,-0.19386939,0.04729898,-0.0092006,-0.05655987,0.00040965,-0.01629721,-0.09215277,0.00124987,-0.09051086,0.01835893,-0.14833292,0.01924223,-0.17155904,-0.00914515,-0.19571238,-0.02078858,-0.18284231,-0.06985348,-0.14418669,-0.10176487,-0.09586783,-0.116975,-0.04654826,-0.12113757,0.00118101,-0.11768639,0.09141471,-0.10188171,0.13938385,-0.08812547,0.18515473,-0.0659914,0.23509356,-0.00800132,0.21866901,0.05087991,0.18842123,0.07483149,0.10292985,0.09899126,0.05621843,0.09943412,0.00707641,0.09460536,-0.05523561,0.08406803,-0.15101022,0.03597336,-0.19448163,0.02468049,0.02215017,-0.07907896,-0.05825126,-0.03726559,-0.11345103,-0.02229399,0.1507807,-0.02304588,0.07715265,-0.01661592,-0.04243089,-0.01021249,-0.14012409,0.00208476,0.17466816,0.02694987,0.11609082,0.03011711,0.05054615,0.02989404,-0.02051283,0.02843851,-0.11688118,0.01836626,0.10397178,0.0783296,0.04894456,0.07033917,-0.01298049,0.06009679,-0.07359803,0.0460598,-0.1581491,0.06156419,-0.00124474,-0.03721477,5.203924702,2506,-0.25,35.73
KO5,18C,F,2,KO,0.0474582,-0.11213079,0.22438443,-0.0297617,0.23805674,0.02364956,0.1589476,0.08496128,-0.12505721,0.05595405,-0.19095079,0.05027693,-0.0027791,-0.05788515,-0.0005614,-0.01410798,-0.09097259,0.00227281,-0.08928505,0.0191997,-0.15600167,0.019719,-0.17309717,-0.00768292,-0.19716712,-0.01868973,-0.18250769,-0.0699416,-0.14427995,-0.10197618,-0.09632313,-0.11855829,-0.04692362,-0.12391659,0.00089441,-0.12034542,0.09052289,-0.10201773,0.13790485,-0.0872052,0.1831644,-0.06537452,0.23601058,-0.0106206,0.21993185,0.05052768,0.18829082,0.0730035,0.10285585,0.09493356,0.05652886,0.09542647,0.00761707,0.09111956,-0.05458161,0.08161123,-0.1514858,0.03690265,-0.19305767,0.02690232,0.02510056,-0.07872759,-0.05615194,-0.03583768,-0.11202084,-0.01974121,0.15280415,-0.02042459,0.07876164,-0.01487187,-0.04146978,-0.00862517,-0.13956205,0.00407121,0.17558524,0.03069375,0.11654446,0.03217485,0.05051884,0.03064492,-0.02114701,0.02909338,-0.11872528,0.01887792,0.10173912,0.07464313,0.04572119,0.06654595,-0.01727929,0.05631348,-0.0790913,0.04286885,-0.15567428,0.0623246,-0.00319043,-0.03626983,5.250992412,2506,-0.25,35.73
KO5,18C,F,4,KO,0.04760396,-0.11337387,0.21857255,-0.02969687,0.23543833,0.01959596,0.16232525,0.08592535,-0.12450978,0.05933086,-0.19483182,0.05294328,-0.00053767,-0.06074032,0.01048358,-0.01652197,-0.09302312,0.00106744,-0.09092341,0.01943458,-0.1485745,0.02029088,-0.17227559,-0.00870161,-0.19676259,-0.01886146,-0.18457519,-0.0704767,-0.1462579,-0.10369607,-0.09764046,-0.11948394,-0.04797343,-0.12592697,0.00031904,-0.12255673,0.0899193,-0.10219483,0.13691957,-0.08582975,0.18140098,-0.06260083,0.23202235,-0.00768445,0.21803728,0.05136269,0.18716923,0.07493313,0.10131722,0.09743777,0.05472986,0.09762603,0.00564092,0.09293005,-0.05674003,0.0829535,-0.15376174,0.03721456,-0.19553567,0.02676739,0.02594654,-0.08010259,-0.0553786,-0.03907239,-0.11079695,-0.02284852,0.14974022,-0.02103748,0.07635117,-0.01695469,-0.04277533,-0.00967873,-0.14006923,0.00250271,0.17329427,0.02716865,0.11498724,0.03030102,0.04969252,0.03103294,-0.02112091,0.02962523,-0.11706764,0.01940496,0.10549186,0.07803802,0.05014961,0.06963057,-0.01203408,0.05894763,-0.07321849,0.04598611,-0.15699055,0.06464166,0.00582182,-0.0390522,5.272475074,2506,-0.25,35.73
KO5,18C,F,5,KO,0.04030198,-0.11588537,0.2225176,-0.02849438,0.23735203,0.02263202,0.15058069,0.09178307,-0.12189635,0.05888308,-0.19271255,0.0529075,-0.0091731,-0.05968581,-0.0048024,-0.01717912,-0.08539912,0.0002939,-0.08212027,0.01779147,-0.14704146,0.02102241,-0.16797493,-0.00923784,-0.1967555,-0.01964649,-0.18366084,-0.06977542,-0.14669209,-0.10377164,-0.09782366,-0.11958883,-0.04788055,-0.12483058,0.0005011,-0.12196741,0.09147649,-0.10498417,0.13962953,-0.08984314,0.18479803,-0.06578615,0.23379596,-0.00777726,0.22129283,0.05275885,0.189631,0.07659129,0.10262222,0.09923379,0.05560265,0.09926371,0.00616787,0.09419034,-0.05651122,0.08346109,-0.15351348,0.03614518,-0.19412389,0.02758004,0.0197995,-0.08259908,-0.05729665,-0.03871401,-0.11072637,-0.02248135,0.15088095,-0.02182007,0.07715576,-0.01741633,-0.04261454,-0.00978369,-0.14016834,0.00346576,0.17630802,0.02844705,0.11870956,0.03042155,0.05429705,0.0298541,-0.01558702,0.02741986,-0.11091907,0.01847175,0.09742305,0.07861618,0.04436864,0.06956475,-0.01534755,0.05886278,-0.07390146,0.04507915,-0.15477946,0.06540112,-0.00579066,-0.03887369,5.275516219,2506,-0.25,35.73
KO6,18C,F,1,KO,0.05223888,-0.11031657,0.22383097,-0.02856318,0.23705489,0.01695938,0.15944874,0.08473427,-0.12570983,0.0572587,-0.19351305,0.04953566,-0.00685892,-0.05693371,0.00791263,-0.01450012,-0.09102368,0.00157215,-0.08832589,0.0199868,-0.15583411,0.02045138,-0.17176509,-0.01025125,-0.19803306,-0.02039622,-0.18310753,-0.07014817,-0.14403962,-0.10079062,-0.09635233,-0.11721899,-0.0472019,-0.12266835,0.00048606,-0.11927965,0.09013262,-0.10164153,0.13759843,-0.08717564,0.18293292,-0.06539493,0.23423295,-0.00953428,0.21830288,0.04999213,0.18733995,0.07290449,0.10224572,0.09539691,0.05593339,0.0961481,0.00700584,0.09217531,-0.05524134,0.08294663,-0.15152639,0.03658977,-0.19499298,0.02663881,0.02610959,-0.07919011,-0.05656956,-0.03852566,-0.11281391,-0.02335141,0.15347615,-0.01990175,0.0793678,-0.01529542,-0.04070836,-0.00832969,-0.13922038,0.0018935,0.17515486,0.02666719,0.11639693,0.031156,0.05054931,0.0324385,-0.02086121,0.03056229,-0.11851415,0.02026901,0.10238171,0.0739529,0.04613306,0.06762584,-0.01722083,0.05906966,-0.07912776,0.04540881,-0.1573833,0.0625569,-0.00032109,-0.03548381,5.103620278,2506,-0.25,35.73
KO6,18C,F,2,KO,0.04642708,-0.11471693,0.22004469,-0.03136725,0.23708785,0.01788745,0.15092713,0.09227464,-0.11911559,0.06208607,-0.19105714,0.05198728,-0.0106762,-0.06053142,0.00110373,-0.01738513,-0.08779479,-0.00020529,-0.08509861,0.01857351,-0.14662111,0.02037387,-0.16868921,-0.01071154,-0.19860964,-0.01761021,-0.18429884,-0.07012416,-0.14615465,-0.10255582,-0.09793491,-0.12016904,-0.04788145,-0.12630389,0.00068026,-0.12271982,0.09146478,-0.10421434,0.13933262,-0.08844212,0.18440152,-0.06458364,0.2338296,-0.00718052,0.21985728,0.05211464,0.18905522,0.07627903,0.10250988,0.10055479,0.05535016,0.10073674,0.00584357,0.09541229,-0.05684144,0.08422216,-0.15336957,0.03573097,-0.19385073,0.02624393,0.0217132,-0.08344374,-0.0578994,-0.04143265,-0.11222331,-0.02477449,0.14997174,-0.02173824,0.07644812,-0.01685367,-0.04284435,-0.01043036,-0.14020142,0.00209855,0.17542848,0.02703313,0.11759223,0.0315039,0.05276359,0.03290505,-0.01759322,0.0301402,-0.11268498,0.01872853,0.09878105,0.07800091,0.04538315,0.07019464,-0.0146102,0.0601781,-0.07336313,0.04641634,-0.15257666,0.06514481,-0.00400642,-0.03932725,4.768755474,2506,-0.25,35.73
KO6,18C,F,3,KO,0.04783435,-0.117504,0.21643168,-0.03110357,0.23185074,0.01763228,0.15852405,0.09109098,-0.12300784,0.05996541,-0.1908792,0.05207589,-0.01229196,-0.05975588,0.00489898,-0.01594669,-0.08698041,0.00062109,-0.08549891,0.01978587,-0.14670546,0.02136224,-0.1670056,-0.01040942,-0.19576901,-0.02068998,-0.18509356,-0.07149086,-0.14717547,-0.10510956,-0.09839964,-0.12248808,-0.0480313,-0.12855048,0.00081302,-0.12542105,0.09206921,-0.10727045,0.14006335,-0.09071126,0.18426263,-0.06492014,0.22901315,-0.00603956,0.21813155,0.05040235,0.18915951,0.07617329,0.10239988,0.102246,0.05487397,0.10234165,0.00514244,0.09680187,-0.05773374,0.08527113,-0.15446662,0.03578099,-0.19258812,0.02664531,0.02293794,-0.08531601,-0.05685209,-0.04139444,-0.11147356,-0.02427575,0.14796388,-0.02128771,0.07538589,-0.01635956,-0.04223049,-0.00894113,-0.13856722,0.00234528,0.17179717,0.02853482,0.11471939,0.03295928,0.05074053,0.033841,-0.01861464,0.03135964,-0.11295246,0.01988852,0.10471449,0.07902187,0.05003645,0.07148685,-0.01144761,0.06163862,-0.07172082,0.04813406,-0.15485713,0.06549896,-0.00342138,-0.0379197,5.020282796,2506,-0.25,35.73
KO6,18C,F,4,KO,0.04707183,-0.11419371,0.22322207,-0.02741952,0.23674817,0.02042023,0.15444342,0.08799394,-0.12378598,0.05905336,-0.19104993,0.05164022,-0.01339596,-0.0578744,-0.00168417,-0.01559777,-0.09126393,0.00116092,-0.0887742,0.01929719,-0.14619868,0.02065598,-0.16930335,-0.00983046,-0.19587729,-0.01987345,-0.1831774,-0.07091551,-0.14508943,-0.10361203,-0.09677289,-0.12066389,-0.04688315,-0.1254451,0.00127806,-0.12172715,0.09178583,-0.10454702,0.13966734,-0.08953884,0.1846715,-0.06585745,0.23328989,-0.00824025,0.22044223,0.05119011,0.18899034,0.07437883,0.10289033,0.0966761,0.05619195,0.097393,0.006889,0.09343274,-0.0558291,0.08413148,-0.1529859,0.03717947,-0.19278468,0.02594122,0.02164128,-0.08252626,-0.05874378,-0.03949547,-0.11369559,-0.02297437,0.151748,-0.01854659,0.0779654,-0.01428224,-0.04172683,-0.00990031,-0.13943314,0.00200609,0.17456921,0.02792416,0.11640376,0.03121687,0.05128139,0.03198701,-0.01934468,0.03023868,-0.11493641,0.0195133,0.1013267,0.07608141,0.04745505,0.06930268,-0.01314797,0.06027342,-0.07253391,0.0472343,-0.15503859,0.06389106,-0.00651581,-0.03715203,5.058670646,2506,-0.25,35.73
KO6,18C,F,5,KO,0.04856999,-0.11443781,0.2167668,-0.02970101,0.23370904,0.01682684,0.16305798,0.08811258,-0.12322527,0.0603646,-0.19273362,0.05232014,-0.01472512,-0.06120007,0.00447021,-0.01681064,-0.08765141,-0.00078695,-0.08410202,0.01920949,-0.14968601,0.02085066,-0.16837572,-0.01110337,-0.19565914,-0.02034193,-0.18098866,-0.06871384,-0.1462334,-0.10414719,-0.09747196,-0.12201022,-0.04712664,-0.1262622,0.00126285,-0.12256323,0.09178409,-0.10431099,0.13924465,-0.08787132,0.18318823,-0.06284254,0.23014069,-0.00571719,0.21859514,0.05150096,0.18862626,0.07615603,0.10241382,0.10021249,0.05544334,0.10060384,0.00603832,0.09595259,-0.05666585,0.08572041,-0.15355604,0.0377741,-0.19376753,0.02664047,0.02076616,-0.08560773,-0.05873399,-0.04294002,-0.113108,-0.02598461,0.14795906,-0.02073261,0.07519976,-0.01679793,-0.0428356,-0.00981841,-0.13926438,0.00209462,0.17360707,0.02847861,0.11592767,0.03296342,0.05135074,0.0329283,-0.01854316,0.02927618,-0.11441007,0.01952119,0.10630077,0.07833067,0.05049686,0.07086044,-0.01235111,0.06125982,-0.07378759,0.04715522,-0.15548458,0.06482642,-0.00443262,-0.03923832,5.152522413,2506,-0.25,35.73
KO2,18C,M,1,KO,0.04714273,-0.11006265,0.22024051,-0.03398339,0.24110708,0.0181765,0.157496,0.08938154,-0.12413461,0.0565035,-0.19319537,0.04864033,-0.00383603,-0.05700246,0.00055861,-0.01834783,-0.09661982,-2.13E-05,-0.09459644,0.01612405,-0.15300315,0.01944382,-0.1718607,-0.00811527,-0.19998971,-0.01681401,-0.17959709,-0.06641467,-0.14163547,-0.09645655,-0.09470233,-0.11322785,-0.04597179,-0.11945191,0.00165626,-0.11690003,0.09168258,-0.1008632,0.13938726,-0.08665736,0.18476014,-0.06439142,0.23666058,-0.00839777,0.22206409,0.05379516,0.19006331,0.07671596,0.10387615,0.0977641,0.05752186,0.09744231,0.00873534,0.09223033,-0.05322512,0.08174955,-0.14967555,0.03748667,-0.19573341,0.02418974,0.02492618,-0.07703916,-0.05646068,-0.03695629,-0.11162831,-0.02140873,0.14952167,-0.02372394,0.07556726,-0.01839286,-0.04461191,-0.01211661,-0.14224405,0.00247549,0.1768667,0.02770804,0.11681338,0.03080243,0.04967513,0.02991504,-0.02307988,0.02724612,-0.12131198,0.01759277,0.10189927,0.07539963,0.04667267,0.06621178,-0.01548081,0.05550983,-0.07640731,0.04146447,-0.15611933,0.06087106,0.00022608,-0.03809496,4.466422554,2506,-0.25,35.73
KO2,18C,M,2,KO,0.04821848,-0.11541294,0.21984212,-0.03115196,0.23619826,0.02079488,0.15834866,0.09027897,-0.118657,0.06077659,-0.18957827,0.04865527,-0.01547578,-0.05654249,-0.00696977,-0.01696763,-0.09197892,0.00186159,-0.08957039,0.01774845,-0.14961534,0.02062268,-0.16920947,-0.00812113,-0.19484247,-0.01623797,-0.1812997,-0.06971758,-0.14447801,-0.10321581,-0.09655629,-0.12218753,-0.04616877,-0.1282132,0.00240973,-0.12396835,0.0927839,-0.10451066,0.14027028,-0.08821127,0.18483278,-0.06411292,0.233327,-0.00728121,0.22070614,0.05111125,0.1905102,0.07587419,0.10399301,0.10022468,0.05691568,0.1002845,0.00752492,0.09500541,-0.05502527,0.08397359,-0.15128823,0.03552677,-0.1914758,0.02526383,0.02257628,-0.08274687,-0.05925182,-0.03937967,-0.11469992,-0.02215729,0.14851864,-0.02209993,0.07555737,-0.01706614,-0.04305889,-0.01042789,-0.13936177,0.00382869,0.17405896,0.02888964,0.11562863,0.03188342,0.05025016,0.03165566,-0.02049237,0.02794336,-0.11686726,0.01916248,0.10275748,0.07925273,0.04790279,0.07057009,-0.01377869,0.05951327,-0.07401514,0.04448782,-0.15155143,0.06199798,-0.00786471,-0.03745736,4.843804774,2506,-0.25,35.73
