Line,Temp,Sex,Ind,Pop,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,Csize,Elevation,Lat,Lon
NG5,18C,F,3,NG,0.0504693,-0.10893574,0.22398623,-0.0275415,0.2384331,0.01916251,0.16318532,0.08168367,-0.12508341,0.05821088,-0.19528904,0.05013409,-0.00364919,-0.05560346,0.00501054,-0.0139683,-0.09268808,0.00176874,-0.09133945,0.01950654,-0.15048707,0.02085216,-0.17281752,-0.01066283,-0.19913444,-0.01846911,-0.18396898,-0.07061081,-0.14558303,-0.10271463,-0.09739682,-0.11864689,-0.04804377,-0.12233073,-0.00051391,-0.11807921,0.0889049,-0.1000894,0.13617158,-0.08564319,0.1813468,-0.06418554,0.23469855,-0.01017914,0.21794397,0.05098943,0.18589627,0.0723554,0.10091718,0.09374057,0.0547594,0.09481181,0.00587622,0.09136129,-0.05639145,0.08264018,-0.15271215,0.03631189,-0.19681764,0.0228633,0.02678636,-0.07631956,-0.05657335,-0.03805795,-0.11284733,-0.02436369,0.15301119,-0.01832553,0.07843339,-0.01384887,-0.04245461,-0.00783225,-0.14145767,0.00280848,0.17562505,0.02744058,0.11664686,0.03068014,0.0506174,0.03108398,-0.02097823,0.02975906,-0.11808167,0.01952038,0.10648451,0.07230947,0.05059559,0.06624509,-0.01240755,0.05845868,-0.07406297,0.04558841,-0.15736089,0.06147519,0.0023405,-0.03535358,4.728391001,295,11.85,13.16
NG5,18C,F,4,NG,0.0514109,-0.10841705,0.22399465,-0.02650247,0.23867435,0.01941207,0.16227104,0.08256113,-0.12448249,0.05907598,-0.19688652,0.04976235,-0.00121785,-0.05679271,0.00342819,-0.01457421,-0.09095588,0.00131535,-0.08884362,0.01926991,-0.151225,0.0202081,-0.17245345,-0.01000172,-0.20039851,-0.0174396,-0.18427815,-0.07016689,-0.14565504,-0.10159068,-0.09782298,-0.11847591,-0.04841835,-0.12273774,-0.00083157,-0.11829405,0.08844366,-0.09947639,0.13559668,-0.08474199,0.18071277,-0.06341335,0.23420994,-0.01005247,0.21855088,0.05177712,0.18621837,0.07320392,0.10087258,0.09330251,0.0547666,0.09387869,0.00596641,0.09014978,-0.05620733,0.08143562,-0.15256635,0.03633421,-0.19811297,0.02629426,0.0274123,-0.07650722,-0.05572947,-0.03858777,-0.11185908,-0.02405482,0.1527434,-0.01848522,0.07798639,-0.01437408,-0.04333202,-0.00836146,-0.14254387,0.00276637,0.17630051,0.02719842,0.11750123,0.03011075,0.05170426,0.03012338,-0.01964785,0.02836712,-0.11682821,0.01899781,0.10555632,0.07322795,0.04975615,0.06603876,-0.0130798,0.05710696,-0.07472764,0.04452185,-0.15811646,0.06273168,0.00214292,-0.03612424,4.870820769,295,11.85,13.16
NG5,18C,F,5,NG,0.05774665,-0.11055272,0.22210573,-0.02600198,0.23429746,0.0230453,0.16147659,0.08367185,-0.1231494,0.06102735,-0.19471323,0.05276131,-0.00374776,-0.05778356,0.00163212,-0.01523019,-0.08996539,0.00065884,-0.08705987,0.01941087,-0.14877872,0.02124524,-0.17098908,-0.01012884,-0.20164598,-0.0154713,-0.18474566,-0.07021491,-0.14714524,-0.10355279,-0.09872932,-0.12077037,-0.04874261,-0.12595936,-0.0005229,-0.12202575,0.08934263,-0.10241799,0.13664321,-0.08669572,0.18143585,-0.06382693,0.23180011,-0.00851585,0.21779825,0.05018585,0.18666781,0.07301711,0.10122191,0.0950261,0.05472797,0.09593218,0.0055258,0.09237067,-0.05714417,0.08362969,-0.15382354,0.03645134,-0.1973307,0.02699996,0.03111305,-0.07880552,-0.05456184,-0.0405872,-0.11179938,-0.02484692,0.15109797,-0.01995963,0.07673477,-0.0157761,-0.04408157,-0.00901314,-0.14271711,0.002865,0.17314517,0.028273,0.11544106,0.03019936,0.05083725,0.03034905,-0.01923512,0.02899171,-0.11475729,0.01954325,0.10535606,0.07410659,0.05010513,0.06710978,-0.01213036,0.05836933,-0.07306672,0.04534401,-0.15615301,0.06452345,0.00048343,-0.03697139,4.84752696,295,11.85,13.16
NG1,18C,M,1,NG,0.04282472,-0.11453783,0.2235638,-0.03049765,0.23836037,0.01802332,0.14702527,0.0934462,-0.12154365,0.06061549,-0.19069407,0.04982652,-0.0135288,-0.0558553,-0.0039331,-0.01813899,-0.08727399,-0.00065321,-0.08618243,0.01688012,-0.14339323,0.02029694,-0.17079227,-0.01001149,-0.19632408,-0.01639411,-0.18380119,-0.06929754,-0.14611667,-0.1023073,-0.09773171,-0.11961734,-0.04764644,-0.12440874,0.00075737,-0.12094953,0.09192926,-0.10463581,0.14038408,-0.09011536,0.1861559,-0.06656126,0.23563417,-0.00780528,0.2205101,0.05183483,0.18959376,0.07571491,0.1034005,0.10124879,0.05610006,0.10215257,0.00639035,0.09727567,-0.0564852,0.08616453,-0.15247109,0.03583661,-0.192906,0.02380959,0.01972456,-0.08122719,-0.05970912,-0.03667211,-0.11470381,-0.02107864,0.15194258,-0.02208725,0.07827696,-0.01720591,-0.04145979,-0.01210674,-0.13893045,0.00052028,0.17637206,0.02707931,0.11830401,0.03088278,0.05332358,0.03093209,-0.01713823,0.02885503,-0.11238789,0.01782413,0.09565138,0.07832041,0.04388979,0.06845152,-0.01441,0.05733516,-0.07166783,0.04366117,-0.1537564,0.06305717,-0.00512722,-0.03788058,3.90086355,295,11.85,13.16
NG1,18C,M,2,NG,0.04692172,-0.11317689,0.22313969,-0.03127959,0.23963492,0.01546184,0.14402839,0.09205197,-0.1219519,0.06036857,-0.19218735,0.05063394,-0.00600184,-0.05553323,0.00602879,-0.01865231,-0.08795436,-0.00030666,-0.0857818,0.01716936,-0.14930438,0.01979146,-0.17302704,-0.00798908,-0.19965234,-0.01892826,-0.1832555,-0.06878621,-0.14535419,-0.10042425,-0.09743296,-0.1170549,-0.04789406,-0.12298226,0.00032281,-0.12043202,0.0911256,-0.10362672,0.13929089,-0.08894745,0.18500602,-0.06590748,0.23648278,-0.00829696,0.21935038,0.05189329,0.18791272,0.07456116,0.10242893,0.09949158,0.05546672,0.10083137,0.0059339,0.09649845,-0.05682143,0.08592016,-0.15251151,0.03566014,-0.19490638,0.02529675,0.0247802,-0.07878569,-0.05726063,-0.03548128,-0.11361288,-0.02061099,0.15280125,-0.02255179,0.0785983,-0.01782676,-0.04207641,-0.01106299,-0.14017034,0.00284592,0.17769807,0.02565993,0.11912423,0.03019322,0.0535009,0.03095966,-0.01763241,0.02849422,-0.11454536,0.0177988,0.09400057,0.07506084,0.04129947,0.06691058,-0.01777333,0.056396,-0.07563223,0.04249244,-0.15481484,0.06421145,0.00267826,-0.03800932,4.214139257,295,11.85,13.16
NG1,18C,M,3,NG,0.04902909,-0.11568473,0.22094306,-0.0289654,0.2358474,0.01620507,0.14643484,0.09221764,-0.12101799,0.0633935,-0.18828964,0.05805827,-0.01020116,-0.05873797,-0.00229996,-0.01889645,-0.08693721,-0.00017466,-0.08469927,0.01817856,-0.14783944,0.02167017,-0.16866929,-0.0091567,-0.19498189,-0.02088517,-0.18434912,-0.07127735,-0.14714956,-0.10593101,-0.09809357,-0.12401283,-0.04722014,-0.12885076,0.00158489,-0.12446591,0.09255428,-0.10522721,0.14045464,-0.08886748,0.18519284,-0.06407409,0.23317111,-0.00598024,0.21831619,0.0510993,0.18791625,0.07464081,0.1024602,0.10077327,0.05516495,0.10275437,0.00516582,0.09934672,-0.0584346,0.08968413,-0.15436785,0.03612163,-0.19084705,0.02789041,0.02434708,-0.08310269,-0.05703542,-0.04035604,-0.11251692,-0.02411596,0.1501845,-0.02213668,0.07714741,-0.01817612,-0.04189753,-0.01195734,-0.13810568,0.00319083,0.17481929,0.0262301,0.11702274,0.0302056,0.05233635,0.03032434,-0.01780131,0.0287947,-0.11342568,0.01958324,0.09635983,0.0768307,0.04346269,0.06940585,-0.01584716,0.05919887,-0.07394224,0.0455313,-0.15202522,0.06924353,-0.00192056,-0.03954011,4.380918497,295,11.85,13.16
NG1,18C,M,4,NG,0.05058533,-0.11512102,0.22137582,-0.02921144,0.23519879,0.01714765,0.1480593,0.09195412,-0.12002704,0.06452771,-0.18911043,0.05445207,-0.00904061,-0.05858245,-0.00087054,-0.01826758,-0.08986407,-0.00025203,-0.08811712,0.0179656,-0.1431161,0.02046992,-0.16852865,-0.00967706,-0.1967249,-0.01795892,-0.1837089,-0.07000931,-0.14803002,-0.10569628,-0.09886989,-0.1243118,-0.04782194,-0.12875414,0.00101925,-0.12427921,0.09212631,-0.10525262,0.14022221,-0.08924739,0.18527361,-0.06473089,0.23314894,-0.00633392,0.21780034,0.0503162,0.18776069,0.07410893,0.10262355,0.10156266,0.05517201,0.10374228,0.0050402,0.10008325,-0.05855903,0.0898103,-0.15410223,0.03542687,-0.19194363,0.02750933,0.02589366,-0.08225327,-0.05641958,-0.04005374,-0.11220675,-0.02361842,0.15032717,-0.02293162,0.0767195,-0.01872208,-0.04302767,-0.01170083,-0.14029453,0.00236673,0.17335162,0.02637492,0.11569348,0.03041009,0.05110941,0.03121204,-0.01893499,0.02952297,-0.11326115,0.01874121,0.0973762,0.07667719,0.0450128,0.06920199,-0.01378252,0.05956139,-0.07128825,0.04584342,-0.152083,0.06709085,-0.00115666,-0.03911367,4.450554497,295,11.85,13.16
NG1,18C,M,5,NG,0.04410961,-0.11571078,0.22221937,-0.02915179,0.23496538,0.01805141,0.15092677,0.0911277,-0.12252821,0.06088256,-0.18965572,0.05284453,-0.01201778,-0.05626997,-0.00047158,-0.01731191,-0.08663688,-2.01E-05,-0.08520417,0.01757737,-0.14492295,0.02050096,-0.17033091,-0.00964786,-0.19726448,-0.02145904,-0.18310342,-0.07020519,-0.14655236,-0.1043559,-0.097871,-0.12184592,-0.04752433,-0.12563005,0.00094129,-0.12196687,0.09243573,-0.10662487,0.14115027,-0.09189204,0.18649376,-0.06694343,0.23280621,-0.0070187,0.21878582,0.0502686,0.1886883,0.07437135,0.10303593,0.10079097,0.05567467,0.10244882,0.00572601,0.09852842,-0.05763304,0.08823172,-0.15327606,0.03509608,-0.19246435,0.02541672,0.02172361,-0.08156134,-0.05878925,-0.03751509,-0.11410354,-0.02195713,0.15139789,-0.02122222,0.07784492,-0.01723035,-0.04170701,-0.01048092,-0.13907312,0.0022457,0.17391127,0.0275198,0.11638969,0.03150299,0.05199737,0.03179701,-0.01783826,0.02992322,-0.11245131,0.01820144,0.09802707,0.07759984,0.04511418,0.06945628,-0.01444853,0.05967579,-0.07257634,0.04540188,-0.15354581,0.06449601,-0.00237471,-0.03793571,4.116492143,295,11.85,13.16
NG2,18C,M,1,NG,0.02481652,-0.11701635,0.22169653,-0.02945462,0.2383165,0.0234086,0.15882156,0.09078304,-0.12363258,0.05705869,-0.1917243,0.049225,-0.00669892,-0.05713003,1.69E-05,-0.01753374,-0.0899881,0.00203388,-0.088105,0.01739219,-0.14628944,0.02026003,-0.17018952,-0.01008639,-0.1964885,-0.01909656,-0.180933,-0.06773278,-0.14549952,-0.10140827,-0.09823333,-0.12073726,-0.04815971,-0.12543247,-1.74E-05,-0.12109188,0.09016131,-0.10272396,0.13782506,-0.08772271,0.18299197,-0.0649558,0.23376613,-0.00880297,0.22238777,0.05386786,0.19015866,0.07833761,0.10221528,0.09918897,0.05540285,0.09819586,0.00632547,0.09237148,-0.05589535,0.0812573,-0.1524892,0.03568206,-0.19347103,0.02417581,0.0213349,-0.08088045,-0.05976937,-0.0387738,-0.11198375,-0.02373605,0.15099996,-0.02082817,0.07740745,-0.01725292,-0.0419946,-0.00964687,-0.13942668,0.00314581,0.17592167,0.02975972,0.11749266,0.03196484,0.05214458,0.03141344,-0.01861595,0.02789403,-0.11480779,0.01849328,0.10391645,0.07863645,0.04957875,0.06951469,-0.01159797,0.05874715,-0.07154047,0.04464757,-0.15548828,0.06241061,-0.00065925,-0.03782194,4.494321447,295,11.85,13.16
NG2,18C,M,2,NG,0.05384269,-0.11099002,0.21984929,-0.03298143,0.23701373,0.02105825,0.15698726,0.0880407,-0.11880653,0.06204268,-0.192969,0.05147953,-0.00733688,-0.05847566,0.00172101,-0.01758358,-0.09390612,0.00287128,-0.09266376,0.01730491,-0.15059157,0.02134742,-0.17113998,-0.008153,-0.1973212,-0.01844389,-0.18141162,-0.06958385,-0.1445617,-0.1028423,-0.09669233,-0.12145946,-0.04655081,-0.12574638,0.00149557,-0.12095045,0.09143748,-0.10204235,0.13898881,-0.08702211,0.18413353,-0.06444072,0.2344727,-0.00820864,0.21983443,0.05113093,0.18893839,0.0747089,0.10303918,0.09729714,0.0564152,0.09741967,0.00730596,0.0925651,-0.05509344,0.08241406,-0.15231141,0.0371014,-0.19447628,0.02726323,0.02688742,-0.08023008,-0.05664075,-0.03958317,-0.11300054,-0.02270746,0.14969719,-0.02198397,0.07593603,-0.01699224,-0.04362799,-0.00966429,-0.1411633,0.00385063,0.17401593,0.02907501,0.115062,0.03154778,0.04911057,0.03090642,-0.02238816,0.02873802,-0.11906096,0.01939942,0.1015252,0.07648125,0.04680969,0.0680719,-0.01478566,0.05796984,-0.07517404,0.04449193,-0.15306972,0.06422651,0.00022447,-0.03871885,4.358368001,295,11.85,13.16
NG2,18C,M,3,NG,0.05399487,-0.11124721,0.21953926,-0.03096383,0.23632011,0.02180402,0.15758348,0.0875804,-0.12226174,0.06038971,-0.19464782,0.05198955,-0.00663263,-0.05796749,0.0018552,-0.01768949,-0.08739004,0.00140049,-0.08552798,0.01805346,-0.15284316,0.02147453,-0.1712045,-0.00846473,-0.19828975,-0.0184827,-0.18177956,-0.06923187,-0.14514851,-0.10255469,-0.09740597,-0.12154917,-0.04717653,-0.12624719,0.00098481,-0.12154024,0.09090227,-0.10218577,0.13829568,-0.08662037,0.18311765,-0.06357349,0.23339923,-0.00776746,0.21929213,0.05145249,0.18822383,0.07478682,0.10237628,0.09722604,0.05577094,0.09740816,0.00665839,0.09261108,-0.05575523,0.08248707,-0.15293856,0.03713231,-0.19582645,0.02918283,0.02775844,-0.07967881,-0.05619512,-0.03979425,-0.11256956,-0.02315459,0.14949136,-0.02279407,0.07587093,-0.01797827,-0.04349399,-0.00887454,-0.14119823,0.00360994,0.17477282,0.02764694,0.1166186,0.02998913,0.05155168,0.03007088,-0.01900036,0.02756311,-0.11545782,0.01938485,0.10156593,0.07609898,0.04630292,0.06813701,-0.01592162,0.0585045,-0.07685789,0.04497373,-0.15617842,0.06574571,-0.00054538,-0.03834351,4.590157795,295,11.85,13.16
NG2,18C,M,4,NG,0.05420293,-0.11184008,0.22146276,-0.03119403,0.23555236,0.02022039,0.15629222,0.0882948,-0.12372039,0.05886455,-0.192982,0.05093405,-0.00973954,-0.05743327,-0.00071682,-0.01664704,-0.09151236,0.00240672,-0.09001953,0.01791883,-0.15240926,0.02081655,-0.16843053,-0.00944469,-0.19719036,-0.01708313,-0.17881698,-0.06753436,-0.14387446,-0.10172765,-0.09649718,-0.12119718,-0.04638257,-0.12502153,0.00165813,-0.12067776,0.09204608,-0.10386704,0.14000549,-0.08941978,0.18528921,-0.06624005,0.23334497,-0.00823904,0.21969262,0.05000326,0.18941887,0.07406991,0.10376219,0.09774377,0.05706339,0.09829142,0.00785892,0.09382916,-0.0546289,0.08389393,-0.15133008,0.03699961,-0.19451338,0.02618318,0.02746823,-0.08052698,-0.05606651,-0.04052544,-0.11196849,-0.02367956,0.1504456,-0.02252746,0.07676014,-0.01711074,-0.04282392,-0.00898494,-0.14049819,0.00402106,0.173545,0.02840033,0.11501405,0.03123764,0.04951134,0.0310867,-0.02149068,0.02895073,-0.11815378,0.01944511,0.10069043,0.07696137,0.04562528,0.06928019,-0.01633563,0.0592883,-0.07675807,0.04461241,-0.15631479,0.06474376,-0.00353582,-0.03757599,4.285370961,295,11.85,13.16
NG2,18C,M,5,NG,0.05540897,-0.11213065,0.22014463,-0.02938008,0.23452807,0.02070215,0.1587421,0.08786311,-0.12172796,0.05968459,-0.19500915,0.05210219,-0.00869367,-0.05755039,0.00157257,-0.01722851,-0.09066588,0.00113602,-0.08818435,0.01798657,-0.14993964,0.02153317,-0.16812168,-0.00930049,-0.19853407,-0.01554303,-0.18228413,-0.06899422,-0.14561811,-0.10249766,-0.09754425,-0.12042536,-0.04752062,-0.12551885,0.00074488,-0.12177021,0.09117816,-0.10390363,0.13890607,-0.08855013,0.18372113,-0.06483256,0.23176556,-0.00756953,0.21901877,0.05048158,0.18864942,0.07459224,0.10277017,0.09831716,0.05597643,0.09856756,0.00675031,0.09358665,-0.05569444,0.08301179,-0.15258838,0.03666707,-0.19633478,0.0266625,0.02858049,-0.08069397,-0.05556783,-0.04132178,-0.11182514,-0.02509316,0.14968204,-0.02157006,0.07588488,-0.01726924,-0.04413045,-0.00989083,-0.14177341,0.00354521,0.1729882,0.02795812,0.11504506,0.03060173,0.05022508,0.03034418,-0.02001354,0.02760563,-0.11581883,0.01922682,0.10290673,0.07803394,0.04800378,0.06955209,-0.01374548,0.05895345,-0.07424203,0.04498372,-0.15586167,0.06529261,-0.001754,-0.03795751,4.431420618,295,11.85,13.16
NG3,18C,M,1,NG,0.04734585,-0.11718968,0.21933411,-0.03445898,0.23799088,0.02030523,0.1414087,0.09234069,-0.12350179,0.06238585,-0.19388313,0.05261535,-0.00442994,-0.06169869,0.00444885,-0.01847464,-0.08704511,0.00203554,-0.08532332,0.01919436,-0.14988605,0.02308677,-0.16612926,-0.00797018,-0.19647207,-0.01954461,-0.17910293,-0.06675998,-0.14432146,-0.10001589,-0.09758419,-0.12020635,-0.04757,-0.12766441,0.00135859,-0.12507586,0.09234544,-0.10647274,0.14043138,-0.09067555,0.18554596,-0.06627353,0.23474502,-0.00815447,0.22067824,0.05143903,0.18917317,0.07430451,0.10334331,0.09876287,0.05632181,0.10048499,0.00660448,0.09703795,-0.05661194,0.08776419,-0.15311533,0.03729753,-0.1947772,0.02769538,0.0253831,-0.08388823,-0.05418576,-0.04066039,-0.10876963,-0.02383123,0.15017476,-0.02280197,0.0767037,-0.01729271,-0.0423354,-0.00903236,-0.13953504,0.00435564,0.1759938,0.02753308,0.11779195,0.03116284,0.05263775,0.03228221,-0.01806924,0.03033694,-0.1139462,0.02030931,0.08985296,0.07762112,0.03787122,0.06890365,-0.02059128,0.05872982,-0.07799646,0.04566251,-0.15618572,0.06529979,0.00388338,-0.04080471,3.86099223,295,11.85,13.16
NG3,18C,M,2,NG,0.04733746,-0.11333771,0.22101524,-0.03562786,0.23956357,0.0161828,0.14741448,0.0915665,-0.1226646,0.06148648,-0.19220763,0.05114663,-0.01051536,-0.05696346,-0.00279527,-0.01675878,-0.0949183,0.00131592,-0.09209285,0.01845806,-0.14918513,0.02141227,-0.16624065,-0.00972832,-0.19341824,-0.02282565,-0.17883851,-0.06847059,-0.14282868,-0.10160749,-0.09516266,-0.11952802,-0.04533922,-0.12418083,0.00278731,-0.12047545,0.09338809,-0.1037271,0.14154497,-0.08927324,0.18720574,-0.06612087,0.23710134,-0.00769022,0.22036177,0.05133271,0.18948681,0.07444379,0.10416921,0.09936968,0.05726916,0.10076014,0.00777199,0.09675861,-0.05506793,0.08688476,-0.15161861,0.03755876,-0.19262837,0.02543804,0.02387901,-0.08057935,-0.05659455,-0.03940094,-0.11116485,-0.02400283,0.14998328,-0.02434708,0.0767663,-0.01701881,-0.04229452,-0.01049978,-0.1392287,0.00344787,0.17631533,0.02679019,0.11706693,0.03114791,0.05076002,0.0313359,-0.02110634,0.02926349,-0.1181139,0.01977699,0.0948876,0.07595508,0.04179699,0.06783429,-0.01787649,0.05838139,-0.07625802,0.0448018,-0.1560931,0.06679143,-0.0036201,-0.0374771,4.140322527,295,11.85,13.16
NG3,18C,M,3,NG,0.04832223,-0.11432231,0.21860454,-0.03870856,0.24040664,0.01542727,0.1422173,0.09194576,-0.12492703,0.06251878,-0.19268841,0.05208262,-0.00768397,-0.05775257,0.00075373,-0.01715356,-0.09221008,0.00176639,-0.08987643,0.0187217,-0.14591781,0.02154454,-0.16700263,-0.01072917,-0.1940681,-0.02480063,-0.17853648,-0.06818099,-0.14410394,-0.10243747,-0.09612715,-0.11997742,-0.04616689,-0.12482209,0.00216441,-0.12162449,0.09307244,-0.10480881,0.14133259,-0.08991263,0.18691048,-0.06621858,0.23810995,-0.00800124,0.21931804,0.05082983,0.18813847,0.07309343,0.10344866,0.09969748,0.05639704,0.10216937,0.00656928,0.09866725,-0.05661028,0.08876654,-0.15314334,0.03765571,-0.1931587,0.02587546,0.02487652,-0.0814996,-0.05519,-0.03845945,-0.11021137,-0.02313767,0.1491165,-0.02501026,0.07603811,-0.01744914,-0.04229366,-0.00988605,-0.13909711,0.00299465,0.17720616,0.02568179,0.11839236,0.03102012,0.05243774,0.03273526,-0.01909694,0.0304597,-0.11535704,0.01976966,0.09103219,0.07760382,0.03941417,0.06949136,-0.01868215,0.0599847,-0.0754925,0.04646446,-0.15694807,0.06609116,0.00031056,-0.03816608,4.153539557,295,11.85,13.16
NG3,18C,M,4,NG,0.04911137,-0.1140636,0.21949325,-0.03829464,0.23871387,0.0171943,0.14300203,0.09249432,-0.1248038,0.06130448,-0.19231252,0.05183503,-0.01092493,-0.05756091,-0.00358639,-0.01636027,-0.08737363,0.00171702,-0.08519341,0.0182458,-0.14601047,0.02140356,-0.16622143,-0.01025208,-0.19649277,-0.02365307,-0.17932334,-0.06818175,-0.14391418,-0.10161646,-0.0967686,-0.12123961,-0.04654304,-0.12583409,0.00184123,-0.12175903,0.09290693,-0.10502478,0.14143473,-0.09068379,0.18744953,-0.06728626,0.23679695,-0.00780713,0.2197687,0.05088106,0.18889985,0.07399203,0.10352178,0.09967881,0.0563909,0.10148706,0.00658727,0.09777865,-0.05665402,0.08800648,-0.15309759,0.03691377,-0.1937304,0.02623052,0.02445887,-0.08184587,-0.0562911,-0.03998007,-0.11118498,-0.02436359,0.14942466,-0.02385825,0.07598119,-0.0163595,-0.04273111,-0.00900407,-0.14004452,0.00313367,0.17681566,0.02634623,0.11875263,0.03099834,0.05368108,0.03268614,-0.01697046,0.03045154,-0.11230322,0.01914984,0.09189938,0.07771267,0.04001202,0.07003196,-0.01829273,0.06044924,-0.07515051,0.04627528,-0.15688148,0.06619713,-0.0041432,-0.0375661,3.755973591,295,11.85,13.16
NG3,18C,M,5,NG,0.05044222,-0.11331952,0.21949134,-0.03848181,0.24001948,0.016035,0.13924083,0.09282352,-0.12425068,0.06319447,-0.19377075,0.05303954,-0.00545939,-0.05829193,0.00021891,-0.01651756,-0.0906286,0.00221481,-0.08813846,0.01807991,-0.14561002,0.02306078,-0.16717881,-0.01100287,-0.19516115,-0.02190085,-0.17812355,-0.06702342,-0.14513503,-0.10283609,-0.09721726,-0.12212493,-0.04683387,-0.12517242,0.00149504,-0.12116895,0.09248541,-0.10450603,0.14094622,-0.09025138,0.18695214,-0.0670991,0.23765172,-0.0083169,0.21986232,0.0510629,0.18862508,0.07367546,0.10336725,0.09917572,0.0563251,0.10120556,0.00655117,0.09775336,-0.05670541,0.08836676,-0.15333994,0.0375794,-0.19426922,0.02617274,0.02653672,-0.08104239,-0.0542986,-0.03966603,-0.10949791,-0.02479882,0.14964733,-0.02452797,0.07625686,-0.01659418,-0.04257401,-0.00970566,-0.13986436,0.00266956,0.17719119,0.02601845,0.11857414,0.03088439,0.05290319,0.03192211,-0.01831067,0.02953867,-0.11424235,0.01983152,0.08906233,0.07683223,0.0380688,0.0683093,-0.01930641,0.0589482,-0.07572585,0.04684295,-0.15695241,0.06691475,0.00067991,-0.03780324,3.977609221,295,11.85,13.16
NG4,18C,M,1,NG,0.05096219,-0.11742081,0.21832559,-0.03435788,0.235922,0.0211876,0.14076442,0.09420536,-0.1223032,0.06069023,-0.19071876,0.05586394,-0.00070604,-0.06029337,0.00083093,-0.01624509,-0.08931398,0.0018123,-0.08774434,0.01973334,-0.14461347,0.02339193,-0.16836963,-0.00810264,-0.19637845,-0.01837113,-0.18278899,-0.06987723,-0.14714339,-0.10467085,-0.09900879,-0.12495562,-0.04784218,-0.13137163,0.00141775,-0.12712069,0.09248446,-0.10684108,0.14044163,-0.09030912,0.18538784,-0.06568268,0.23324814,-0.00754695,0.22057641,0.05084766,0.18998388,0.07525757,0.10329469,0.09988662,0.05592695,0.10059775,0.00606563,0.09605761,-0.05720552,0.08578084,-0.15481121,0.03736364,-0.19260852,0.03107708,0.02842416,-0.08369865,-0.05273697,-0.03940273,-0.10872328,-0.02273761,0.14863696,-0.02417296,0.0757283,-0.0175245,-0.0426595,-0.00863949,-0.13933892,0.00474507,0.1740758,0.02831764,0.11624354,0.03162734,0.05152714,0.03222832,-0.01860958,0.02962455,-0.11374596,0.02085019,0.09083543,0.07634796,0.03965485,0.06761482,-0.01790024,0.05853605,-0.07457563,0.04697292,-0.15388229,0.06714866,0.00297017,-0.03842429,4.165603847,295,11.85,13.16
NG4,18C,M,2,NG,0.04423807,-0.11404916,0.21864185,-0.03569081,0.23785728,0.01408464,0.14929384,0.09255364,-0.12250032,0.06014353,-0.18981325,0.05208922,-0.00160332,-0.05822166,0.00487211,-0.01617594,-0.09096907,0.00053224,-0.08913397,0.01898245,-0.15072655,0.02102809,-0.16856311,-0.01014834,-0.19503733,-0.02017681,-0.1827483,-0.06947577,-0.14707282,-0.10471582,-0.09829981,-0.12379345,-0.04745067,-0.12714026,0.00091128,-0.12195944,0.091514,-0.10330267,0.1394394,-0.08811017,0.18487301,-0.06504481,0.23530274,-0.00786036,0.21909411,0.05081527,0.18889644,0.07512105,0.10300407,0.10121643,0.05570102,0.10202536,0.00602936,0.09705083,-0.05682456,0.08602639,-0.15319539,0.03615564,-0.19153705,0.02824354,0.0257969,-0.07941663,-0.05471913,-0.03884424,-0.10921279,-0.02393653,0.14943123,-0.02503048,0.0766831,-0.01802998,-0.04116134,-0.0085353,-0.13816302,0.00214223,0.17587855,0.0262772,0.11712238,0.0316411,0.0512592,0.03240928,-0.02007658,0.02978226,-0.11703066,0.01978973,0.0956283,0.07866722,0.0419894,0.07031635,-0.0182805,0.05978528,-0.07712102,0.04508104,-0.15411493,0.06535348,0.00189784,-0.03765489,4.444939415,295,11.85,13.16
