LineID,Pop,Line,Ind,Sex,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,Csize,Elevation,Lat,Lon
RG002,RG,2,1,F,0.05334422,-0.10661139,0.22921999,-0.0246015,0.24180293,0.01734572,0.14920564,0.08423588,-0.11896045,0.0553493,-0.18519679,0.0485096,0.00503139,-0.05989429,0.0065383,-0.01581612,-0.08285459,0.00188118,-0.08902769,0.0157028,-0.14041831,0.02015437,-0.16860597,-0.00688391,-0.19479725,-0.01321623,-0.17513089,-0.06525105,-0.13758913,-0.09504077,-0.09220252,-0.11227201,-0.04429798,-0.11732789,0.00236861,-0.1144979,0.0913846,-0.09863124,0.13896679,-0.08496316,0.18340798,-0.06428106,0.23721159,-0.01178176,0.22100206,0.04940497,0.18890194,0.07030467,0.10425115,0.09103602,0.05829237,0.09176387,0.00921097,0.08789601,-0.05205754,0.07920049,-0.14789239,0.03690348,-0.18768065,0.03127314,0.03104239,-0.07620305,-0.05053821,-0.03952339,-0.10669785,-0.02197267,0.15802877,-0.02016165,0.08400555,-0.01658685,-0.03679662,-0.00949791,-0.13497182,0.00389406,0.1784124,0.02435356,0.11957901,0.02706088,0.05355487,0.02748135,-0.01791103,0.02607447,-0.11254463,0.01767179,0.09704352,0.07232195,0.04558099,0.06433698,-0.01222284,0.05459502,-0.06887158,0.04241245,-0.1492515,0.05772632,0.00926652,-0.03810677,4.463182132,295,-15.62,34.52
RG002,RG,2,2,F,0.05586782,-0.10877848,0.2279999,-0.02831748,0.24037869,0.0194815,0.1467093,0.08534072,-0.11676768,0.05527394,-0.1834232,0.05043257,0.0021909,-0.05788179,0.00828794,-0.01717389,-0.08987988,0.00124775,-0.08889661,0.01521253,-0.13774573,0.01885785,-0.16892106,-0.00730128,-0.19541106,-0.01246098,-0.17364376,-0.06466194,-0.13599185,-0.09329617,-0.0915453,-0.11189906,-0.04386587,-0.11905017,0.00305983,-0.11699412,0.09227132,-0.10089482,0.14002493,-0.08703126,0.18461258,-0.06601378,0.23781574,-0.01235176,0.2208573,0.04750685,0.18937284,0.06894818,0.10514764,0.09255935,0.05896812,0.09371092,0.00981397,0.08923362,-0.05138788,0.0791756,-0.14608394,0.03427145,-0.18735407,0.02980951,0.03249296,-0.07737277,-0.05068753,-0.03798836,-0.10852831,-0.02112822,0.15702791,-0.0213109,0.08309851,-0.01686579,-0.03755912,-0.00989698,-0.13552907,0.00443405,0.1771348,0.02588974,0.11873783,0.02824714,0.05320338,0.02801675,-0.01773574,0.0260364,-0.11128009,0.01666716,0.09432827,0.07619792,0.04373065,0.06776288,-0.0131367,0.05721198,-0.06887067,0.04454778,-0.14700549,0.05736734,0.00860643,-0.03813409,4.049583335,295,-15.62,34.52
RG002,RG,2,3,F,0.0542376,-0.10285756,0.22436803,-0.02978135,0.24092704,0.01242712,0.16494922,0.08041224,-0.11600513,0.05668141,-0.18828623,0.04627079,0.0011365,-0.05543317,0.00792469,-0.01418606,-0.09688816,0.00131478,-0.09636827,0.01636385,-0.14335498,0.01764638,-0.1676891,-0.00937424,-0.19026743,-0.01719179,-0.17293803,-0.06579272,-0.13571436,-0.09673351,-0.08963398,-0.11235431,-0.04201649,-0.11472467,0.00408809,-0.11064933,0.09253821,-0.09542567,0.13971697,-0.08245303,0.18383204,-0.06250925,0.23696599,-0.01072021,0.22037559,0.04817265,0.18943283,0.07004,0.10542585,0.09176769,0.05962368,0.09238021,0.01079073,0.08821958,-0.0501499,0.07912191,-0.14512265,0.03605951,-0.1893917,0.02771979,0.03033589,-0.07369674,-0.05061639,-0.0366322,-0.10687149,-0.02080662,0.15414852,-0.01988606,0.0807404,-0.01451336,-0.03867201,-0.00878442,-0.13619993,0.00335675,0.17654789,0.02366182,0.11674231,0.02767362,0.04963536,0.02814974,-0.02297059,0.0267963,-0.1183847,0.01685982,0.10820156,0.07064453,0.05343218,0.06388062,-0.00822937,0.05532295,-0.0684735,0.04282114,-0.14908072,0.05672086,0.00768267,-0.03552523,4.529038445,295,-15.62,34.52
RG002,RG,2,4,F,0.05369358,-0.10503695,0.22412618,-0.02944529,0.24053181,0.01404074,0.16278012,0.08096476,-0.11557031,0.05724258,-0.18855577,0.04620292,0.00421769,-0.05620188,0.00875559,-0.01436621,-0.09375885,0.00180834,-0.09304425,0.01648331,-0.14511428,0.01843798,-0.17151715,-0.00936823,-0.19200587,-0.02042165,-0.17167086,-0.06528758,-0.13467638,-0.09516575,-0.089353,-0.11106562,-0.04193745,-0.115694,0.00427739,-0.11274525,0.09259397,-0.09687125,0.13966407,-0.08305034,0.1836011,-0.06251072,0.23664176,-0.01062436,0.21998466,0.04826592,0.18895728,0.06995726,0.10501513,0.09194067,0.05920709,0.09253452,0.01040325,0.08815159,-0.05048481,0.07875614,-0.14588276,0.03651998,-0.18947691,0.02841505,0.03114428,-0.07401841,-0.05084923,-0.03530385,-0.1078726,-0.01854485,0.15411338,-0.02055075,0.08082341,-0.0150847,-0.03849076,-0.00851321,-0.1359698,0.00339571,0.17690841,0.02267323,0.11755086,0.02678057,0.05087093,0.02885073,-0.02135111,0.02794021,-0.11692272,0.01732082,0.10649339,0.07028194,0.05181574,0.06340245,-0.0097249,0.0548729,-0.06992968,0.04281392,-0.14890702,0.05666179,0.00927654,-0.03579773,4.68410496,295,-15.62,34.52
RG002,RG,2,5,F,0.05303805,-0.10595142,0.2284165,-0.0222704,0.24190725,0.01691429,0.16299518,0.08133448,-0.11280638,0.05789037,-0.18292969,0.04909111,-0.01099582,-0.05643861,-0.0035575,-0.01504785,-0.09381672,0.00022467,-0.09102002,0.0165509,-0.14631759,0.02016726,-0.16870707,-0.00756957,-0.19099427,-0.01544791,-0.16898572,-0.06483481,-0.13441931,-0.09798671,-0.08820807,-0.11457892,-0.0402038,-0.11817513,0.00612363,-0.11433236,0.09391765,-0.09617801,0.14047946,-0.08122814,0.18378613,-0.0601582,0.23660995,-0.00980498,0.2222599,0.04969601,0.19056287,0.07091864,0.10621124,0.09038132,0.06059266,0.09038085,0.01193301,0.08595812,-0.04888909,0.07709521,-0.14491252,0.03728942,-0.1862383,0.02856629,0.02647253,-0.07729179,-0.0562501,-0.03809752,-0.11269697,-0.01911541,0.15546434,-0.01777226,0.08194923,-0.01519942,-0.03816305,-0.01141442,-0.1354484,0.00371474,0.17830511,0.02445228,0.11870413,0.02693679,0.05182699,0.02694183,-0.02055555,0.02591653,-0.11704084,0.01741451,0.10612985,0.07035309,0.05136969,0.06235283,-0.01021751,0.05306948,-0.07075667,0.0419458,-0.14497957,0.05928252,-0.00191203,-0.03664901,4.306226431,295,-15.62,34.52
RG002,RG,2,7,F,0.05464202,-0.10301506,0.22466683,-0.02660962,0.24116467,0.01360684,0.16402631,0.07994724,-0.11712723,0.05674768,-0.1861012,0.04786451,-0.00177465,-0.05635357,0.00409534,-0.01510004,-0.08858037,0.00113836,-0.08693333,0.01722614,-0.14290671,0.01894595,-0.16798972,-0.00831704,-0.19268675,-0.01857798,-0.17514608,-0.0671848,-0.13800694,-0.09920993,-0.09110175,-0.1151488,-0.04296859,-0.11695246,0.00327549,-0.11212134,0.09159074,-0.09488955,0.13853655,-0.08083365,0.1823512,-0.06039751,0.23631173,-0.00996202,0.21958681,0.04927588,0.18802822,0.0701474,0.10395687,0.09148137,0.05808181,0.09244325,0.00906591,0.08874303,-0.05214498,0.0800355,-0.1475394,0.03652286,-0.18782209,0.03050229,0.0291179,-0.075116,-0.05221703,-0.03748872,-0.10872424,-0.02095795,0.15401563,-0.0193536,0.08062394,-0.01553469,-0.03883459,-0.00947694,-0.13645722,0.00158439,0.1785703,0.02159626,0.11987476,0.02581069,0.0539583,0.02821797,-0.01746798,0.02774274,-0.11273217,0.01773434,0.10762115,0.07098311,0.05310684,0.06448483,-0.00826026,0.05597512,-0.06825738,0.04379978,-0.14865478,0.05769097,0.00538212,-0.03634489,4.530394672,295,-15.62,34.52
RG002,RG,2,8,F,0.05076128,-0.10854655,0.2235066,-0.02804482,0.23806855,0.01547251,0.16004852,0.08434193,-0.11547145,0.05588876,-0.18600997,0.04669661,0.00249598,-0.05984679,0.00930654,-0.01522782,-0.08928911,0.002059,-0.08834565,0.01634536,-0.14167884,0.02105332,-0.17186612,-0.00956445,-0.19379886,-0.01871159,-0.17436809,-0.06618547,-0.13615496,-0.09508092,-0.09048693,-0.11026146,-0.04297162,-0.11626293,0.00365635,-0.11486878,0.0929077,-0.10006808,0.1404151,-0.08564603,0.1842068,-0.06342277,0.23470544,-0.00922423,0.21992255,0.04860174,0.18942743,0.07160561,0.10469191,0.09464692,0.05843293,0.09487339,0.00929898,0.08989314,-0.05182026,0.07966051,-0.14747368,0.03650157,-0.18830415,0.02743097,0.02846235,-0.07768947,-0.05231686,-0.03704926,-0.10921192,-0.01993615,0.15388861,-0.02087546,0.08084554,-0.01548606,-0.03827253,-0.00923679,-0.13537275,0.00317343,0.17560965,0.02426577,0.11736626,0.02749139,0.05198328,0.0282713,-0.01879102,0.0284953,-0.11244135,0.01842967,0.10513132,0.07386202,0.05182665,0.06507543,-0.0080512,0.05418615,-0.0665542,0.04052394,-0.14811847,0.05811064,0.01027937,-0.03827477,4.473773433,295,-15.62,34.52
RG002,RG,2,9,F,0.05187922,-0.10689385,0.22389712,-0.02841356,0.24014796,0.01476629,0.16067148,0.08247535,-0.11759638,0.05590079,-0.18561711,0.04781422,0.00240971,-0.05805325,0.00404786,-0.01442741,-0.09006869,0.00271734,-0.0890278,0.01661022,-0.14156293,0.01867405,-0.17041715,-0.00866722,-0.19195021,-0.0179451,-0.17273728,-0.06572978,-0.13689637,-0.09789411,-0.09089929,-0.1153658,-0.04255725,-0.11943543,0.00406568,-0.11539868,0.09250224,-0.09747921,0.13949494,-0.08263915,0.18326943,-0.06147053,0.23637395,-0.00986302,0.21980474,0.04865607,0.18884137,0.07065025,0.1045189,0.09308494,0.05842487,0.09381755,0.0092976,0.08961395,-0.05193851,0.08022378,-0.1473196,0.03617744,-0.18734321,0.02989137,0.02945157,-0.07613757,-0.05175015,-0.03712906,-0.10847414,-0.02045131,0.15359293,-0.019569,0.08057872,-0.01529146,-0.03833342,-0.00902982,-0.13523174,0.00347909,0.17713886,0.02267564,0.1184469,0.02621546,0.05254285,0.0277552,-0.01881981,0.02741774,-0.11331786,0.01738588,0.10528593,0.07254568,0.05161935,0.06495098,-0.00877267,0.05558877,-0.06794631,0.04355775,-0.14893078,0.05839501,0.00822945,-0.03618541,4.77445479,295,-15.62,34.52
RG002,RG,2,10,F,0.04906144,-0.10738922,0.22475617,-0.02594949,0.24141914,0.01637498,0.16242905,0.08295709,-0.11532266,0.05812422,-0.18494547,0.0495835,-0.00452107,-0.05820009,0.00276142,-0.01534164,-0.09318085,0.00233319,-0.09200364,0.01780088,-0.14134792,0.02075207,-0.15665518,-0.01097798,-0.19321685,-0.01657347,-0.17510038,-0.06682277,-0.13808697,-0.09818115,-0.09198705,-0.11577872,-0.04346518,-0.11983592,0.00328526,-0.11557693,0.091977,-0.09743652,0.13896333,-0.08232451,0.1825732,-0.0608672,0.23580896,-0.01006418,0.22196249,0.05032647,0.18999033,0.07224834,0.10450648,0.09237807,0.05835452,0.09220928,0.00920218,0.08744517,-0.05215404,0.0781104,-0.14899962,0.03759927,-0.1887896,0.02758705,0.02640659,-0.07883654,-0.04926886,-0.04020995,-0.10202011,-0.02337358,0.15383044,-0.01853083,0.08083148,-0.01541542,-0.03838466,-0.01071922,-0.13502483,0.00334596,0.17755647,0.02506445,0.11839923,0.0283013,0.05201577,0.02877879,-0.01982997,0.02795399,-0.11455584,0.01922308,0.1068774,0.07228036,0.05304325,0.0645559,-0.00754156,0.05538408,-0.06693168,0.04362382,-0.14701301,0.05868641,0.00222358,-0.03744264,4.562447786,295,-15.62,34.52
RG002,RG,2,11,F,0.0563905,-0.10591146,0.22332201,-0.02733064,0.24060086,0.01850998,0.16291136,0.08229008,-0.1181467,0.0552132,-0.18363113,0.0491152,-0.00138587,-0.05860559,0.00417539,-0.01690653,-0.08810593,0.00064625,-0.0869051,0.01722992,-0.15232024,0.02048831,-0.16856623,-0.00811089,-0.19211202,-0.01487531,-0.16978384,-0.06301138,-0.13476799,-0.09493803,-0.0894384,-0.11204043,-0.04164984,-0.11698229,0.00485024,-0.11422517,0.09326102,-0.09768545,0.14012491,-0.08290457,0.18345187,-0.06121903,0.23544677,-0.00959047,0.22210051,0.04999519,0.19043593,0.07166708,0.10581887,0.09156092,0.06008479,0.0915043,0.0113285,0.08692701,-0.04955069,0.07786519,-0.14597038,0.03873764,-0.18843655,0.03042088,0.0298638,-0.07842295,-0.05188378,-0.03922079,-0.10897312,-0.02202138,0.15318764,-0.02029366,0.08041923,-0.0169111,-0.03852098,-0.01180576,-0.13481818,0.00281726,0.17773599,0.02454585,0.11861609,0.02721606,0.05225207,0.02817757,-0.01958388,0.02720071,-0.1157848,0.01808344,0.10504018,0.07147412,0.04922276,0.06352596,-0.01345946,0.05363646,-0.07493481,0.04121999,-0.14796693,0.05761975,0.00438465,-0.03834341,4.456552697,295,-15.62,34.52
RG002,RG,2,12,F,0.05220988,-0.10596502,0.22766787,-0.02638951,0.24192875,0.01762985,0.15981506,0.08118485,-0.11674211,0.05464086,-0.18240466,0.04739744,0.00398972,-0.05618246,0.00719338,-0.01541535,-0.09128062,0.00214528,-0.09000962,0.01750338,-0.15228887,0.01983657,-0.17011984,-0.00664541,-0.19150307,-0.01470933,-0.17189723,-0.06522645,-0.13627124,-0.09745534,-0.09017623,-0.11361287,-0.04235067,-0.1167968,0.00396606,-0.11351961,0.09226278,-0.09734213,0.13931845,-0.08346538,0.18321843,-0.06294619,0.23735789,-0.01214502,0.22136126,0.04876742,0.18956044,0.0699411,0.10516311,0.09015115,0.05943787,0.09052596,0.01062893,0.08644961,-0.05029231,0.07774601,-0.14595112,0.0365227,-0.1862337,0.02728742,0.03051704,-0.07434638,-0.05125657,-0.03531846,-0.10818348,-0.01851729,0.15674748,-0.01963195,0.08336721,-0.01531103,-0.03641289,-0.00983693,-0.13357073,0.00493436,0.17810455,0.02471794,0.11841802,0.02695747,0.05140879,0.02704938,-0.02112465,0.02657294,-0.11753437,0.01832236,0.10262813,0.07096276,0.04723031,0.06365175,-0.01496729,0.0541583,-0.07595407,0.04197983,-0.14703982,0.05784643,0.00763236,-0.03625187,4.727039565,295,-15.62,34.52
RG002,RG,2,13,F,0.05597895,-0.10375094,0.22690178,-0.02704916,0.24156236,0.01615681,0.1588097,0.08169028,-0.11624602,0.05738706,-0.18691577,0.04906982,-0.00052595,-0.05684939,0.0044507,-0.01383682,-0.09174553,0.00123269,-0.09010328,0.0164085,-0.14249807,0.0191695,-0.1678843,-0.00960833,-0.19341033,-0.0168361,-0.17400549,-0.06655417,-0.13639228,-0.09691465,-0.09034481,-0.1127254,-0.04252961,-0.11634977,0.00378721,-0.11269245,0.09203093,-0.09560367,0.13907281,-0.08157303,0.18318822,-0.0615089,0.23791099,-0.01092257,0.22000676,0.04863348,0.18871373,0.06989435,0.10472654,0.09111079,0.0589419,0.09163455,0.01007694,0.08737165,-0.05097834,0.0783828,-0.1470245,0.03737898,-0.18880465,0.02990177,0.03065016,-0.07529351,-0.05139059,-0.03771791,-0.10819943,-0.0209515,0.15548099,-0.02045191,0.08173969,-0.01619001,-0.03836312,-0.0089925,-0.13640612,0.00309036,0.17829523,0.02379888,0.1192334,0.02639173,0.05292569,0.02681283,-0.0188667,0.02677354,-0.11404111,0.01742878,0.10392936,0.07022269,0.05046996,0.06248446,-0.00964585,0.05339601,-0.06869134,0.04216726,-0.14853104,0.05862824,0.00526612,-0.035868,4.76773847,295,-15.62,34.52
RG002,RG,2,14,F,0.04856993,-0.1038293,0.22660281,-0.0276289,0.24355638,0.01300909,0.1648629,0.0802579,-0.11606104,0.05543783,-0.18578012,0.04592549,-0.00303341,-0.05538446,-0.00058588,-0.01338908,-0.09384408,0.00093813,-0.09221768,0.01661222,-0.14489709,0.01693169,-0.17017078,-0.00927696,-0.19006116,-0.01813192,-0.17163796,-0.06540852,-0.13554108,-0.09772838,-0.0890772,-0.11294005,-0.04139619,-0.11532666,0.00463036,-0.11111458,0.09255514,-0.09445877,0.13935528,-0.08069031,0.18321756,-0.06089538,0.23832436,-0.01159482,0.22126986,0.04926743,0.18962352,0.07035084,0.10548419,0.09089381,0.05983646,0.09125951,0.01115079,0.08698885,-0.04962052,0.07794489,-0.14503123,0.0367087,-0.18696392,0.02821217,0.02581687,-0.07377015,-0.05452183,-0.03590456,-0.11049014,-0.02008997,0.15479887,-0.01824966,0.08141244,-0.01351814,-0.03804915,-0.00999206,-0.13549405,0.00155495,0.17953765,0.02302953,0.11964914,0.02714368,0.05239928,0.0283673,-0.02039191,0.02749474,-0.11691247,0.01652828,0.10778698,0.07100561,0.05273108,0.06420478,-0.00916899,0.05519902,-0.06973378,0.04276191,-0.14786192,0.05566385,0.00354858,-0.03443231,4.812421013,295,-15.62,34.52
RG002,RG,2,15,F,0.05209913,-0.10744507,0.22717825,-0.02354255,0.24171894,0.01846479,0.15824925,0.08245745,-0.11024013,0.06074614,-0.18360298,0.0506771,-0.00023968,-0.05848608,0.00588688,-0.01612282,-0.09190376,0.00045279,-0.08995012,0.01726565,-0.15220134,0.02109794,-0.16950516,-0.00746213,-0.19107576,-0.0169202,-0.17163813,-0.06548081,-0.1355174,-0.09712204,-0.08965796,-0.11407544,-0.04161978,-0.11864276,0.00495437,-0.11548238,0.09313044,-0.09769767,0.13978825,-0.08244323,0.18306893,-0.06088027,0.23615875,-0.01040675,0.22219893,0.04971539,0.19023114,0.07081551,0.10566532,0.09054002,0.05991955,0.09073165,0.01111383,0.08646307,-0.04990866,0.07777576,-0.14641343,0.03830815,-0.18616733,0.03112983,0.02846606,-0.07751977,-0.05239474,-0.0375382,-0.10896691,-0.01999866,0.15606051,-0.0190779,0.08275386,-0.01615307,-0.03704824,-0.01051536,-0.13413642,0.00398389,0.17815408,0.02532948,0.11860338,0.02716335,0.0517797,0.02657792,-0.02059741,0.02584007,-0.11712421,0.01860013,0.10156718,0.07005464,0.04659246,0.06188918,-0.01517311,0.05224093,-0.07585763,0.04054143,-0.14330252,0.05880051,0.00664125,-0.03792525,4.536393034,295,-15.62,34.52
RG002,RG,2,16,F,0.05246768,-0.10149771,0.22683836,-0.02651586,0.2442389,0.01715567,0.16406675,0.07844244,-0.11931959,0.05406487,-0.18618352,0.04566501,-0.00124007,-0.05571781,0.00513096,-0.01532221,-0.09142223,0.00048384,-0.08927332,0.01622512,-0.14194927,0.01864525,-0.17003274,-0.00796818,-0.19469535,-0.01638039,-0.17365554,-0.06583207,-0.13680496,-0.09691396,-0.09062915,-0.11199333,-0.04311254,-0.11400651,0.00285603,-0.10974483,0.09084968,-0.09339438,0.13769339,-0.07990296,0.18168607,-0.06034699,0.23820786,-0.01201542,0.21974201,0.05064928,0.18724552,0.06985348,0.10332366,0.08934465,0.05777826,0.09048074,0.0090188,0.08745452,-0.0519131,0.07949599,-0.14618414,0.03514639,-0.18882506,0.02641002,0.02842621,-0.07237468,-0.05363458,-0.03709938,-0.1099652,-0.02054322,0.1555918,-0.02051771,0.08179525,-0.01656919,-0.03852274,-0.01011607,-0.13646237,0.00312021,0.18039174,0.02281658,0.12102126,0.02558199,0.05437772,0.02708329,-0.01776911,0.02696304,-0.11334827,0.01700596,0.10801971,0.06957859,0.05370719,0.06312885,-0.00743339,0.05474146,-0.06725828,0.04292523,-0.15037961,0.05714042,0.00642608,-0.03621159,4.320383438,295,-15.62,34.52
RG002,RG,2,17,F,0.05750782,-0.10199803,0.22525317,-0.02863337,0.2416802,0.01442603,0.1621178,0.07979317,-0.11703357,0.0568447,-0.18762155,0.04891668,0.00518817,-0.05643903,0.00629505,-0.01399465,-0.0930124,0.00100338,-0.09115292,0.01572593,-0.14418753,0.01857399,-0.17048209,-0.0096027,-0.19479759,-0.01846949,-0.17352776,-0.06573652,-0.13614247,-0.09649061,-0.0900093,-0.11110179,-0.04247911,-0.11448718,0.00363273,-0.11093735,0.09178082,-0.09457791,0.1387337,-0.08081545,0.18277691,-0.06093363,0.23800523,-0.01086104,0.219072,0.04826657,0.18790298,0.06916727,0.10444851,0.0909074,0.05877803,0.09184775,0.00997083,0.0879482,-0.05100761,0.07914388,-0.14664481,0.03738985,-0.18968179,0.02957015,0.03291101,-0.07298495,-0.05027281,-0.03724735,-0.10779996,-0.02101503,0.15450891,-0.02035377,0.08081775,-0.01555009,-0.03916894,-0.00885556,-0.13718292,0.00293143,0.17795592,0.02287574,0.11859388,0.02576361,0.0519849,0.02593434,-0.02012506,0.02555947,-0.11570936,0.01677231,0.10606836,0.0693685,0.05169643,0.06235788,-0.00943924,0.05373232,-0.06939468,0.04229978,-0.14904413,0.05723622,0.00978558,-0.03530641,4.520761956,295,-15.62,34.52
RG002,RG,2,18,F,0.05617492,-0.10452319,0.22760066,-0.0232316,0.24205244,0.01933355,0.15656032,0.08163138,-0.11462719,0.0570059,-0.18620694,0.05151886,-0.00101381,-0.05738659,0.00088783,-0.01495659,-0.09136716,0.00170597,-0.08480906,0.0175774,-0.14171623,0.02029866,-0.16916154,-0.00739462,-0.19579701,-0.0165065,-0.17487554,-0.06778078,-0.13742027,-0.09891146,-0.09103138,-0.11514445,-0.0428944,-0.11861575,0.00350655,-0.11433998,0.09161164,-0.09601922,0.13845385,-0.08140405,0.1821899,-0.06082161,0.23613081,-0.01080553,0.22155124,0.05054619,0.18895125,0.07081461,0.10418887,0.08871542,0.05850745,0.08851817,0.00969849,0.08415563,-0.05134862,0.07552557,-0.14800041,0.03704406,-0.18786829,0.03244745,0.03053078,-0.07592539,-0.05232267,-0.03824577,-0.109573,-0.02094365,0.15548432,-0.01713355,0.08146318,-0.01412523,-0.03967116,-0.01038583,-0.13757704,0.00492255,0.17973609,0.02535335,0.12120144,0.02724822,0.0555217,0.02703982,-0.01560666,0.02605107,-0.11083803,0.01832354,0.10283129,0.06858906,0.05001338,0.06033815,-0.00939869,0.05113016,-0.06782422,0.04028561,-0.147058,0.05832312,0.00431102,-0.03628348,4.616153576,295,-15.62,34.52
RG002,RG,2,19,F,0.05262089,-0.10258951,0.22536678,-0.03126587,0.24365082,0.01173294,0.1600663,0.08240907,-0.11596725,0.05490569,-0.18597325,0.04524467,-0.00110421,-0.05423608,0.00718728,-0.01304349,-0.09127391,0.00218451,-0.09039725,0.01667256,-0.14928702,0.02011387,-0.16981802,-0.00844272,-0.19046335,-0.01714508,-0.17282491,-0.06609599,-0.13606103,-0.0979971,-0.08957105,-0.11256503,-0.04203663,-0.11433042,0.00399365,-0.11012784,0.09239428,-0.09493289,0.13961905,-0.0822545,0.18403367,-0.062968,0.23906332,-0.0118673,0.2212775,0.04951364,0.18964578,0.07102179,0.10511918,0.09136897,0.05936518,0.09142466,0.01060307,0.08685725,-0.05020189,0.07753043,-0.14554482,0.03588322,-0.18769527,0.02614293,0.0290014,-0.07248608,-0.05314324,-0.03550871,-0.10999216,-0.01956467,0.15524123,-0.02000255,0.08194016,-0.01449881,-0.03714698,-0.00844708,-0.13447273,0.00340962,0.1798766,0.02166375,0.12003603,0.02617606,0.05281466,0.02815458,-0.01997615,0.02779932,-0.11686996,0.01788781,0.10376871,0.07130589,0.04890636,0.0638008,-0.01270883,0.0542957,-0.07302864,0.04176368,-0.14791197,0.05513723,0.00635595,-0.03448143,4.695174846,295,-15.62,34.52
RG002,RG,2,20,F,0.05224968,-0.10292806,0.22654272,-0.02690662,0.24294849,0.01696157,0.16259148,0.08004628,-0.11586009,0.05535288,-0.18583186,0.04774445,0.00561863,-0.05900818,0.01073683,-0.01456244,-0.09264395,0.00079471,-0.09124959,0.01604547,-0.15096064,0.01904447,-0.17222592,-0.00834246,-0.19363503,-0.01775901,-0.17062224,-0.06319208,-0.13504663,-0.09451717,-0.08984549,-0.1118117,-0.04221093,-0.11531395,0.00382526,-0.11131004,0.09150664,-0.09409223,0.13817676,-0.08001126,0.18200688,-0.06024152,0.23803948,-0.01190511,0.22020732,0.04917648,0.18852686,0.06967186,0.10491875,0.09078968,0.05939524,0.09148755,0.01080837,0.08730463,-0.04984776,0.07818596,-0.14501419,0.03694067,-0.18781702,0.0310801,0.02927379,-0.07380679,-0.05206713,-0.03728964,-0.10843037,-0.01961166,0.15602006,-0.02100941,0.08238629,-0.01613089,-0.03767232,-0.00983755,-0.13557963,0.00268415,0.17882304,0.02345599,0.11890073,0.02613997,0.05161643,0.02709511,-0.02123438,0.02695363,-0.11806452,0.01678009,0.10500748,0.06879792,0.04940835,0.0616321,-0.01306205,0.05266227,-0.07417186,0.0401764,-0.14787459,0.05733302,0.01145717,-0.03729914,4.590685936,295,-15.62,34.52
RG005,RG,5,1,F,0.06236987,-0.10489964,0.22039146,-0.02980031,0.23681172,0.0124255,0.16133404,0.08182815,-0.1148202,0.06029867,-0.1885111,0.04974787,0.00528692,-0.05461974,0.01087619,-0.01549288,-0.08765633,0.00084507,-0.0861781,0.01683523,-0.14363233,0.02052282,-0.17317898,-0.01023186,-0.19398187,-0.02076832,-0.17348416,-0.06675923,-0.13624391,-0.09681832,-0.09079842,-0.11452768,-0.04265281,-0.11877462,0.00395585,-0.11505305,0.09266783,-0.09808413,0.13983406,-0.08359362,0.1834305,-0.06187085,0.23353684,-0.00849264,0.2183603,0.04743132,0.18821944,0.06991687,0.10434029,0.0931905,0.05822198,0.09398502,0.00908784,0.08963237,-0.05223124,0.08023552,-0.14843972,0.03746903,-0.19065765,0.03034036,0.03754956,-0.07308704,-0.04990074,-0.03713327,-0.10992161,-0.0216748,0.15180369,-0.02220124,0.0788471,-0.01735532,-0.03976498,-0.00800348,-0.13709801,0.00238139,0.1755675,0.02236176,0.11762541,0.02683507,0.05252947,0.02876659,-0.01795931,0.02763721,-0.11230475,0.01820925,0.1056015,0.07088635,0.05151855,0.06337509,-0.00934805,0.05470184,-0.06900399,0.04316089,-0.14841697,0.06007441,0.00913257,-0.03558913,4.429891028,295,-15.62,34.52
