137	70	2	1
ACA_AAC_1.0
ACA_AAC_2.0
ACA_AAC_3.0
ACA_AAC_4.0
ACA_AAC_5.0
ACA_AAC_6.0
ACA_AAC_7.0
ACA_AAC_8.0
ACA_AAC_9.0
ACA_AAC_10.0
ACA_AAC_11.0
ACA_AAC_12.0
ACA_AAC_13.0
ACA_AAC_14.0
ACA_AAC_15.0
ACA_AAC_16.0
ACA_AAC_17.0
ACA_AAC_18.0
ACA_AAC_19.0
ACA_AAC_20.0
ACA_AAC_21.0
ACA_AAC_22.0
ACA_ACG_1.0
ACA_ACG_2.0
ACA_ACG_3.0
ACA_ACG_4.0
ACA_ACG_5.0
ACA_ACG_6.0
ACA_ACG_7.0
ACA_ACG_8.0
ACA_ACG_9.0
ACA_ACG_10.0
ACA_ACG_11.0
ACA_ACG_12.0
ACA_ACG_13.0
ACA_ACG_14.0
ACA_ACG_15.0
ACA_ACG_15.1
ACA_ACG_15.2
ACA_ACG_16.0
ACA_ACG_17.0
ACA_ACG_18.0
ACA_AGC_1.0
ACA_AGC_2.0
ACA_AGC_3.0
ACA_AGC_4.0
ACA_AGC_5.0
ACA_AGC_6.0
ACA_AGC_7.0
ACA_AGC_8.0
ACA_AGC_9.0
ACA_AGC_10.0
ACA_AGC_11.0
ACA_AGC_12.0
ACA_AGC_13.0
ACA_AGC_14.0
ACA_AGC_15.0
ACA_AGC_16.0
ACA_AGC_17.0
ACA_AGC_18.0
ACA_AGC_19.0
ACA_AGC_20.0
ACA_AGC_21.0
ACA_AGC_23.0
ACA_AGC_24.0
ACA_AGC_25.0
ACA_AGC_26.0
ACA_AGC_27.0
ACA_AGC_28.0
ACA_AGC_29.0
31	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	2	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	2	2	2	1	2	1
32	2	1	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	1	2
32	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	2	1	2	2
33	1	1	2	1	2	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1
33	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1
34	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	1	1	1	1	2	2	1	2	2	2
34	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	2	2
34	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	2	1	1
35	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1
35	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	2	2
35	1	1	1	1	2	1	2	2	2	1	2	1	1	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2
36	1	1	1	1	1	1	2	2	1	1	2	0	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	2	2	1	1	2	1
36	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	2	1	2	1	2	2	1	1	2	1
36	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	1
37	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1
37	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1
38	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	1	1	2	1	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	0	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2
39	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1
39	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2
40	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	2
40	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	1	2	2	2	2	2	1
40	1	2	2	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2
41	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	2	2	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	1	0
41	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	2	2	1	2	2	2
41	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	2	1	2	2	1	2	2	1	2	2	0	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	2	1	1	2	2	1	1	2	2	1	2	2	1	1	2	2	2	1	2	2
42	1	1	2	2	2	1	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1
42	1	1	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	2	2	1	1	2	1	2	2	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	2	2	2	1	2	2	2
42	1	1	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1
43	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	2	2	1	2	1	1	2	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	1
43	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	1
43	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	2	2	2	2
44	1	1	2	1	1	1	2	2	2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2
44	1	1	2	1	2	1	2	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1
44	1	1	2	2	1	1	1	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	2	2	1	2	2	2
45	1	1	2	1	2	1	1	2	2	2	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2
45	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	0
46	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	0	2	2	2	1	0	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	2	2	1	2	1	2
46	2	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2
46	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	1	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2
47	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2
47	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1	2	2	1	2	2	2
47	1	1	1	1	1	1	2	2	2	1	0	2	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	2
48	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2
48	1	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	2
48	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	2	2	0	2	0	0
49	1	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2	2	2	2	2
49	1	1	0	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	2	2	1
49	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	2	2	2	2	1	2
50	1	1	2	1	1	1	1	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	2	2	2
50	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1
50	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	1	1	2	0	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1
51	1	2	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	1	2	2	2	2	2	2
51	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	2
52	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	2	2	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1
52	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1
52	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	2	2	2	2
53	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	2	1	2	2	2
53	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	2	2	1	2	2	1
54	2	2	1	0	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	0	1	2	1	2	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	2	2	1	2	1	1
54	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2
54	2	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	1	1
55	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	2	2	2
55	2	1	2	2	1	1	2	2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	2	1	2	2	2	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2
55	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2
56	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1
56	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1
57	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2
57	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2
58	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	2	1	2	2	2
58	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	2	2	2	1	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	1	1	1	1	1	2	2	1	2	2	2
59	1	1	2	1	2	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	1	2	2	2
59	1	2	2	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2
60	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	2	2	2
60	1	1	1	2	2	1	2	2	1	1	1	2	1	2	2	1	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	2	2	2	2	1	1	2	1	1	1	2	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2
60	1	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1
61	1	2	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	1	2	2
61	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	2	2	2	2	2	2	1	1
61	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2
62	1	1	2	2	2	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1
62	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	1
62	1	2	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	2	1	2	1	2	1	0	1	1	2	1	1	2	2	2	1	2	2	1	1	2	2
63	1	2	2	1	1	1	2	2	2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2
63	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	2
63	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	2	2	1	1	2	2	2	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	1	2	2	1	2	2
64	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	0	2	1	1	2	1	1	1	2	2	1	2	2	2	2	2	2
64	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	2	1	2	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2
