137	70	2	1
ACA_AAC_1.0
ACA_AAC_2.0
ACA_AAC_3.0
ACA_AAC_4.0
ACA_AAC_5.0
ACA_AAC_6.0
ACA_AAC_7.0
ACA_AAC_8.0
ACA_AAC_9.0
ACA_AAC_10.0
ACA_AAC_11.0
ACA_AAC_12.0
ACA_AAC_13.0
ACA_AAC_14.0
ACA_AAC_15.0
ACA_AAC_16.0
ACA_AAC_17.0
ACA_AAC_18.0
ACA_AAC_19.0
ACA_AAC_20.0
ACA_AAC_21.0
ACA_AAC_22.0
ACA_ACG_1.0
ACA_ACG_2.0
ACA_ACG_3.0
ACA_ACG_4.0
ACA_ACG_5.0
ACA_ACG_6.0
ACA_ACG_7.0
ACA_ACG_8.0
ACA_ACG_9.0
ACA_ACG_10.0
ACA_ACG_11.0
ACA_ACG_12.0
ACA_ACG_13.0
ACA_ACG_14.0
ACA_ACG_15.0
ACA_ACG_15.1
ACA_ACG_15.2
ACA_ACG_16.0
ACA_ACG_17.0
ACA_ACG_18.0
ACA_AGC_1.0
ACA_AGC_2.0
ACA_AGC_3.0
ACA_AGC_4.0
ACA_AGC_5.0
ACA_AGC_6.0
ACA_AGC_7.0
ACA_AGC_8.0
ACA_AGC_9.0
ACA_AGC_10.0
ACA_AGC_11.0
ACA_AGC_12.0
ACA_AGC_13.0
ACA_AGC_14.0
ACA_AGC_15.0
ACA_AGC_16.0
ACA_AGC_17.0
ACA_AGC_18.0
ACA_AGC_19.0
ACA_AGC_20.0
ACA_AGC_21.0
ACA_AGC_23.0
ACA_AGC_24.0
ACA_AGC_25.0
ACA_AGC_26.0
ACA_AGC_27.0
ACA_AGC_28.0
ACA_AGC_29.0
64	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	2	1	2	2	2
65	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	2	2	1	2	2	1
65	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2
65	2	2	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	2	1	2	1	2	2	1	2	2	1	1	1	2	2	2	2	2	1
66	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	2	2	1	0	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2
66	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	1	2	1
66	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	2	2	2	1	1	1
67	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	0	1	2	2
67	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	0	2	2	1	0	0	0
68	1	1	1	1	2	1	2	2	2	2	1	2	2	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	1	2	2	1	1	0	2	1	2	2	2	2	2	2
68	1	1	1	1	1	1	1	2	1	1	1	2	1	0	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1
69	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	2	2	2	1	1	2	1	2	2	2	1	2	2	2
69	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2
70	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2	2	1
70	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1
70	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	1	2	1	2	1	1	1	2	2	2	1	0	2	2
71	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	1	1	2	1	1	2	2	1	2	2	2
71	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	1	1	2	1	1	2	2	1	2	2	2
71	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	1	2	1	2	2	1	1	1	2	1	1	2	2	1	2	2	2
72	1	1	1	2	2	1	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	2	1	2	2	1	2	1	1	1	1	1	1	2	2	2	1	2	2
72	1	1	2	2	1	1	1	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2
72	1	2	1	2	1	1	1	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2
73	1	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	0	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	1	2	2	1
73	1	1	2	1	2	1	2	2	2	1	2	1	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2
73	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	2
74	1	2	1	1	2	1	2	2	2	1	1	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	1	2	2
74	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	2	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2
74	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	2	2	1
75	1	1	1	1	2	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2
75	1	1	2	1	1	1	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	2	2	1	2	2	1
75	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2
76	1	1	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1
76	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2
76	1	2	1	1	2	1	1	2	1	2	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	1	2	2	2	2	2	1
77	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	0	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1
77	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	0	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	2	2	1	2	2	2
77	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	0	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	0
78	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1
78	1	1	2	1	1	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2
78	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	2
79	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2
79	2	1	1	2	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	2	2
79	2	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	2	1	2	2	1
80	1	1	1	2	1	1	2	2	2	2	2	1	2	1	2	2	2	1	2	1	2	2	1	1	2	1	1	2	1	1	1	0	2	1	2	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	1	2	1	2	1	1	2	2	1	1	1	1	2	2	2	1	2	2	2
80	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	0	1	2	2	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	2	2	2	1
80	2	1	1	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1
81	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	2	1	2	2
81	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	1	2	2	2	1	2	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2
81	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	2	2	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	0	2	2	2
82	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	1	1	0	2	2	1	2	2	1
82	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	2	1	2	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	2	1	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1
82	1	1	1	2	2	2	2	2	1	2	1	1	2	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	2	1	1	2	2	1	2	1	2	1	1	2	1	2	2	2	0	2	1	1
83	2	1	1	1	1	2	2	2	1	2	1	2	2	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	2	0	2	2	1
83	2	1	1	2	1	2	2	2	1	2	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	1	2	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	1	2	2	0	2	2	1
83	2	1	1	2	1	2	2	2	1	2	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	2	1	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1
84	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	2	2	2
84	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	1	2	1	2
84	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	2	2	1	1	2	2	2	2	2	2
85	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	2	2	2	2	2	1
85	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	2	2	1	1	2	2	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2
85	1	2	1	1	2	1	1	2	1	2	2	1	1	2	1	2	2	2	2	1	2	2	1	2	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	2
86	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	2	2	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	1	2	0	1	2	1	1	2	2	2	2	2	2
86	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2
86	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	2	1	2	0	1	2	2	1	1	2	1	1	2	2	2	2	2	2
87	1	2	2	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	1	2	2	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	2	2
90	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	2	2	1	2	2	2
90	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	1	2	2	1	2	2	2
91	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1
91	2	2	1	1	1	1	2	2	1	1	2	2	1	1	2	1	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	2	1	2	2
91	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	2	2	1	1	2	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1
92	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	0	1	2	1
92	1	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	2	0	1	2	2
92	2	1	1	2	1	1	2	2	1	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	0	2	2	2
93	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2
93	2	2	1	1	1	1	2	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	1	2	1	2	1
93	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	2	2	1	2	2	1
94	1	1	1	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	1	2	2
94	1	1	1	2	1	2	2	2	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2
94	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	2	2	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	1	2	2	2	1	2	2
95	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2
95	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2
95	1	2	1	2	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1
96	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	2	2	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2
