Fish_ID,Schisto_exposure,Schisto_pop,Schisto_fam,Cage,Died_in_cage,Schisto_infection,Plerocercoid_weight_mg,Treatment,Date_Schisto_exposure,Date_in_lake,Date_dissected,Age_at_dissection,Fish_sex,Initial_total_length_mm,Initial_std_length_mm,Initial_weight_g,Final_total_length_mm,Final_std_length_mm,Final_weight_g,Final_weight_no_Schisto,HK_weight_mg,Spleen_weight_mg,Liver_weight_mg,Gonad_weight_mg,Irregular_Apatemon_Cysts,Tr,Af,Er,Gy,Gl,Ac,Cp,Dg,Dp,Ec,Ph,Sg,Tc,Ju,An,Cl,Co,Ra,Ps,Pf,Vc
141,1,LG,LG-B,3,1,,,,13.05.09,20.05.09,,,,41,36,0.6039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,LG,LG-B,3,0,0,,Uninfected,13.05.09,20.05.09,11.08.09,90,M,40,36,0.5791,49,43,1.1025,1.1025,3.7,3.4,40.3,6.5,,1,0,0,0,0,40,0,0,1,3,0,0,0,1,0,1,0,0,0,4,0
143,1,LG,LG-B,3,1,,,,13.05.09,20.05.09,,,,39,35,0.4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,LG,LG-B,3,0,0,,Uninfected,13.05.09,20.05.09,11.08.09,90,F,42,38,0.6282,50,44,0.9599,0.9599,2.1,1.4,17.3,16.6,,1,0,0,3,0,53,8,0,3,3,0,0,0,10,0,0,0,0,0,3,0
145,1,LG,LG-B,3,1,,,,13.05.09,20.05.09,,,,39,35,0.5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,HG,HG-A,3,1,,,,12.05.09,20.05.09,,,,40,35,0.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1,HG,HG-A,3,1,,,,12.05.09,20.05.09,,,,40,35,0.5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1,HG,HG-A,3,0,1,312.9,Infected HG,12.05.09,20.05.09,11.08.09,91,M,43,38,0.6485,55,49,1.8319,1.519,7.2,6.1,51.1,7.2,,0,0,0,0,0,39,5,0,1,8,0,0,0,1,0,0,0,0,0,14,0
149,1,HG,HG-A,3,1,,,,12.05.09,20.05.09,,,,41,36,0.5149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,HG,HG-A,3,1,,,,12.05.09,20.05.09,,,,44,39,0.6824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,HG,HG-A,1,1,,,,12.05.09,20.05.09,,,,44,39,0.6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,LG,LG-A,1,1,,,,12.05.09,20.05.09,,,,48,42,0.8863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,HG,HG-A,2,1,,,,12.05.09,20.05.09,,,,45,39,0.8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,LG,LG-A,2,1,,,,12.05.09,20.05.09,,,,44,39,0.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,HG,HG-A,3,0,0,,Uninfected,12.05.09,20.05.09,11.08.09,91,F,40,35,0.5597,53,47,1.1975,1.1975,3.2,4.7,41,68.5,,3,0,0,0,0,45,6,1,3,4,0,1,0,8,0,0,0,0,0,2,0
156,1,LG,LG-A,3,0,1,251,Infected LG,12.05.09,20.05.09,11.08.09,91,F,44,39,0.6868,60,53,2.1191,1.8681,9.3,5,60.6,72,,1,0,0,2,0,54,3,1,3,3,0,0,0,8,0,5,0,0,0,10,0
157,1,HG,HG-B,1,0,1,253.9,Infected HG,13.05.09,20.05.09,10.08.09,89,F,48,43,0.8163,56,50,1.3631,1.1092,2,1.3,19.2,24.7,,3,5,0,0,0,48,3,1,8,4,0,1,0,29,0,0,0,0,0,1,0
158,1,LG,LG-B,1,1,,,,13.05.09,20.05.09,,,,46,41,0.7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,HG,HG-B,2,1,,,,13.05.09,20.05.09,,,,49,42,0.9856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,LG,LG-B,2,1,,,,13.05.09,20.05.09,,,,46,40,0.8469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,HG,HG-B,3,0,1,265.3,Infected HG,13.05.09,20.05.09,11.08.09,90,M,43,38,0.6349,53,47,1.5811,1.3158,4.2,2.6,33,3.3,,3,0,0,0,0,44,6,0,8,5,0,0,0,1,0,0,1,0,0,9,0
162,1,LG,LG-B,3,1,,,,13.05.09,20.05.09,,,,43,38,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,HG,HG-A,4,1,,,,20.05.09,27.05.09,,,,42,37,0.5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1,HG,HG-A,4,0,1,285,Infected HG,20.05.09,27.05.09,12.08.09,84,M,40,36,0.502,48,43,1.2024,0.9174,4.7,3.1,27.8,1.5,0,3,0,0,0,0,18,3,0,1,7,0,0,0,1,0,2,0,0,0,4,0
165,1,HG,HG-A,4,0,1,254.9,Infected HG,20.05.09,27.05.09,12.08.09,84,M,41,37,0.5455,48,43,1.0321,0.7772,1.7,1.4,16.1,1.9,1,3,0,0,1,0,19,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0
166,1,HG,HG-A,4,0,1,204.5,Infected HG,20.05.09,27.05.09,12.08.09,84,F,42,37,0.5619,49,43,1.1255,0.921,2.5,1.2,23.5,22.6,1,3,0,0,12,0,36,7,0,0,3,0,0,0,0,0,0,0,0,0,8,0
167,1,HG,HG-A,4,1,0,,,20.05.09,27.05.09,12.08.09,84,,43,38,0.6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,,,4,0,0,,Control,20.05.09,27.05.09,12.08.09,84,M,41,37,0.5888,51,45,1.2385,1.2385,3.4,5.4,37.7,9.9,0,1,0,0,0,0,36,6,0,1,11,0,0,0,1,0,1,0,0,0,13,0
169,0,,,4,0,0,,Control,20.05.09,27.05.09,12.08.09,84,M,40,36,0.5072,50,44,0.9319,0.9319,2.9,3.1,27.4,23.2,0,2,0,0,24,0,57,4,0,1,5,0,0,0,1,0,0,1,0,0,2,0
170,0,,,4,0,0,,Control,20.05.09,27.05.09,12.08.09,84,M,40,36,0.5369,49,43,0.769,0.769,1.3,1.5,16.5,18.2,0,3,0,0,1,0,87,3,1,6,1,0,0,0,10,0,0,0,0,0,0,0
171,0,,,4,0,0,,Control,20.05.09,27.05.09,12.08.09,84,M,40,36,0.5474,49,44,1.0457,1.0457,2.8,3.2,22.3,5.7,0,0,0,0,2,0,38,5,0,1,3,0,0,0,0,0,1,0,3,0,4,0
172,0,,,4,0,0,,Control,20.05.09,27.05.09,12.08.09,84,M,42,37,0.6318,49,44,0.9431,0.9431,2,2,19.7,4.4,0,3,0,0,5,0,36,11,0,1,4,0,0,0,0,0,0,0,0,0,0,0
173,1,HG,HG-B,4,0,1,275.1,Infected HG,19.05.09,27.05.09,12.08.09,85,M,41,37,0.5746,49,43,1.2297,0.9546,3.5,2.1,28.1,0.8,1,2,0,0,1,0,20,9,0,1,5,0,0,0,1,0,0,1,0,0,10,0
174,1,HG,HG-B,4,1,,,,19.05.09,27.05.09,,,,38,34,0.4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1,HG,HG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,43,38,0.645,49,43,0.7773,0.7773,1.7,1.6,12.8,12,0,1,0,0,1,0,59,4,0,0,3,0,0,0,6,0,0,1,0,0,6,0
176,1,HG,HG-B,4,1,1,,,19.05.09,27.05.09,12.08.09,85,,38,34,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,HG,HG-B,4,1,,,,19.05.09,27.05.09,,,,40,36,0.5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,LG,LG-A,4,0,1,230,Infected LG,20.05.09,27.05.09,12.08.09,84,M,40,36,0.4787,53,47,1.5535,1.3235,4.6,1.9,26.8,10.7,0,2,0,0,1,0,47,4,1,3,9,0,0,0,3,0,0,0,0,0,12,1
179,1,LG,LG-A,4,0,1,115.9,Infected LG,20.05.09,27.05.09,12.08.09,84,F,40,36,0.4665,49,43,0.9302,0.8143,2.1,1.8,18.4,14,0,3,0,0,7,0,71,6,0,1,3,0,0,0,2,0,0,0,0,0,5,0
180,1,LG,LG-A,4,0,0,,Uninfected,20.05.09,27.05.09,12.08.09,84,F,42,37,0.6238,53,47,1.1381,1.1381,3.2,4.2,36.5,37.4,0,2,0,0,11,0,37,2,0,4,10,0,0,0,6,0,0,0,0,0,5,0
181,1,LG,LG-A,4,1,0,,,20.05.09,27.05.09,12.08.09,84,,42,37,0.5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,LG,LG-A,4,1,0,,,20.05.09,27.05.09,12.08.09,84,,40,36,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,LG,LG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,40,36,0.5361,53,46,1.0036,1.0036,3.2,2.3,25.5,28.7,0,2,0,0,0,0,39,6,0,3,8,0,0,0,2,0,0,0,0,0,2,0
184,1,LG,LG-B,4,1,,,,19.05.09,27.05.09,,,,43,38,0.5945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1,LG,LG-B,4,1,1,,,19.05.09,27.05.09,12.08.09,85,,43,38,0.6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,LG,LG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,45,40,0.8166,51,45,0.9021,0.9021,3,2.1,19,10.6,0,3,0,0,7,0,81,8,1,1,4,0,2,0,19,0,0,0,0,0,1,0
187,1,LG,LG-B,4,1,,,,19.05.09,27.05.09,,,,44,39,0.6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,HG,HG-A,4,1,0,,,20.05.09,27.05.09,12.08.09,84,,41,36,0.5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1,HG,HG-A,4,1,,,,20.05.09,27.05.09,,,,38,34,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1,HG,HG-A,4,1,,,,20.05.09,27.05.09,,,,43,38,0.6967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,HG,HG-A,4,1,,,,20.05.09,27.05.09,,,,40,36,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1,HG,HG-A,4,0,1,196.4,Infected HG,20.05.09,27.05.09,12.08.09,84,F,47,42,0.9037,50,45,1.0925,0.8961,2.6,0.9,19.4,19.7,0,2,0,0,3,0,70,6,0,4,1,0,1,0,2,0,1,0,0,0,3,0
193,0,,,4,0,0,,Control,19.05.09,27.05.09,12.08.09,85,M,36,33,0.3836,46,41,0.7447,0.7447,1.5,2,13.4,4.4,0,1,0,0,5,0,71,2,0,1,4,0,0,0,13,0,0,0,0,0,2,0
194,0,,,4,0,0,,Control,19.05.09,27.05.09,12.08.09,85,F,38,34,0.4098,44,39,0.5935,0.5935,0.7,0.6,8.5,76.2,0,3,0,0,26,0,77,3,0,0,2,0,0,0,4,0,0,0,0,0,1,0
195,0,,,4,1,,,,19.05.09,27.05.09,,,,38,34,0.4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0,,,4,0,0,,Control,19.05.09,27.05.09,12.08.09,85,M,41,37,0.6082,50,44,0.924,0.924,2.1,2,15.5,5.6,0,1,0,0,7,0,67,6,0,0,6,0,1,0,3,0,1,0,1,0,8,0
197,0,,,4,1,0,,,19.05.09,27.05.09,12.08.09,85,,40,35,0.4874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1,HG,HG-B,4,1,,,,19.05.09,27.05.09,,,,43,38,0.6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1,HG,HG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,47,42,0.8278,55,49,1.0499,1.0499,2.4,2.7,21.5,29.6,0,1,0,0,0,0,59,6,1,0,3,0,0,0,6,0,0,0,0,0,5,0
200,1,HG,HG-B,4,1,,,,19.05.09,27.05.09,,,,39,35,0.4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,HG,HG-B,4,1,1,,,19.05.09,27.05.09,12.08.09,85,,38,34,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1,HG,HG-B,4,0,1,213.1,Infected HG,19.05.09,27.05.09,12.08.09,85,M,37,33,0.3922,46,40,0.9485,0.7354,3.1,3.3,18.9,1.1,1,1,0,0,0,0,24,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0
203,1,LG,LG-A,4,0,1,233.9,Infected LG,20.05.09,27.05.09,12.08.09,84,M,44,39,0.6766,53,47,1.5214,1.2875,3.7,2.3,29.1,8.5,1,1,1,0,1,0,55,6,0,1,2,0,0,0,0,0,0,0,0,0,2,0
204,1,LG,LG-A,4,1,,,,20.05.09,27.05.09,,,,36,32,0.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1,LG,LG-A,4,1,,,,20.05.09,27.05.09,,,,42,37,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1,LG,LG-A,4,1,,,,20.05.09,27.05.09,,,,42,38,0.6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1,LG,LG-A,4,0,1,145.5,Infected LG,20.05.09,27.05.09,12.08.09,84,F,39,34,0.4584,51,45,1.2223,1.0768,3.3,5.4,26.1,22.5,0,3,0,0,0,0,48,5,0,1,7,0,0,0,1,0,0,0,0,0,5,0
208,1,LG,LG-B,4,1,0,,,19.05.09,27.05.09,12.08.09,85,,43,38,0.6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1,LG,LG-B,4,1,,,,19.05.09,27.05.09,,,,40,36,0.5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1,LG,LG-B,4,0,1,220.5,Infected LG,19.05.09,27.05.09,12.08.09,85,M,45,40,0.7878,53,47,1.4359,1.2154,4,2,26,7.8,0,0,0,0,1,0,76,1,0,3,1,0,0,0,2,0,0,0,0,0,4,0
211,1,LG,LG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,39,35,0.4735,47,42,0.8116,0.8116,1.9,1.3,13.1,52.4,0,3,0,0,0,0,61,1,1,4,3,0,0,0,17,0,0,0,0,0,6,0
212,1,LG,LG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,43,38,0.6562,49,43,0.7624,0.7624,1,2.4,15.3,18.8,0,1,0,1,0,1,56,2,0,2,2,0,0,0,13,0,0,0,0,0,1,1
213,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,46,40,0.7724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,44,39,0.6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1,HG,HG-A,5,0,0,,Uninfected,20.05.09,27.05.09,13.08.09,85,F,44,39,0.7436,48,43,0.994,0.994,2.2,1.3,10.2,21.3,0,2,0,0,10,0,52,15,0,5,4,0,1,0,0,0,0,0,0,0,9,0
216,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,43,37,0.6895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1,HG,HG-A,5,0,1,393,Infected HG,20.05.09,27.05.09,13.08.09,85,F,40,35,0.514,50,45,1.4744,1.0814,6.1,2.5,39,19.5,1,1,0,0,2,0,24,10,0,0,2,0,0,0,0,0,0,0,0,1,7,0
218,0,,,5,1,,,,19.05.09,27.05.09,,,,41,36,0.5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0,,,5,1,,,,19.05.09,27.05.09,,,,42,37,0.5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0,,,5,0,0,,Control,19.05.09,27.05.09,13.08.09,86,M,41,36,0.5484,46,41,0.8114,0.8114,3.2,1.9,15.5,5.2,0,1,0,0,2,0,44,4,1,1,0,0,0,0,1,0,0,0,0,0,4,0
221,0,,,5,0,0,,Control,19.05.09,27.05.09,13.08.09,86,M,40,36,0.562,47,42,1.0496,1.0496,3.5,1.8,19.8,7.9,0,1,0,0,0,0,39,6,0,0,2,0,0,0,0,0,0,0,0,0,4,0
222,0,,,5,0,0,,Control,19.05.09,27.05.09,13.08.09,86,M,43,38,0.6573,45,40,0.8106,0.8106,1.9,1.7,12.5,4.6,0,1,0,0,1,0,65,8,0,0,0,0,1,0,2,0,0,0,0,0,3,1
223,1,HG,HG-B,5,0,0,,Uninfected,19.05.09,27.05.09,13.08.09,86,M,40,36,0.5654,47,42,0.8967,0.8967,3,2,20.1,4.5,1,1,0,0,0,0,44,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
224,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,40,36,0.5861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,37,33,0.3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,36,32,0.4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,41,36,0.5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,42,37,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,43,38,0.6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,44,39,0.7347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,42,37,0.6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,LG,LG-A,5,0,1,288.7,Infected LG,20.05.09,27.05.09,13.08.09,85,F,47,42,0.8346,58,52,1.9995,1.7108,7.3,2.1,62.3,29,0,0,0,0,1,0,37,14,1,2,5,0,0,0,0,0,1,1,2,0,7,0
233,1,LG,LG-B,5,0,1,235.5,Infected LG,19.05.09,27.05.09,13.08.09,86,F,42,37,0.6401,50,45,1.2888,1.0533,4,2,25.6,16.8,0,0,0,0,15,0,61,14,1,1,3,0,1,0,1,0,1,0,0,0,1,0
234,1,LG,LG-B,5,1,,,,19.05.09,27.05.09,,,,42,37,0.5796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,LG,LG-B,5,1,,,,19.05.09,27.05.09,,,,40,36,0.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,LG,LG-B,5,0,1,308.5,Infected LG,19.05.09,27.05.09,13.08.09,86,F,42,37,0.5724,55,49,1.5034,1.1949,5.8,2.8,38,51.2,0,1,0,0,2,0,52,5,0,2,5,0,0,0,7,0,0,0,0,0,5,0
237,1,LG,LG-B,5,0,1,235.5,Infected LG,19.05.09,27.05.09,13.08.09,86,F,40,35,0.5864,51,45,1.2826,1.0471,3.6,2.9,28.2,25.5,1,1,0,0,0,0,41,2,0,1,2,0,0,0,0,0,0,0,0,0,6,0
238,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,40,35,0.5138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,43,38,0.6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,HG,HG-A,5,0,1,297,Infected HG,20.05.09,27.05.09,13.08.09,85,F,42,37,0.6105,54,48,1.6459,1.3489,5.4,3,37.5,24.4,1,1,0,0,5,0,75,9,0,1,9,0,0,0,0,0,5,0,0,0,7,0
241,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,44,38,0.6768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1,HG,HG-A,5,0,1,259.8,Infected HG,20.05.09,27.05.09,13.08.09,85,F,43,38,0.6422,50,44,1.1678,0.908,2.1,1.6,18.7,16.4,1,2,0,0,3,0,20,41,0,2,0,0,1,0,0,0,0,0,0,0,0,1
243,0,,,5,1,,,,20.05.09,27.05.09,,,,43,38,0.6284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0,,,5,1,,,,20.05.09,27.05.09,,,,44,39,0.7443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0,,,5,1,,,,20.05.09,27.05.09,,,,42,37,0.6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0,,,5,1,,,,20.05.09,27.05.09,,,,44,39,0.6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0,,,5,1,,,,20.05.09,27.05.09,,,,45,40,0.7066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1,HG,HG-B,5,0,0,,Uninfected,19.05.09,27.05.09,13.08.09,86,F,40,36,0.5267,46,40,0.6834,0.6834,1.5,0.8,12.1,17.2,0,3,6,0,2,0,76,4,1,1,0,0,0,0,1,0,0,0,0,0,2,0
249,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,41,36,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,41,36,0.5611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,46,40,0.8398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,43,38,0.5794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,43,38,0.6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,41,36,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1,LG,LG-A,5,1,0,,,20.05.09,27.05.09,13.08.09,85,,40,35,0.5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1,LG,LG-A,5,1,0,,,20.05.09,27.05.09,13.08.09,85,,44,39,0.6477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1,LG,LG-A,5,0,1,187.8,Infected LG,20.05.09,27.05.09,13.08.09,85,M,42,37,0.5971,50,45,1.266,1.0782,5.2,2.3,25.1,2.5,0,1,0,0,2,0,49,10,0,1,1,0,0,0,4,0,1,0,1,0,4,0
258,1,LG,LG-B,5,0,1,295.4,Infected LG,19.05.09,27.05.09,13.08.09,86,F,45,40,0.7453,55,49,1.6341,1.3387,5.3,1.9,29.6,22.4,0,0,0,0,2,0,73,7,4,3,4,0,4,0,4,0,0,0,0,0,7,0
259,1,LG,LG-B,5,0,0,,Uninfected,19.05.09,27.05.09,13.08.09,86,M,42,37,0.6411,46,40,0.7485,0.7485,2.2,1.8,14.5,4.4,0,1,0,0,10,0,63,8,1,2,2,0,0,0,12,0,2,0,0,0,0,0
260,1,LG,LG-B,5,1,,,,19.05.09,27.05.09,,,,43,38,0.6547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1,LG,LG-B,5,1,,,,19.05.09,27.05.09,,,,46,40,0.7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1,LG,LG-B,5,1,0,,,19.05.09,27.05.09,13.08.09,86,,40,36,0.5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1,HG,HG-A,6,1,,,,20.05.09,27.05.09,,,,43,38,0.6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1,HG,HG-A,6,1,0,,,20.05.09,27.05.09,14.08.09,86,,45,40,0.7554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1,HG,HG-A,6,0,1,285.8,Infected HG,20.05.09,27.05.09,14.08.09,86,F,48,43,1.0047,57,50,1.8562,1.5704,4.9,3.1,32.8,42.3,1,1,0,0,0,0,63,10,5,20,4,0,1,0,54,0,0,0,1,0,7,0
266,1,HG,HG-A,6,0,1,297.3,Infected HG,20.05.09,27.05.09,14.08.09,86,M,50,44,1.0196,58,51,1.6873,1.39,4.9,3.2,33.8,1.3,1,1,0,0,0,0,48,5,1,27,2,0,3,0,28,0,0,0,0,0,1,0
267,1,HG,HG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,F,44,39,0.7476,51,45,0.9854,0.9854,1.8,1.7,19,17.8,0,0,0,0,0,0,123,3,2,1,4,0,3,2,36,0,0,0,1,0,0,0
268,0,,,6,1,,,,19.05.09,27.05.09,,,,48,43,0.9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,0,,,6,0,0,,Control,19.05.09,27.05.09,14.08.09,87,M,42,37,0.6272,49,43,0.9616,0.9616,2.8,2.1,19.1,9.9,0,3,0,0,0,0,75,7,2,18,1,0,1,1,2,0,0,0,0,0,13,0
270,0,,,6,0,0,,Control,19.05.09,27.05.09,14.08.09,87,F,42,38,0.635,50,45,0.9943,0.9943,4.1,2.1,21.4,17,0,0,0,0,0,0,97,5,0,0,2,0,2,0,1,0,0,0,0,0,2,0
271,0,,,6,1,,,,19.05.09,27.05.09,,,,44,39,0.6306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0,,,6,0,0,,Control,19.05.09,27.05.09,14.08.09,87,F,47,42,0.8446,52,46,0.9434,0.9434,2.1,1.4,15,14.6,0,2,0,0,0,0,251,2,3,5,2,0,9,0,58,0,0,0,1,0,0,0
273,1,HG,HG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,F,47,42,0.9043,53,47,1.0123,1.0123,3.6,2,21.2,17.1,0,1,0,0,0,0,135,13,2,1,2,0,4,0,6,0,1,0,0,0,1,0
274,1,HG,HG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,M,49,44,1.0651,54,47,1.2304,1.2304,2.8,2.6,19.8,7.4,0,2,0,0,0,0,131,26,1,19,1,0,4,0,10,0,1,0,0,0,8,0
275,1,HG,HG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,F,47,42,0.9599,55,49,1.2342,1.2342,5.1,3.7,32.9,29.7,0,1,0,0,0,0,83,6,2,7,3,0,0,0,27,0,0,0,0,0,5,0
276,1,HG,HG-B,6,1,,,,19.05.09,27.05.09,,,,43,38,0.6327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1,HG,HG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,F,49,43,0.9842,57,51,1.2598,1.2598,3.9,2,28.1,27.2,0,2,0,0,0,0,86,21,4,9,1,0,5,0,65,0,0,0,0,0,4,1
278,1,LG,LG-A,6,0,1,205.1,Infected LG,20.05.09,27.05.09,14.08.09,86,F,43,38,0.6882,52,46,1.3429,1.1378,3.2,2,20.1,19.1,0,1,0,0,0,0,107,2,2,4,6,0,0,0,4,0,1,0,0,0,5,0
279,1,LG,LG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,M,44,39,0.7864,50,44,1.2047,1.2047,2.8,2.2,28.2,5.4,0,0,0,0,0,0,59,3,2,3,4,0,0,0,16,0,0,0,1,0,2,1
280,1,LG,LG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,M,45,40,0.7574,50,44,0.981,0.981,2.8,1.5,16.9,2.3,0,1,0,0,0,0,63,6,0,6,0,0,2,0,38,0,0,0,0,0,1,1
