site.type	site.abbr	sample.date	year	month	day	genus	species	genus.species
O	RIV3	14/04/2002	2002	4	14	Agapostemon	texanus	Agapostemon texanus
O	RIV3	07/08/2002	2002	8	7	Agapostemon	texanus	Agapostemon texanus
O	TER1	01/04/2002	2002	4	1	Agapostemon	texanus	Agapostemon texanus
O	TER1	01/05/2002	2002	5	1	Agapostemon	texanus	Agapostemon texanus
O	FUL2	15/07/2002	2002	7	15	Agapostemon	texanus	Agapostemon texanus
O	TER1	01/08/2002	2002	8	1	Agapostemon	texanus	Agapostemon texanus
O	RIV3	17/07/2002	2002	7	17	Agapostemon	texanus	Agapostemon texanus
O	RIV3	17/07/2002	2002	7	17	Agapostemon	texanus	Agapostemon texanus
O	TER1	27/06/2002	2002	6	27	Agapostemon	texanus	Agapostemon texanus
N	BAL	16/07/2002	2002	7	16	Agapostemon	texanus	Agapostemon texanus
C	LEE	31/03/2002	2002	3	31	Andrena	angustitarsata	Andrena angustitarsata
C	PIL	04/04/2002	2002	4	4	Andrena	angustitarsata	Andrena angustitarsata
O	FUL2	11/04/2002	2002	4	11	Andrena	angustitarsata	Andrena angustitarsata
O	FUL2	11/04/2002	2002	4	11	Andrena	angustitarsata	Andrena angustitarsata
O	RIV4	12/04/2002	2002	4	12	Andrena	angustitarsata	Andrena angustitarsata
O	FUL2	03/04/2002	2002	4	3	Andrena	angustitarsata	Andrena angustitarsata
C	PIL	13/04/2002	2002	4	13	Andrena	anisochlora	Andrena anisochlora
N	NIC	13/04/2002	2002	4	13	Andrena	anisochlora	Andrena anisochlora
O	FUL4	12/04/2002	2002	4	12	Andrena	atypica	Andrena atypica
O	FUL2	03/04/2002	2002	4	3	Andrena	auricoma	Andrena auricoma
N	BAL	31/03/2002	2002	3	31	Andrena	auricoma	Andrena auricoma
N	NIC	13/04/2002	2002	4	13	Andrena	auricoma	Andrena auricoma
N	BAL	31/03/2002	2002	3	31	Andrena	auricoma	Andrena auricoma
C	HOL	21/04/2002	2002	4	21	Andrena	candida	Andrena candida
O	FUL2	11/04/2002	2002	4	11	Andrena	candida	Andrena candida
O	FUL2	11/04/2002	2002	4	11	Andrena	candida	Andrena candida
O	FUL2	11/04/2002	2002	4	11	Andrena	candida	Andrena candida
O	FUL4	31/03/2002	2002	3	31	Andrena	candida	Andrena candida
O	RIV3	03/04/2002	2002	4	3	Andrena	candida	Andrena candida
O	RIV3	03/04/2002	2002	4	3	Andrena	candida	Andrena candida
O	RIV3	03/04/2002	2002	4	3	Andrena	candida	Andrena candida
O	RIV3	23/05/2002	2002	5	23	Andrena	candida	Andrena candida
O	TER1	10/04/2002	2002	4	10	Andrena	candida	Andrena candida
O	TER1	10/04/2002	2002	4	10	Andrena	candida	Andrena candida
O	FUL2	03/04/2002	2002	4	3	Andrena	candida	Andrena candida
N	NIC	15/05/2002	2002	5	15	Andrena	candida	Andrena candida
C	TUR	15/05/2002	2002	5	15	Andrena	cerasifolii	Andrena cerasifolii
O	RIV3	03/04/2002	2002	4	3	Andrena	cerasifolii	Andrena cerasifolii
O	RIV3	23/05/2002	2002	5	23	Andrena	cerasifolii	Andrena cerasifolii
C	TUR	01/04/2002	2002	4	1	Andrena	cercocarpi	Andrena cercocarpi
O	FUL2	23/04/2002	2002	4	23	Andrena	cercocarpi	Andrena cercocarpi
O	TER1	01/04/2002	2002	4	1	Andrena	cercocarpi	Andrena cercocarpi
O	RIV4	02/04/2002	2002	4	2	Andrena	cercocarpi	Andrena cercocarpi
O	TER1	10/04/2002	2002	4	10	Andrena	chalybioides	Andrena chalybioides
O	TER1	10/04/2002	2002	4	10	Andrena	chalybioides	Andrena chalybioides
O	TER1	10/04/2002	2002	4	10	Andrena	chalybioides	Andrena chalybioides
O	TER1	10/04/2002	2002	4	10	Andrena	chalybioides	Andrena chalybioides
O	TER1	10/04/2002	2002	4	10	Andrena	chalybioides	Andrena chalybioides
O	TER1	01/05/2002	2002	5	1	Andrena	chalybioides	Andrena chalybioides
O	TER1	01/05/2002	2002	5	1	Andrena	chalybioides	Andrena chalybioides
O	TER1	01/05/2002	2002	5	1	Andrena	chalybioides	Andrena chalybioides
C	LEE	31/03/2002	2002	3	31	Andrena	chlorogaster	Andrena chlorogaster
C	LEE	31/03/2002	2002	3	31	Andrena	chlorogaster	Andrena chlorogaster
C	LEE	31/03/2002	2002	3	31	Andrena	chlorogaster	Andrena chlorogaster
C	LEE	31/03/2002	2002	3	31	Andrena	chlorogaster	Andrena chlorogaster
C	LEE	31/03/2002	2002	3	31	Andrena	chlorogaster	Andrena chlorogaster
C	LEE	31/03/2002	2002	3	31	Andrena	chlorogaster	Andrena chlorogaster
C	PIL	13/04/2002	2002	4	13	Andrena	chlorogaster	Andrena chlorogaster
C	PIL	13/04/2002	2002	4	13	Andrena	chlorogaster	Andrena chlorogaster
C	PIL	13/04/2002	2002	4	13	Andrena	chlorogaster	Andrena chlorogaster
O	FUL2	23/04/2002	2002	4	23	Andrena	chlorogaster	Andrena chlorogaster
O	RIV3	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
O	RIV3	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
O	RIV3	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
O	RIV3	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
O	RIV3	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	02/04/2002	2002	4	2	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	02/04/2002	2002	4	2	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	02/04/2002	2002	4	2	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	02/04/2002	2002	4	2	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	02/04/2002	2002	4	2	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	12/04/2002	2002	4	12	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	12/04/2002	2002	4	12	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	12/04/2002	2002	4	12	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	12/04/2002	2002	4	12	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	12/04/2002	2002	4	12	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	23/04/2002	2002	4	23	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	23/04/2002	2002	4	23	Andrena	chlorogaster	Andrena chlorogaster
O	TER1	10/04/2002	2002	4	10	Andrena	chlorogaster	Andrena chlorogaster
O	TER1	10/04/2002	2002	4	10	Andrena	chlorogaster	Andrena chlorogaster
O	TER1	10/04/2002	2002	4	10	Andrena	chlorogaster	Andrena chlorogaster
O	RIV4	15/03/2002	2002	3	15	Andrena	chlorogaster	Andrena chlorogaster
O	FUL2	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
N	BAL	12/04/2002	2002	4	12	Andrena	chlorogaster	Andrena chlorogaster
N	NIC	13/04/2002	2002	4	13	Andrena	chlorogaster	Andrena chlorogaster
N	PUT1	10/04/2002	2002	4	10	Andrena	chlorogaster	Andrena chlorogaster
N	PUT1	22/04/2002	2002	4	22	Andrena	chlorogaster	Andrena chlorogaster
N	LOW	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
N	LOW	03/04/2002	2002	4	3	Andrena	chlorogaster	Andrena chlorogaster
C	LEE	24/04/2002	2002	4	24	Andrena	cressonii	Andrena cressonii
C	LEE	24/04/2002	2002	4	24	Andrena	cressonii	Andrena cressonii
C	LEE	24/04/2002	2002	4	24	Andrena	cressonii	Andrena cressonii
C	LEE	24/04/2002	2002	4	24	Andrena	cressonii	Andrena cressonii
C	LEE	24/04/2002	2002	4	24	Andrena	cressonii	Andrena cressonii
O	FUL2	11/04/2002	2002	4	11	Andrena	cressonii	Andrena cressonii
O	TER1	10/04/2002	2002	4	10	Andrena	cressonii	Andrena cressonii
O	TER1	10/04/2002	2002	4	10	Andrena	cressonii	Andrena cressonii
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	11/04/2002	2002	4	11	Andrena	cuneilabris	Andrena cuneilabris
O	FUL2	03/04/2002	2002	4	3	Andrena	cuneilabris	Andrena cuneilabris
N	BAL	14/05/2002	2002	5	14	Andrena	hypoleuca	Andrena hypoleuca
C	LEE	13/04/2002	2002	4	13	Andrena	misella	Andrena misella
O	RIV4	12/04/2002	2002	4	12	Andrena	misella	Andrena misella
N	NIC	31/03/2002	2002	3	31	Andrena	misella	Andrena misella
C	LEE	31/03/2002	2002	3	31	Andrena	nigrocaerulea	Andrena nigrocaerulea
N	BAL	12/04/2002	2002	4	12	Andrena	nigrocaerulea	Andrena nigrocaerulea
N	NIC	13/04/2002	2002	4	13	Andrena	nigrocaerulea	Andrena nigrocaerulea
N	NIC	13/04/2002	2002	4	13	Andrena	nigrocaerulea	Andrena nigrocaerulea
N	NIC	13/04/2002	2002	4	13	Andrena	nigrocaerulea	Andrena nigrocaerulea
C	LEE	31/03/2002	2002	3	31	Andrena	orthocarpi	Andrena orthocarpi
C	LEE	31/03/2002	2002	3	31	Andrena	orthocarpi	Andrena orthocarpi
C	LEE	31/03/2002	2002	3	31	Andrena	orthocarpi	Andrena orthocarpi
C	LEE	13/04/2002	2002	4	13	Andrena	orthocarpi	Andrena orthocarpi
C	LEE	13/04/2002	2002	4	13	Andrena	orthocarpi	Andrena orthocarpi
C	LEE	13/04/2002	2002	4	13	Andrena	orthocarpi	Andrena orthocarpi
C	LEE	13/04/2002	2002	4	13	Andrena	orthocarpi	Andrena orthocarpi
C	PIL	13/04/2002	2002	4	13	Andrena	orthocarpi	Andrena orthocarpi
C	PIL	13/04/2002	2002	4	13	Andrena	orthocarpi	Andrena orthocarpi
C	PIL	26/04/2002	2002	4	26	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL2	11/04/2002	2002	4	11	Andrena	orthocarpi	Andrena orthocarpi
O	FUL4	12/04/2002	2002	4	12	Andrena	orthocarpi	Andrena orthocarpi
O	FUL4	12/04/2002	2002	4	12	Andrena	orthocarpi	Andrena orthocarpi
O	FUL4	12/04/2002	2002	4	12	Andrena	orthocarpi	Andrena orthocarpi
O	RIV3	03/04/2002	2002	4	3	Andrena	orthocarpi	Andrena orthocarpi
O	RIV3	03/04/2002	2002	4	3	Andrena	orthocarpi	Andrena orthocarpi
O	RIV4	02/04/2002	2002	4	2	Andrena	orthocarpi	Andrena orthocarpi
O	RIV4	02/04/2002	2002	4	2	Andrena	orthocarpi	Andrena orthocarpi
N	NIC	24/04/2002	2002	4	24	Andrena	orthocarpi	Andrena orthocarpi
O	FUL4	23/04/2002	2002	4	23	Andrena	pallidifovea	Andrena pallidifovea
O	FUL2	23/04/2002	2002	4	23	Andrena	pensilis	Andrena pensilis
C	HOL	21/04/2002	2002	4	21	Andrena	piperi	Andrena piperi
C	HOL	21/04/2002	2002	4	21	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
C	PIL	13/04/2002	2002	4	13	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	11/04/2002	2002	4	11	Andrena	piperi	Andrena piperi
O	FUL2	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	FUL4	31/03/2002	2002	3	31	Andrena	piperi	Andrena piperi
O	FUL4	31/03/2002	2002	3	31	Andrena	piperi	Andrena piperi
O	FUL4	31/03/2002	2002	3	31	Andrena	piperi	Andrena piperi
O	FUL4	31/03/2002	2002	3	31	Andrena	piperi	Andrena piperi
O	FUL4	31/03/2002	2002	3	31	Andrena	piperi	Andrena piperi
O	FUL4	31/03/2002	2002	3	31	Andrena	piperi	Andrena piperi
O	FUL4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	FUL4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	FUL4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	FUL4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	FUL4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	FUL4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	FUL4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	FUL4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	FUL4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	FUL4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	RIV3	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	RIV3	14/04/2002	2002	4	14	Andrena	piperi	Andrena piperi
O	RIV3	14/04/2002	2002	4	14	Andrena	piperi	Andrena piperi
O	RIV3	14/04/2002	2002	4	14	Andrena	piperi	Andrena piperi
O	RIV4	02/04/2002	2002	4	2	Andrena	piperi	Andrena piperi
O	RIV4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	RIV4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	RIV4	12/04/2002	2002	4	12	Andrena	piperi	Andrena piperi
O	RIV4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	RIV4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	RIV4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	RIV4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	RIV4	23/04/2002	2002	4	23	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	FUL2	03/04/2002	2002	4	3	Andrena	piperi	Andrena piperi
O	TER1	10/04/2002	2002	4	10	Andrena	semipunctata	Andrena semipunctata
O	TER1	10/04/2002	2002	4	10	Andrena	semipunctata	Andrena semipunctata
O	FUL2	03/04/2002	2002	4	3	Andrena	sp 1	Andrena sp 1
O	RIV3	14/04/2002	2002	4	14	Andrena	sp 1	Andrena sp 1
O	RIV3	03/04/2002	2002	4	3	Andrena	sp 1	Andrena sp 1
N	BAL	31/03/2002	2002	3	31	Andrena	suavis	Andrena suavis
N	NIC	13/04/2002	2002	4	13	Andrena	suavis	Andrena suavis
N	NIC	24/04/2002	2002	4	24	Andrena	suavis	Andrena suavis
O	TER1	10/04/2002	2002	4	10	Andrena	subaustralis	Andrena subaustralis
O	TER1	10/04/2002	2002	4	10	Andrena	subaustralis	Andrena subaustralis
O	RIV3	14/04/2002	2002	4	14	Andrena	subchalybea	Andrena subchalybea
O	RIV3	14/04/2002	2002	4	14	Andrena	subchalybea	Andrena subchalybea
O	RIV3	14/04/2002	2002	4	14	Andrena	subchalybea	Andrena subchalybea
O	RIV3	22/04/2002	2002	4	22	Andrena	subchalybea	Andrena subchalybea
O	RIV3	22/04/2002	2002	4	22	Andrena	subchalybea	Andrena subchalybea
O	RIV3	22/04/2002	2002	4	22	Andrena	subchalybea	Andrena subchalybea
O	RIV3	22/04/2002	2002	4	22	Andrena	subchalybea	Andrena subchalybea
O	RIV3	22/04/2002	2002	4	22	Andrena	subchalybea	Andrena subchalybea
O	TER1	10/04/2002	2002	4	10	Andrena	subchalybea	Andrena subchalybea
O	TER1	01/05/2002	2002	5	1	Andrena	subchalybea	Andrena subchalybea
O	TER1	01/05/2002	2002	5	1	Andrena	subchalybea	Andrena subchalybea
N	NIC	13/04/2002	2002	4	13	Andrena	subchalybea	Andrena subchalybea
N	NIC	24/04/2002	2002	4	24	Andrena	subchalybea	Andrena subchalybea
N	NIC	24/04/2002	2002	4	24	Andrena	subchalybea	Andrena subchalybea
N	NIC	24/04/2002	2002	4	24	Andrena	subchalybea	Andrena subchalybea
C	LEE	24/04/2002	2002	4	24	Andrena	subtilis	Andrena subtilis
O	FUL2	11/04/2002	2002	4	11	Andrena	subtilis	Andrena subtilis
O	FUL2	23/04/2002	2002	4	23	Andrena	subtilis	Andrena subtilis
O	FUL2	23/04/2002	2002	4	23	Andrena	subtilis	Andrena subtilis
O	FUL4	12/04/2002	2002	4	12	Andrena	subtilis	Andrena subtilis
O	FUL4	12/04/2002	2002	4	12	Andrena	subtilis	Andrena subtilis
O	FUL4	23/04/2002	2002	4	23	Andrena	subtilis	Andrena subtilis
O	RIV3	14/04/2002	2002	4	14	Andrena	subtilis	Andrena subtilis
N	TOM	02/04/2002	2002	4	2	Andrena	subtilis	Andrena subtilis
N	TOM	12/04/2002	2002	4	12	Andrena	subtilis	Andrena subtilis
O	RIV3	03/04/2002	2002	4	3	Andrena	w-scripta	Andrena w-scripta
O	RIV3	03/04/2002	2002	4	3	Andrena	w-scripta	Andrena w-scripta
O	RIV3	03/04/2002	2002	4	3	Andrena	w-scripta	Andrena w-scripta
O	RIV3	03/04/2002	2002	4	3	Andrena	w-scripta	Andrena w-scripta
O	TER1	10/04/2002	2002	4	10	Andrena	w-scripta	Andrena w-scripta
N	TOM	02/04/2002	2002	4	2	Andrena	w-scripta	Andrena w-scripta
N	TOM	02/04/2002	2002	4	2	Andrena	w-scripta	Andrena w-scripta
N	TOM	02/04/2002	2002	4	2	Andrena	w-scripta	Andrena w-scripta
N	TOM	02/04/2002	2002	4	2	Andrena	w-scripta	Andrena w-scripta
N	LOW	07/06/2002	2002	6	7	Anthidiellum	ehrhorni	Anthidiellum ehrhorni
N	MUR70	28/06/2002	2002	6	28	Anthidiellum	notatum	Anthidiellum notatum
N	TOM	01/07/2002	2002	7	1	Anthidiellum	notatum	Anthidiellum notatum
N	LOW	07/06/2002	2002	6	7	Anthidium	mormonum	Anthidium mormonum
N	TOM	01/07/2002	2002	7	1	Anthidium	utahense	Anthidium utahense
N	LOW	11/04/2002	2002	4	11	Anthophora	californica	Anthophora californica
N	LOW	11/04/2002	2002	4	11	Anthophora	californica	Anthophora californica
N	LOW	14/05/2002	2002	5	14	Anthophora	californica	Anthophora californica
N	LOW	26/04/2002	2002	4	26	Anthophora	californica	Anthophora californica
N	TOM	12/04/2002	2002	4	12	Anthophora	californica	Anthophora californica
N	TOM	26/04/2002	2002	4	26	Anthophora	californica	Anthophora californica
N	TOM	17/07/2002	2002	7	17	Anthophora	curta	Anthophora curta
N	TOM	09/08/2002	2002	8	9	Anthophora	curta	Anthophora curta
C	HOL	01/04/2002	2002	4	1	Anthophora	edwardsii	Anthophora edwardsii
C	PIL	13/04/2002	2002	4	13	Anthophora	edwardsii	Anthophora edwardsii
O	FUL2	03/04/2002	2002	4	3	Anthophora	edwardsii	Anthophora edwardsii
O	RIV3	03/04/2002	2002	4	3	Anthophora	edwardsii	Anthophora edwardsii
O	RIV3	03/04/2002	2002	4	3	Anthophora	edwardsii	Anthophora edwardsii
O	RIV3	14/04/2002	2002	4	14	Anthophora	edwardsii	Anthophora edwardsii
O	RIV3	22/04/2002	2002	4	22	Anthophora	edwardsii	Anthophora edwardsii
N	BAL	14/05/2002	2002	5	14	Anthophora	edwardsii	Anthophora edwardsii
N	MUR70	13/04/2002	2002	4	13	Anthophora	edwardsii	Anthophora edwardsii
N	TOM	02/04/2002	2002	4	2	Anthophora	edwardsii	Anthophora edwardsii
N	LOW	03/04/2002	2002	4	3	Anthophora	pacifica	Anthophora pacifica
C	HOL	24/06/2002	2002	6	24	Anthophora	urbana	Anthophora urbana
C	HOL	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
C	HOL	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
C	HOL	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
C	HOL	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
C	HOL	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
C	LEE	15/05/2002	2002	5	15	Anthophora	urbana	Anthophora urbana
O	RIV4	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
O	RIV4	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
N	LOW	15/07/2002	2002	7	15	Anthophora	urbana	Anthophora urbana
N	LOW	31/07/2002	2002	7	31	Anthophora	urbana	Anthophora urbana
N	LOW	31/07/2002	2002	7	31	Anthophora	urbana	Anthophora urbana
N	MUR63	14/04/2002	2002	4	14	Anthophora	urbana	Anthophora urbana
N	MUR70	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
N	MUR70	17/07/2002	2002	7	17	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	MUR70	07/08/2002	2002	8	7	Anthophora	urbana	Anthophora urbana
N	PUT1	18/07/2002	2002	7	18	Anthophora	urbana	Anthophora urbana
N	PUT1	05/08/2002	2002	8	5	Anthophora	urbana	Anthophora urbana
N	TOM	09/08/2002	2002	8	9	Anthophora	urbana	Anthophora urbana
N	NIC	18/07/2002	2002	7	18	Anthophora	urbana	Anthophora urbana
N	MUR63	06/06/2002	2002	6	6	Anthophora	urbana	Anthophora urbana
N	TOM	09/08/2002	2002	8	9	Anthophora	urbana	Anthophora urbana
N	TOM	09/08/2002	2002	8	9	Anthophora	urbana	Anthophora urbana
N	TOM	06/06/2002	2002	6	6	Ashmeadiella	aridula	Ashmeadiella aridula
N	TOM	06/06/2002	2002	6	6	Ashmeadiella	aridula	Ashmeadiella aridula
C	HOL	24/06/2002	2002	6	24	Bombus	californicus	Bombus californicus
C	LEE	23/06/2002	2002	6	23	Bombus	californicus	Bombus californicus
C	LEE	23/06/2002	2002	6	23	Bombus	californicus	Bombus californicus
C	PIL	06/06/2002	2002	6	6	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
C	PIL	28/06/2002	2002	6	28	Bombus	californicus	Bombus californicus
