site.type	site.abbr	sample.date	year	month	day	genus	species	genus.species
N	TOM	26/04/2002	2002	4	26	Bombus	vosnesenskii	Bombus vosnesenskii
N	TOM	26/04/2002	2002	4	26	Bombus	vosnesenskii	Bombus vosnesenskii
N	BAL	16/07/2002	2002	7	16	Bombus	vosnesenskii	Bombus vosnesenskii
N	BAL	16/07/2002	2002	7	16	Bombus	vosnesenskii	Bombus vosnesenskii
N	BAL	16/07/2002	2002	7	16	Bombus	vosnesenskii	Bombus vosnesenskii
N	BAL	16/07/2002	2002	7	16	Bombus	vosnesenskii	Bombus vosnesenskii
N	LOW	15/07/2002	2002	7	15	Bombus	vosnesenskii	Bombus vosnesenskii
N	LOW	31/07/2002	2002	7	31	Bombus	vosnesenskii	Bombus vosnesenskii
N	LOW	31/07/2002	2002	7	31	Bombus	vosnesenskii	Bombus vosnesenskii
N	LOW	31/07/2002	2002	7	31	Bombus	vosnesenskii	Bombus vosnesenskii
N	LOW	31/07/2002	2002	7	31	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	23/05/2002	2002	5	23	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	23/05/2002	2002	5	23	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	23/05/2002	2002	5	23	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	23/05/2002	2002	5	23	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	06/06/2002	2002	6	6	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	06/06/2002	2002	6	6	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	06/06/2002	2002	6	6	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	06/06/2002	2002	6	6	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	06/06/2002	2002	6	6	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	26/06/2002	2002	6	26	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	26/06/2002	2002	6	26	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	26/06/2002	2002	6	26	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	07/08/2002	2002	8	7	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	07/08/2002	2002	8	7	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	07/08/2002	2002	8	7	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR63	07/08/2002	2002	8	7	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	17/07/2002	2002	7	17	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	07/08/2002	2002	8	7	Bombus	vosnesenskii	Bombus vosnesenskii
N	MUR70	07/08/2002	2002	8	7	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	23/06/2002	2002	6	23	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	23/06/2002	2002	6	23	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	NIC	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	03/06/2002	2002	6	3	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	27/06/2002	2002	6	27	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	27/06/2002	2002	6	27	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	27/06/2002	2002	6	27	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	27/06/2002	2002	6	27	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	18/07/2002	2002	7	18	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	18/07/2002	2002	7	18	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	18/07/2002	2002	7	18	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	18/07/2002	2002	7	18	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	18/07/2002	2002	7	18	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	05/08/2002	2002	8	5	Bombus	vosnesenskii	Bombus vosnesenskii
N	TOM	16/05/2002	2002	5	16	Bombus	vosnesenskii	Bombus vosnesenskii
N	TOM	16/05/2002	2002	5	16	Bombus	vosnesenskii	Bombus vosnesenskii
N	TOM	09/08/2002	2002	8	9	Bombus	vosnesenskii	Bombus vosnesenskii
N	TOM	12/04/2002	2002	4	12	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	13/05/2002	2002	5	13	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	22/04/2002	2002	4	22	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	13/05/2002	2002	5	13	Bombus	vosnesenskii	Bombus vosnesenskii
N	PUT1	13/05/2002	2002	5	13	Bombus	vosnesenskii	Bombus vosnesenskii
N	TOM	06/06/2002	2002	6	6	Bombus	vosnesenskii	Bombus vosnesenskii
N	LOW	26/04/2002	2002	4	26	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
N	LOW	14/05/2002	2002	5	14	Calliopsis	fracta	Calliopsis fracta
C	HOL	14/04/2002	2002	4	14	Ceratina	acantha	Ceratina acantha
C	HOL	14/04/2002	2002	4	14	Ceratina	acantha	Ceratina acantha
C	HOL	14/04/2002	2002	4	14	Ceratina	acantha	Ceratina acantha
C	HOL	14/04/2002	2002	4	14	Ceratina	acantha	Ceratina acantha
C	HOL	14/04/2002	2002	4	14	Ceratina	acantha	Ceratina acantha
C	HOL	21/04/2002	2002	4	21	Ceratina	acantha	Ceratina acantha
C	HOL	21/04/2002	2002	4	21	Ceratina	acantha	Ceratina acantha
C	HOL	24/06/2002	2002	6	24	Ceratina	acantha	Ceratina acantha
C	LEE	13/04/2002	2002	4	13	Ceratina	acantha	Ceratina acantha
O	RIV3	14/04/2002	2002	4	14	Ceratina	acantha	Ceratina acantha
O	RIV3	26/06/2002	2002	6	26	Ceratina	acantha	Ceratina acantha
O	RIV3	17/07/2002	2002	7	17	Ceratina	acantha	Ceratina acantha
O	TER1	15/05/2002	2002	5	15	Ceratina	acantha	Ceratina acantha
O	TER1	15/05/2002	2002	5	15	Ceratina	acantha	Ceratina acantha
O	TER1	15/05/2002	2002	5	15	Ceratina	acantha	Ceratina acantha
O	TER1	15/05/2002	2002	5	15	Ceratina	acantha	Ceratina acantha
O	TER1	15/05/2002	2002	5	15	Ceratina	acantha	Ceratina acantha
O	TER1	05/06/2002	2002	6	5	Ceratina	acantha	Ceratina acantha
O	TER1	01/08/2002	2002	8	1	Ceratina	acantha	Ceratina acantha
O	TER1	01/08/2002	2002	8	1	Ceratina	acantha	Ceratina acantha
N	BAL	12/04/2002	2002	4	12	Ceratina	acantha	Ceratina acantha
N	BAL	23/04/2002	2002	4	23	Ceratina	acantha	Ceratina acantha
N	BAL	25/06/2002	2002	6	25	Ceratina	acantha	Ceratina acantha
N	BAL	25/06/2002	2002	6	25	Ceratina	acantha	Ceratina acantha
N	BAL	09/08/2002	2002	8	9	Ceratina	acantha	Ceratina acantha
N	PUT1	18/07/2002	2002	7	18	Ceratina	acantha	Ceratina acantha
O	FUL4	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
O	RIV3	06/06/2002	2002	6	6	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	23/04/2002	2002	4	23	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	BAL	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	07/06/2002	2002	6	7	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	25/06/2002	2002	6	25	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	15/07/2002	2002	7	15	Ceratina	arizonensis	Ceratina arizonensis
N	LOW	31/07/2002	2002	7	31	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	15/05/2002	2002	5	15	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	23/06/2002	2002	6	23	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	23/06/2002	2002	6	23	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	23/06/2002	2002	6	23	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	NIC	05/08/2002	2002	8	5	Ceratina	arizonensis	Ceratina arizonensis
N	TOM	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
N	TOM	17/07/2002	2002	7	17	Ceratina	arizonensis	Ceratina arizonensis
N	TOM	17/07/2002	2002	7	17	Ceratina	arizonensis	Ceratina arizonensis
N	TOM	09/08/2002	2002	8	9	Ceratina	arizonensis	Ceratina arizonensis
C	TUR	05/06/2002	2002	6	5	Ceratina	dallatorreana	Ceratina dallatorreana
O	FUL2	25/06/2002	2002	6	25	Ceratina	dallatorreana	Ceratina dallatorreana
O	FUL2	25/06/2002	2002	6	25	Ceratina	dallatorreana	Ceratina dallatorreana
O	RIV4	17/07/2002	2002	7	17	Ceratina	dallatorreana	Ceratina dallatorreana
O	TER1	05/06/2002	2002	6	5	Ceratina	dallatorreana	Ceratina dallatorreana
O	TER1	15/05/2002	2002	5	15	Ceratina	nanula	Ceratina nanula
O	TER1	15/05/2002	2002	5	15	Ceratina	nanula	Ceratina nanula
O	TER1	15/05/2002	2002	5	15	Ceratina	nanula	Ceratina nanula
O	TER1	05/06/2002	2002	6	5	Ceratina	nanula	Ceratina nanula
O	TER1	05/06/2002	2002	6	5	Ceratina	nanula	Ceratina nanula
O	TER1	01/08/2002	2002	8	1	Ceratina	nanula	Ceratina nanula
O	TER1	01/08/2002	2002	8	1	Ceratina	nanula	Ceratina nanula
N	BAL	04/06/2002	2002	6	4	Ceratina	nanula	Ceratina nanula
N	BAL	04/06/2002	2002	6	4	Ceratina	nanula	Ceratina nanula
N	BAL	25/06/2002	2002	6	25	Ceratina	nanula	Ceratina nanula
N	BAL	09/08/2002	2002	8	9	Ceratina	nanula	Ceratina nanula
N	LOW	25/06/2002	2002	6	25	Ceratina	nanula	Ceratina nanula
N	NIC	15/05/2002	2002	5	15	Ceratina	nanula	Ceratina nanula
N	NIC	04/06/2002	2002	6	4	Ceratina	nanula	Ceratina nanula
N	NIC	04/06/2002	2002	6	4	Ceratina	nanula	Ceratina nanula
N	NIC	04/06/2002	2002	6	4	Ceratina	nanula	Ceratina nanula
N	NIC	04/06/2002	2002	6	4	Ceratina	nanula	Ceratina nanula
N	NIC	23/06/2002	2002	6	23	Ceratina	nanula	Ceratina nanula
N	NIC	05/08/2002	2002	8	5	Ceratina	nanula	Ceratina nanula
N	BAL	09/08/2002	2002	8	9	Ceratina	punctigena	Ceratina punctigena
N	LOW	07/06/2002	2002	6	7	Ceratina	sequoiae	Ceratina sequoiae
N	NIC	15/05/2002	2002	5	15	Ceratina	sequoiae	Ceratina sequoiae
N	NIC	04/06/2002	2002	6	4	Ceratina	sequoiae	Ceratina sequoiae
N	NIC	04/06/2002	2002	6	4	Ceratina	sequoiae	Ceratina sequoiae
N	NIC	04/06/2002	2002	6	4	Ceratina	sequoiae	Ceratina sequoiae
C	HOL	14/04/2002	2002	4	14	Ceratina	sp	Ceratina sp
C	HOL	21/04/2002	2002	4	21	Ceratina	sp	Ceratina sp
O	TER1	15/05/2002	2002	5	15	Ceratina	sp	Ceratina sp
O	TER1	15/05/2002	2002	5	15	Ceratina	sp	Ceratina sp
O	TER1	15/05/2002	2002	5	15	Ceratina	sp	Ceratina sp
O	TER1	15/05/2002	2002	5	15	Ceratina	sp	Ceratina sp
O	TER1	05/06/2002	2002	6	5	Ceratina	sp	Ceratina sp
N	LOW	07/06/2002	2002	6	7	Ceratina	sp	Ceratina sp
N	LOW	25/06/2002	2002	6	25	Ceratina	sp	Ceratina sp
N	MUR63	14/04/2002	2002	4	14	Ceratina	sp	Ceratina sp
N	NIC	15/05/2002	2002	5	15	Ceratina	sp	Ceratina sp
N	PUT1	10/04/2002	2002	4	10	Ceratina	sp	Ceratina sp
N	LOW	11/04/2002	2002	4	11	Ceratina	tejonensis	Ceratina tejonensis
N	MUR70	06/06/2002	2002	6	6	Ceratina	tejonensis	Ceratina tejonensis
N	BAL	12/04/2002	2002	4	12	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	12/04/2002	2002	4	12	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	12/04/2002	2002	4	12	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	14/05/2002	2002	5	14	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	14/05/2002	2002	5	14	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	14/05/2002	2002	5	14	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	14/05/2002	2002	5	14	Chelostoma	phaceliae	Chelostoma phaceliae
N	BAL	04/06/2002	2002	6	4	Diadasia	bituberculata	Diadasia bituberculata
C	PIL	07/08/2002	2002	8	7	Diadasia	consociata	Diadasia consociata
O	FUL4	04/06/2002	2002	6	4	Diadasia	enavata	Diadasia enavata
N	BAL	16/07/2002	2002	7	16	Dianthidium	ulkei	Dianthidium ulkei
N	BAL	23/04/2002	2002	4	23	Dufourea	sp 2	Dufourea sp 2
C	HOL	21/04/2002	2002	4	21	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	HOL	23/05/2002	2002	5	23	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	LEE	13/04/2002	2002	4	13	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	LEE	24/04/2002	2002	4	24	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	LEE	24/04/2002	2002	4	24	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	LEE	15/05/2002	2002	5	15	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	13/04/2002	2002	4	13	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	13/04/2002	2002	4	13	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	13/04/2002	2002	4	13	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	26/04/2002	2002	4	26	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
C	PIL	17/05/2002	2002	5	17	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
O	FUL4	14/05/2002	2002	5	14	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
O	RIV3	22/04/2002	2002	4	22	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
O	RIV4	12/04/2002	2002	4	12	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
O	RIV4	16/05/2002	2002	5	16	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
O	RIV4	16/05/2002	2002	5	16	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
O	TER1	15/05/2002	2002	5	15	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
N	LOW	08/04/2002	2002	4	8	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
N	LOW	08/04/2002	2002	4	8	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
N	LOW	08/04/2002	2002	4	8	Eucera (Synhalonia)	actuosa	Eucera (Synhalonia) actuosa
