lm_complete	lm_mean	lmm_inter
1.78725083236584	3.00154034587521	1.11802520505002
1.59973161777453	2.46953878498146	1.21184218598554
1.33110687546229	2.12148491208279	0.935474887737195
1.25131032153069	1.44528249663166	1.11059188398615
1.44472528861919	2.35540695371771	0.972327659063921
1.61384343715911	2.51922958386856	1.12310240516026
1.54520746320484	2.01362789148173	1.39466200296976
1.72152886112607	2.6208836923421	1.3633821977834
1.93792562670849	3.50359075870275	1.08871708439304
1.43474913427028	1.83712488003903	1.23149706318197
1.55416958280805	2.25057375436963	1.24252576676053
1.59077118441227	2.57750196417541	1.09986220033106
1.46495420646617	2.26008128334685	1.1408083393067
1.59729496573292	2.6828417549881	1.04966316398647
1.3937848144514	2.17918022291029	1.08542265180065
1.51331429268234	2.25998198191295	1.10715882034152
1.72326370529382	2.62322354295628	1.24675183264476
1.62200749447901	2.53573203771554	1.18302263649892
1.50812380376512	2.22165550537638	1.18583696264482
1.48528577829605	2.43012199471887	1.0190139271884
1.8217733248358	3.04534181352204	1.18661682785258
1.24511669076832	1.43902015302238	1.12073628005422
1.24688130618337	1.75546174144842	1.14478686049338
1.34743782203798	1.28314241443753	1.353994836798
1.45829895636182	2.25689665542471	1.07442538743365
1.54893377738603	2.01580958947874	1.36849628584395
1.37329497051963	2.12011372212766	1.00518726158003
1.4361185353964	2.29101996804387	1.02312004929487
1.17699845229909	1.47912237900643	1.05374192796976
1.36224646472983	1.98571035457174	1.11697791712312
1.43163674725527	2.42810851463391	0.847761130780571
1.64581912367051	2.56266204677632	1.22051930097289
1.74350920360148	2.53870826169547	1.32387114869877
1.32248868174113	1.67782094782566	1.2206458200228
1.22847203039586	1.60030920683932	1.06708267917792
1.60982600642431	2.70623327079823	1.00765188336473
1.36021856882677	1.93713691824789	1.11949063394261
1.92930293899005	3.12236605569511	1.23531631404861
1.61120060429961	2.3455426924244	1.23634975349974
1.7461335044199	2.6223492446008	1.26947749935476
1.62307942482812	2.67829402635937	1.064160131196
1.49441173262901	2.00519314994198	1.27403395407896
1.56818666580977	2.62016786015188	0.948118539474269
1.46588208919361	2.09133820993867	1.14402881222121
1.20959813192557	1.70741630135888	1.0011774271391
1.53380275342302	2.38443835145432	1.05494176045987
2.03703692788516	3.26534440765149	1.28686482237816
1.22558299317668	1.61047177045546	1.0859852706731
1.59877133582026	2.35790947718309	1.28293946215342
1.74276513215936	2.68429674025497	1.27112740201793
1.26154844582483	1.73617454201141	1.02411555423965
1.50080202078786	2.23645021337034	1.10988157955438
1.70958816998444	2.89502279944039	1.07877371571251
1.79974544875074	2.55840806601066	1.4383806963245
1.47104759073088	2.21322287728383	1.08909538573495
1.65664008742252	2.50998383849924	1.24110109702275
2.14719525769125	3.87257835356062	0.918115814429905
1.71076645580092	2.70938110728102	1.21745425137468
1.51678647404382	2.4689936613381	1.03002292442496
1.41068691538889	2.13526817991579	0.986916019784882
1.36797574009529	1.73189337659405	1.34464830812413
2.05327530491152	3.29638797939845	1.35854897253225
1.94441278115489	3.04549932443781	1.33852212506998
1.98083602583231	3.44787761981557	1.17732606078352
1.43440046792555	2.03922860818132	1.13271058156186
1.49900519305202	2.23133227494484	1.16464877475386
1.51137069875367	2.55141278789945	1.06071618831271
1.52899813917409	2.41569784227586	1.09613358274142
1.22531736784165	1.49837898051366	1.12286011556893
2.26639740512762	3.84690597775602	1.28632135499271
1.35743348221592	1.92588812007318	1.16179850153413
1.40965090022966	1.8799245861342	1.19787839782146
1.66404588835449	2.60643226438109	1.22161172646444
1.47591239434564	2.06885614307613	1.228478333244
1.61109408521562	2.36386462011198	1.35042653238172
1.70264150642875	2.568245116395	1.19798101667052
1.51359891283188	2.25743748005884	1.16262922147239
1.79823108644172	2.78566893002832	1.2393293579665
1.57838329257744	2.33308379953572	1.14997953631363
1.52385985110634	2.2897790711081	1.26848098560596
1.77850685711435	2.8762996800808	1.13373486773803
1.43649814045029	1.69406309179454	1.32047637624223
1.29766967055894	1.66580109625676	1.13608697616504
1.74693261916573	2.84607484561116	1.13184695158305
1.66764701401141	2.46990236581228	1.27581033375107
1.23081562761391	1.64508739853748	1.08889835970879
1.45026336433324	2.03445287560128	1.25528762904853
1.48627042124536	2.41083988558389	1.01827388028643
2.03971008364559	3.53654319551503	1.0727615860464
1.6723715963484	2.2788530077669	1.42907360399722
1.94912525413063	3.21835546152023	1.20128606007416
1.76575830899925	2.81627676684484	1.17112576704624
1.69565855652529	2.64992581881988	1.20110517966834
1.4307697687119	1.84807999654832	1.3088180320986
1.59556496915229	2.61020475105422	1.03230305395005
1.60577401739218	2.33269228628668	1.25718671435812
1.29007383884455	1.63789041143902	1.14769734527801
1.21703817770654	1.6706819714937	1.02982109336731
1.29545517143699	2.01396078046133	1.02153683168852
1.43748943559913	1.97830225124148	1.16079834599169
1.51979295836341	2.14482416817556	1.17156750241307
1.76079244440565	2.85541270409107	1.16399680683292
2.03422666349592	3.3628765836594	1.18173954828085
1.60099346030864	2.52445381092438	1.07708400954827
1.39406548978078	1.77731399978474	1.22600506111699
1.33659852460923	1.76472749151889	1.25000591364244
1.80255272064051	2.54815039493368	1.492681798586
1.35974813502045	2.0948269026509	1.006218508232
1.3457446821202	1.66537321077688	1.23028156216522
1.42843734858788	1.88607276789266	1.24509686425517
1.48979055123875	2.02075204066562	1.23236834305233
1.26167833515555	1.34135208211651	1.16552926921546
2.12736496547545	3.78927897381831	1.04170201341239
1.86840231165974	3.23715229723515	1.04004777982763
2.17355715151544	3.78448235065802	1.11662724385848
1.94790178219275	3.13005675518221	1.31658836951018
1.5781311111892	2.50139652325716	1.03812102754081
1.6787405005096	2.62584157495597	1.17321350616188
1.61118558082582	2.4688107363897	1.1390660896463
1.80978510703163	2.86358358141236	1.25647420596368
1.43288534186517	2.18160864497558	1.03635347449534
1.61964854521978	2.32207573937879	1.22690674086627
1.78798064738784	2.85321454615522	1.16290855465737
1.43907960991465	2.02356416735035	1.22300069299566
1.50618776909844	1.96991283940739	1.29356066114894
1.52840952253484	2.19382708456588	1.22818185109808
1.72734354894503	2.63826881368275	1.2380377388455
1.77825413429615	2.75152028740059	1.2694616017359
1.1900665242258	1.57402185482018	1.17086407322159
1.73166584462917	2.62827019729048	1.22567165868442
1.81081512397365	2.67063893962289	1.41989194883232
1.67350686162016	2.7768055368172	0.956321737274551
1.55023788839514	2.33702253829062	1.16660461653635
1.72493369207657	2.83351288918561	1.06766912672339
1.63331151502135	2.48895134802503	1.21022107557534
1.59620129985051	2.52176299336473	1.03971571537279
1.57325773454565	2.3149859902725	1.27665911470519
1.9459632311383	2.86628120825541	1.44913794117907
1.3857068713384	1.6089799723846	1.26166886808864
1.80715156222018	2.83721716393486	1.19550619408359
1.45554812389907	2.36093924972212	0.962666813969354
1.91848104335797	3.25317501417168	1.16256900889227
1.59035470968476	2.46590505422887	1.09612041164884
2.03963480701327	3.44924793508071	1.24481264759865
1.78864988852936	2.94963376233572	1.10892103954276
1.48608340420086	2.42306681225477	1.008012392061
1.57753902771869	2.31930518292094	1.15083364558512
1.52917992061074	2.41513443691231	1.01725041674681
1.19875994581141	1.69833145423603	1.09871282826681
1.413793164164	2.25795284696715	1.07841196893623
1.61919541529413	2.39876899078997	1.26015132261976
1.86356814106371	2.89082024810893	1.34576685858369
1.3429932137838	1.87276347017002	1.14808054675081
1.80446417765888	2.7677747553226	1.23911752968972
1.58804994603583	2.08751800109483	1.45772228276644
1.39419991130631	2.03967394892644	1.18559991580065
1.15811669072989	1.21162568365453	1.16375241514756
1.35856203659226	1.77437938177018	1.18868064312519
1.52315678077991	2.19861591529587	1.18727451153697
1.39033540487622	1.85327781334079	1.22099786589672
1.82366862910673	2.65218153114604	1.35369064726543
1.13620961952786	1.16104369881117	1.11498393966734
1.75949577337944	2.69693085288259	1.22172289356209
1.48346278177281	2.26597694669482	1.27843791263607
1.89041641725327	3.07890239936843	1.27861480081752
1.62416296810559	2.684646286351	1.05166865193722
1.15975828202957	1.34199222824004	1.06134221197399
1.37343626834171	1.84441008008407	1.19802098008044
1.53019823801396	2.29567411931965	1.21914496178758
1.42161240415437	2.06741480016559	1.1671418900448
1.46775898391651	2.5014594729813	0.951211477086359
1.69693093614853	2.65672050733234	1.23249905961471
1.83464224868329	2.89295995120813	1.18458923718968
1.61635882222219	2.42125198309959	1.23133887361309
1.55218283955021	2.24718719224309	1.16651179723177
1.74775424569305	2.83681264474848	1.17396330015742
1.67358656588044	2.51096895106139	1.27143554251955
1.72516480868811	2.63408829611602	1.25587226331257
1.75122062301087	2.55851764084113	1.29386853262762
1.4932465534283	2.04377890230328	1.20749367552378
1.54694314538056	2.17692537635149	1.24430727577893
1.15428697201667	1.43263420967112	1.08141162283484
1.62464702391688	2.61288067917131	1.11880054298143
1.08315412719599	1.06446573923515	1.053557117938
1.26230156437661	1.4249085168792	1.25213613424104
1.73181867412845	2.83040415442623	1.1236402976288
1.6064663038985	2.61376511664923	1.16022415568336
1.53971024244417	2.27305381750784	1.2394975169054
1.50886754192145	2.1698340990152	1.25694085084845
1.62569819530211	2.49250018304497	1.16410249530096
1.65465061248659	2.61162194385822	1.08235074593333
2.13048541180275	3.68957405968581	1.25090425769111
1.38952725169641	1.96973866205233	1.12761914193305
1.94679296415045	3.07322807848416	1.29437763751578
1.94340451465068	3.2196810659061	1.27501496536639
1.24938931128425	1.51548196790148	1.14111718321911
1.42115364634292	1.87113560304402	1.2031263500234
1.25344590409531	1.68089601001832	1.08665857472735
1.9415629070518	3.21708153871094	1.14857235104846
1.60557224326253	2.59490553635972	1.02073476199846
